equipe,player_id,player_name,player_country_code,age,positions,matches_played,min,gls,ast,xg,xag,pk_made,pk_att,yellow_cards,red_cards,carries_prog,passes_prog,sh,sot,avg_sh_dist,fk_sh,npxg_per_sh,pass_cmp,pass_att,pass_ttl_dist,pass_cmp_s,pass_att_s,pass_cmp_m,pass_att_m,pass_cmp_l,pass_att_l,xa,pass_prog,pass_prog_ttl_dist,key_passes,pass_fthird,pass_opp_box,cross_opp_box,pass_live,pass_dead,pass_fk,through_balls,switches,crosses,pass_offside,pass_blocked,throw_ins,ck,ck_in_swinger,ck_out_swinger,ck_straight,ttl_sca,pass_live_sca,pass_dead_sca,take_on_sca,sh_sca,fld_sca,def_sca,gca,pass_live_gca,pass_dead_gca,take_on_gca,sh_gca,fld_gca,def_gca,tkl,tkl_won,tkl_def_third,tkl_mid_third,tkl_att_third,tkl_drb,tkl_drb_att,blocks,sh_blocked,int,clearances,def_error,touches,touch_def_box,touch_def_third,touch_mid_third,touch_fthird,touch_opp_box,take_on_att,take_on_suc,take_on_tkld,carries,ttl_carries_dist,ttl_carries_prog_dist,carries_fthird,carries_opp_box,carries_miscontrolled,carries_dispossessed,pass_recvd,pass_prog_rcvd,second_yellow_cards,fls_com,fls_drawn,offside,pk_won,pk_conceded,og,ball_recov,air_dual_won,air_dual_lost
Auxerre,cd889153,Gabriel Osho,NGA,25.0,DF,20,1654.0,1.0,0.0,1.0,0.1,0.0,0.0,1.0,1.0,12.0,43.0,7.0,3.0,10.1,0.0,0.14,669.0,753.0,12927.0,206.0,223.0,384.0,412.0,73.0,103.0,0.2,43.0,4606.0,1.0,49.0,0.0,0.0,716.0,36.0,18.0,0.0,6.0,3.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,15.0,17.0,3.0,3.0,13.0,20.0,32.0,19.0,12.0,87.0,0.0,944.0,132.0,484.0,417.0,48.0,11.0,7.0,4.0,2.0,539.0,2461.0,1294.0,4.0,0.0,7.0,3.0,613.0,2.0,0.0,11.0,10.0,0.0,0.0,0.0,0.0,52.0,19.0,9.0
Angers,85ce1949,Esteban Lepaul,FRA,24.0,FW,28,1629.0,9.0,0.0,5.1,0.8,0.0,0.0,2.0,0.0,26.0,20.0,41.0,17.0,13.2,0.0,0.13,241.0,359.0,3512.0,124.0,162.0,82.0,110.0,14.0,32.0,1.7,20.0,623.0,7.0,13.0,7.0,2.0,331.0,25.0,0.0,1.0,3.0,15.0,3.0,15.0,2.0,0.0,0.0,0.0,0.0,22.0,11.0,0.0,2.0,7.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,2.0,6.0,3.0,4.0,16.0,15.0,2.0,4.0,10.0,0.0,504.0,14.0,50.0,264.0,197.0,60.0,21.0,6.0,13.0,246.0,1412.0,621.0,15.0,10.0,34.0,13.0,348.0,68.0,0.0,16.0,17.0,16.0,0.0,0.0,0.0,45.0,35.0,47.0
Reims,44435c8f,Oumar Diakité,CIV,20.0,FW,26,1628.0,4.0,1.0,5.5,1.1,0.0,1.0,6.0,0.0,24.0,44.0,26.0,9.0,12.1,0.0,0.18,291.0,354.0,4122.0,155.0,183.0,100.0,115.0,11.0,13.0,1.2,44.0,691.0,11.0,22.0,12.0,2.0,317.0,34.0,1.0,1.0,2.0,7.0,3.0,10.0,1.0,0.0,0.0,0.0,0.0,39.0,29.0,0.0,2.0,5.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,20.0,13.0,7.0,8.0,5.0,9.0,19.0,13.0,2.0,3.0,9.0,0.0,580.0,13.0,73.0,282.0,239.0,57.0,57.0,20.0,35.0,319.0,1848.0,728.0,20.0,4.0,64.0,38.0,397.0,93.0,0.0,27.0,25.0,11.0,0.0,0.0,0.0,59.0,25.0,59.0
Nice,f8405304,Mohamed Ali Cho,FRA,20.0,"FW,MF",27,1621.0,3.0,4.0,4.0,4.0,0.0,0.0,2.0,0.0,81.0,59.0,36.0,15.0,17.7,0.0,0.11,338.0,481.0,4959.0,205.0,247.0,105.0,147.0,19.0,42.0,3.5,59.0,1248.0,30.0,23.0,36.0,5.0,456.0,23.0,3.0,9.0,2.0,51.0,2.0,23.0,0.0,9.0,4.0,4.0,0.0,59.0,45.0,3.0,5.0,1.0,5.0,0.0,11.0,8.0,0.0,1.0,1.0,1.0,0.0,13.0,9.0,4.0,5.0,4.0,4.0,12.0,17.0,1.0,5.0,8.0,0.0,720.0,9.0,75.0,308.0,356.0,74.0,70.0,20.0,41.0,460.0,3302.0,1943.0,39.0,30.0,68.0,26.0,545.0,133.0,0.0,12.0,41.0,9.0,0.0,0.0,0.0,69.0,13.0,27.0
Marseille,0bfca6a1,Quentin Merlin,FRA,22.0,DF,27,1589.0,1.0,3.0,2.1,3.0,0.0,0.0,1.0,0.0,40.0,86.0,26.0,9.0,16.9,0.0,0.08,943.0,1145.0,15694.0,445.0,497.0,417.0,488.0,60.0,105.0,2.4,86.0,3325.0,25.0,57.0,27.0,9.0,980.0,162.0,15.0,0.0,4.0,95.0,3.0,27.0,121.0,26.0,6.0,15.0,0.0,59.0,43.0,9.0,1.0,5.0,1.0,0.0,9.0,7.0,0.0,0.0,2.0,0.0,0.0,22.0,17.0,12.0,5.0,5.0,9.0,16.0,20.0,4.0,14.0,17.0,1.0,1296.0,17.0,207.0,566.0,535.0,49.0,19.0,4.0,13.0,732.0,3338.0,1591.0,30.0,9.0,20.0,9.0,924.0,169.0,0.0,11.0,17.0,2.0,0.0,0.0,0.0,69.0,7.0,15.0
Lyon,8236f673,Malick Fofana,BEL,19.0,FW,29,1589.0,5.0,4.0,3.8,3.7,0.0,0.0,2.0,0.0,112.0,45.0,31.0,15.0,15.0,0.0,0.12,494.0,638.0,6737.0,323.0,367.0,135.0,175.0,17.0,37.0,4.4,45.0,1373.0,25.0,20.0,32.0,13.0,623.0,14.0,1.0,1.0,0.0,70.0,1.0,32.0,13.0,0.0,0.0,0.0,0.0,55.0,41.0,0.0,6.0,3.0,5.0,0.0,11.0,8.0,0.0,2.0,1.0,0.0,0.0,22.0,11.0,8.0,11.0,3.0,8.0,17.0,12.0,0.0,8.0,6.0,0.0,828.0,7.0,79.0,284.0,487.0,95.0,59.0,24.0,31.0,587.0,4362.0,2643.0,57.0,39.0,36.0,18.0,645.0,205.0,0.0,13.0,36.0,10.0,1.0,0.0,0.0,63.0,2.0,12.0
Lens,17e1261b,Neil El Aynaoui,MAR,23.0,MF,24,1588.0,8.0,1.0,4.0,2.0,3.0,3.0,4.0,0.0,11.0,75.0,16.0,7.0,20.4,1.0,0.1,816.0,966.0,12776.0,432.0,469.0,286.0,327.0,57.0,99.0,2.4,75.0,3533.0,22.0,76.0,7.0,2.0,881.0,82.0,16.0,4.0,7.0,65.0,3.0,17.0,3.0,54.0,20.0,30.0,0.0,42.0,22.0,17.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,39.0,21.0,18.0,15.0,6.0,12.0,34.0,34.0,8.0,30.0,29.0,0.0,1196.0,54.0,272.0,653.0,281.0,25.0,21.0,5.0,11.0,582.0,2674.0,1014.0,13.0,2.0,25.0,21.0,761.0,29.0,0.0,34.0,32.0,0.0,0.0,0.0,0.0,90.0,24.0,15.0
Lyon,94f8d10c,Duje Ćaleta-Car,CRO,27.0,DF,19,1584.0,1.0,0.0,2.1,0.1,0.0,0.0,8.0,0.0,4.0,46.0,11.0,1.0,9.8,0.0,0.19,896.0,985.0,16876.0,296.0,318.0,530.0,556.0,65.0,97.0,0.9,46.0,5583.0,2.0,50.0,0.0,0.0,939.0,45.0,28.0,1.0,3.0,1.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12.0,11.0,9.0,0.0,10.0,19.0,33.0,25.0,17.0,97.0,2.0,1178.0,205.0,601.0,546.0,34.0,21.0,2.0,1.0,1.0,672.0,2869.0,1409.0,1.0,0.0,7.0,2.0,783.0,0.0,0.0,27.0,9.0,2.0,0.0,0.0,0.0,65.0,39.0,12.0
Brest,8846a40f,Mathias Pereira Lage,POR,27.0,"FW,MF",29,1571.0,2.0,7.0,3.3,3.5,0.0,0.0,4.0,0.0,32.0,41.0,36.0,15.0,17.2,3.0,0.09,308.0,490.0,4867.0,167.0,215.0,108.0,162.0,26.0,75.0,3.3,41.0,1688.0,22.0,23.0,14.0,6.0,411.0,77.0,25.0,2.0,2.0,99.0,2.0,20.0,6.0,46.0,26.0,18.0,0.0,53.0,23.0,15.0,3.0,6.0,5.0,1.0,10.0,5.0,3.0,1.0,0.0,1.0,0.0,37.0,24.0,16.0,13.0,8.0,18.0,39.0,17.0,2.0,20.0,20.0,2.0,714.0,24.0,120.0,277.0,324.0,37.0,28.0,10.0,17.0,317.0,1874.0,824.0,17.0,9.0,38.0,18.0,387.0,100.0,0.0,30.0,28.0,2.0,0.0,1.0,0.0,77.0,35.0,41.0
Marseille,ed45c4a5,Valentin Rongier,FRA,29.0,"MF,DF",25,1562.0,3.0,1.0,1.0,1.1,0.0,0.0,5.0,0.0,25.0,110.0,14.0,7.0,21.6,0.0,0.07,1271.0,1408.0,18466.0,737.0,785.0,463.0,502.0,33.0,50.0,1.5,110.0,4560.0,11.0,110.0,7.0,0.0,1373.0,31.0,17.0,1.0,3.0,7.0,4.0,25.0,14.0,0.0,0.0,0.0,0.0,35.0,29.0,0.0,0.0,3.0,1.0,2.0,6.0,5.0,0.0,0.0,0.0,1.0,0.0,50.0,28.0,14.0,31.0,5.0,27.0,43.0,30.0,9.0,33.0,28.0,5.0,1602.0,51.0,347.0,977.0,288.0,13.0,16.0,11.0,5.0,896.0,3281.0,1761.0,25.0,4.0,19.0,17.0,1226.0,28.0,0.0,37.0,14.0,0.0,0.0,1.0,0.0,86.0,13.0,11.0
Lyon,4a56052c,Jordan Veretout,FRA,31.0,MF,27,1553.0,2.0,0.0,1.9,0.6,0.0,0.0,3.0,0.0,35.0,99.0,21.0,9.0,18.5,0.0,0.09,792.0,944.0,13258.0,380.0,424.0,337.0,386.0,60.0,92.0,0.9,99.0,3471.0,13.0,86.0,12.0,0.0,905.0,38.0,13.0,1.0,6.0,26.0,1.0,14.0,6.0,8.0,8.0,0.0,0.0,36.0,30.0,3.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0,14.0,14.0,14.0,2.0,17.0,40.0,17.0,3.0,5.0,23.0,1.0,1085.0,32.0,210.0,639.0,249.0,28.0,9.0,5.0,3.0,597.0,2807.0,1362.0,18.0,6.0,22.0,7.0,770.0,60.0,0.0,23.0,11.0,0.0,0.0,0.0,0.0,88.0,12.0,15.0
Brest,f5044e54,Pierre Lees-Melou,FRA,31.0,MF,20,1526.0,2.0,2.0,1.3,2.8,0.0,0.0,7.0,0.0,23.0,105.0,22.0,8.0,22.8,0.0,0.06,902.0,1057.0,17471.0,357.0,396.0,389.0,431.0,141.0,186.0,2.2,105.0,5270.0,19.0,110.0,13.0,4.0,1015.0,39.0,31.0,8.0,21.0,22.0,3.0,19.0,6.0,2.0,2.0,0.0,0.0,52.0,44.0,1.0,0.0,4.0,3.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,48.0,33.0,20.0,19.0,9.0,25.0,54.0,19.0,3.0,12.0,23.0,0.0,1228.0,53.0,330.0,722.0,190.0,22.0,21.0,12.0,7.0,697.0,3638.0,1586.0,19.0,5.0,25.0,8.0,855.0,36.0,0.0,32.0,30.0,0.0,0.0,0.0,0.0,125.0,4.0,7.0
Angers,e21d1928,Yassin Belkhdim,FRA,22.0,MF,29,1523.0,1.0,1.0,0.8,0.6,0.0,0.0,4.0,0.0,17.0,37.0,9.0,5.0,17.3,0.0,0.09,394.0,487.0,5963.0,216.0,239.0,149.0,179.0,20.0,34.0,0.5,37.0,1404.0,5.0,27.0,3.0,1.0,484.0,3.0,2.0,1.0,4.0,16.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,53.0,27.0,26.0,21.0,6.0,27.0,58.0,23.0,6.0,21.0,41.0,1.0,702.0,46.0,236.0,347.0,130.0,18.0,15.0,2.0,12.0,343.0,1717.0,728.0,7.0,2.0,31.0,14.0,403.0,31.0,0.0,28.0,15.0,2.0,0.0,0.0,0.0,74.0,5.0,15.0
Toulouse,42fdb11d,Frank Magri,CMR,24.0,"FW,MF",31,1516.0,5.0,1.0,6.0,1.5,0.0,0.0,5.0,1.0,17.0,25.0,44.0,18.0,12.4,0.0,0.14,178.0,251.0,2361.0,103.0,133.0,55.0,71.0,5.0,13.0,1.9,25.0,438.0,9.0,15.0,7.0,1.0,223.0,25.0,0.0,3.0,1.0,4.0,3.0,9.0,3.0,0.0,0.0,0.0,0.0,29.0,14.0,0.0,2.0,6.0,7.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,8.0,2.0,1.0,6.0,1.0,3.0,8.0,16.0,2.0,4.0,11.0,0.0,420.0,10.0,32.0,213.0,178.0,70.0,18.0,4.0,12.0,244.0,1196.0,461.0,8.0,7.0,43.0,31.0,316.0,80.0,0.0,26.0,28.0,4.0,0.0,0.0,0.0,21.0,40.0,82.0
Nantes,fb4c5b6e,Nathan Zeze,FRA,19.0,DF,18,1512.0,0.0,0.0,0.3,0.0,0.0,0.0,6.0,0.0,2.0,46.0,6.0,2.0,10.5,0.0,0.05,737.0,859.0,14468.0,234.0,251.0,433.0,462.0,65.0,132.0,0.2,46.0,5641.0,1.0,47.0,2.0,0.0,826.0,32.0,20.0,1.0,4.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,22.0,22.0,16.0,0.0,23.0,33.0,22.0,9.0,23.0,120.0,1.0,1083.0,155.0,572.0,498.0,19.0,6.0,4.0,3.0,1.0,600.0,2809.0,1477.0,2.0,0.0,9.0,1.0,678.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,63.0,28.0,25.0
Angers,7fecbcdb,Abdoulaye Bamba,CIV,34.0,DF,19,1510.0,0.0,0.0,0.1,0.3,0.0,0.0,2.0,0.0,1.0,16.0,1.0,0.0,7.2,0.0,0.09,518.0,585.0,10459.0,126.0,139.0,341.0,364.0,44.0,68.0,0.3,16.0,3330.0,6.0,19.0,4.0,3.0,551.0,34.0,13.0,1.0,1.0,5.0,0.0,4.0,20.0,0.0,0.0,0.0,0.0,10.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,12.0,17.0,4.0,1.0,14.0,19.0,14.0,8.0,19.0,79.0,0.0,743.0,90.0,411.0,308.0,26.0,3.0,2.0,2.0,0.0,408.0,1532.0,641.0,2.0,0.0,3.0,4.0,468.0,3.0,0.0,10.0,7.0,0.0,0.0,0.0,0.0,47.0,11.0,17.0
Monaco,2c70d915,Christian Mawissa,FRA,19.0,DF,22,1501.0,0.0,0.0,0.1,0.0,0.0,0.0,3.0,0.0,13.0,44.0,1.0,1.0,13.5,0.0,0.07,827.0,945.0,13430.0,393.0,422.0,395.0,437.0,31.0,55.0,0.1,44.0,4378.0,1.0,51.0,0.0,0.0,902.0,43.0,12.0,0.0,0.0,3.0,0.0,12.0,20.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,29.0,27.0,13.0,2.0,26.0,44.0,25.0,6.0,26.0,48.0,1.0,1138.0,101.0,436.0,653.0,64.0,6.0,28.0,10.0,16.0,718.0,3790.0,1745.0,12.0,1.0,18.0,11.0,768.0,10.0,0.0,19.0,7.0,0.0,0.0,1.0,0.0,70.0,31.0,18.0
Montpellier,05ba9d7c,Tanguy Coulibaly,FRA,23.0,"FW,MF",25,1485.0,3.0,0.0,3.5,1.3,0.0,0.0,4.0,2.0,48.0,20.0,30.0,13.0,15.4,0.0,0.12,292.0,372.0,3857.0,184.0,212.0,81.0,102.0,8.0,18.0,1.0,20.0,626.0,18.0,8.0,5.0,2.0,350.0,22.0,0.0,2.0,0.0,21.0,0.0,12.0,6.0,4.0,1.0,0.0,0.0,45.0,26.0,1.0,3.0,6.0,7.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,32.0,24.0,13.0,15.0,4.0,14.0,33.0,18.0,2.0,11.0,3.0,1.0,583.0,7.0,95.0,228.0,272.0,65.0,54.0,29.0,20.0,328.0,2483.0,1195.0,26.0,20.0,51.0,31.0,370.0,97.0,1.0,45.0,21.0,3.0,0.0,1.0,0.0,70.0,19.0,23.0
Lens,a4948e67,M'Bala Nzola,ANG,27.0,FW,21,1460.0,6.0,1.0,8.6,1.3,0.0,0.0,3.0,1.0,26.0,22.0,47.0,18.0,12.1,0.0,0.19,227.0,302.0,2579.0,158.0,197.0,38.0,54.0,5.0,6.0,0.9,22.0,415.0,20.0,7.0,9.0,0.0,296.0,5.0,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,39.0,28.0,0.0,3.0,6.0,1.0,1.0,5.0,3.0,0.0,1.0,1.0,0.0,0.0,5.0,4.0,0.0,1.0,4.0,3.0,9.0,9.0,1.0,5.0,7.0,0.0,490.0,4.0,29.0,176.0,290.0,95.0,38.0,14.0,24.0,284.0,1466.0,509.0,10.0,14.0,62.0,47.0,381.0,118.0,0.0,30.0,13.0,24.0,0.0,0.0,0.0,36.0,38.0,36.0
Auxerre,e76f6fbe,Kévin Danois,FRA,20.0,MF,22,1460.0,0.0,0.0,1.5,2.2,0.0,0.0,1.0,0.0,19.0,95.0,17.0,3.0,17.4,0.0,0.09,585.0,718.0,9757.0,287.0,329.0,222.0,259.0,54.0,86.0,2.0,95.0,2615.0,25.0,62.0,11.0,2.0,703.0,15.0,8.0,3.0,11.0,14.0,0.0,14.0,7.0,0.0,0.0,0.0,0.0,54.0,45.0,0.0,5.0,2.0,1.0,1.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,49.0,30.0,20.0,22.0,7.0,20.0,46.0,17.0,3.0,20.0,20.0,0.0,912.0,35.0,197.0,470.0,256.0,37.0,41.0,21.0,19.0,570.0,2743.0,1230.0,19.0,5.0,25.0,24.0,597.0,50.0,0.0,22.0,18.0,2.0,0.0,0.0,0.0,102.0,14.0,18.0
Rennes,b003239d,Christopher Wooh,CMR,22.0,DF,20,1456.0,0.0,0.0,1.3,0.1,0.0,0.0,6.0,1.0,14.0,59.0,10.0,4.0,9.2,0.0,0.13,749.0,860.0,14386.0,232.0,259.0,456.0,489.0,56.0,99.0,0.3,59.0,5490.0,2.0,51.0,2.0,0.0,822.0,35.0,27.0,0.0,2.0,0.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,16.0,10.0,1.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,36.0,19.0,21.0,13.0,2.0,18.0,27.0,22.0,8.0,23.0,63.0,0.0,1028.0,118.0,477.0,516.0,45.0,13.0,12.0,7.0,4.0,558.0,2873.0,1657.0,6.0,0.0,12.0,4.0,695.0,2.0,0.0,33.0,8.0,0.0,0.0,1.0,1.0,53.0,42.0,18.0
Le Havre,5dbefa9d,André Ayew,GHA,34.0,FW,27,1453.0,4.0,1.0,4.3,0.2,0.0,0.0,2.0,0.0,5.0,18.0,22.0,9.0,12.0,2.0,0.21,181.0,238.0,2231.0,113.0,134.0,54.0,68.0,0.0,4.0,0.3,18.0,272.0,8.0,7.0,3.0,0.0,196.0,42.0,1.0,0.0,0.0,7.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,20.0,15.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,10.0,3.0,7.0,8.0,7.0,13.0,9.0,2.0,3.0,21.0,1.0,378.0,21.0,44.0,207.0,134.0,40.0,13.0,5.0,7.0,159.0,641.0,164.0,3.0,3.0,26.0,26.0,226.0,43.0,0.0,19.0,30.0,6.0,0.0,0.0,0.0,26.0,37.0,63.0
Lyon,4788cb6b,Georges Mikautadze,GEO,23.0,FW,34,1449.0,11.0,6.0,10.3,4.3,3.0,4.0,2.0,0.0,37.0,54.0,52.0,22.0,14.1,0.0,0.14,326.0,426.0,4382.0,191.0,231.0,94.0,122.0,13.0,17.0,3.7,54.0,925.0,21.0,21.0,14.0,0.0,406.0,17.0,1.0,4.0,3.0,9.0,3.0,14.0,3.0,0.0,0.0,0.0,0.0,49.0,39.0,0.0,3.0,4.0,3.0,0.0,12.0,8.0,0.0,2.0,0.0,2.0,0.0,7.0,6.0,1.0,3.0,3.0,3.0,9.0,11.0,0.0,4.0,6.0,0.0,653.0,9.0,45.0,259.0,357.0,119.0,59.0,17.0,39.0,402.0,2305.0,919.0,16.0,21.0,49.0,20.0,510.0,140.0,0.0,7.0,23.0,3.0,2.0,0.0,0.0,44.0,15.0,40.0
Marseille,577744b8,Derek Cornelius,CAN,26.0,DF,21,1420.0,0.0,0.0,0.9,0.1,0.0,0.0,9.0,2.0,10.0,68.0,9.0,1.0,11.8,0.0,0.1,1267.0,1357.0,20539.0,570.0,594.0,642.0,668.0,35.0,63.0,0.4,68.0,6734.0,4.0,93.0,0.0,0.0,1311.0,43.0,23.0,1.0,1.0,4.0,3.0,9.0,3.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,17.0,15.0,8.0,1.0,17.0,22.0,16.0,10.0,14.0,51.0,0.0,1493.0,107.0,532.0,883.0,81.0,14.0,2.0,0.0,2.0,1012.0,4273.0,2384.0,13.0,0.0,8.0,2.0,1163.0,11.0,2.0,25.0,14.0,0.0,0.0,1.0,0.0,67.0,32.0,13.0
Lens,07d65234,Anass Zaroury,MAR,23.0,"FW,MF",28,1405.0,2.0,2.0,1.7,2.9,0.0,0.0,3.0,1.0,49.0,65.0,35.0,12.0,22.4,0.0,0.05,506.0,746.0,8251.0,266.0,327.0,178.0,247.0,44.0,108.0,3.3,65.0,2733.0,35.0,39.0,34.0,13.0,661.0,82.0,17.0,3.0,5.0,125.0,3.0,31.0,14.0,39.0,27.0,4.0,0.0,72.0,49.0,14.0,2.0,4.0,3.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,23.0,17.0,6.0,12.0,5.0,9.0,26.0,9.0,0.0,6.0,15.0,0.0,893.0,11.0,106.0,387.0,408.0,26.0,35.0,17.0,18.0,541.0,2941.0,1437.0,41.0,8.0,27.0,14.0,660.0,107.0,1.0,13.0,24.0,2.0,1.0,0.0,0.0,59.0,2.0,5.0
Nice,ad7cdb35,Ali Abdi,TUN,30.0,"DF,MF",25,1393.0,5.0,2.0,4.3,1.9,0.0,0.0,2.0,0.0,35.0,42.0,29.0,11.0,16.9,1.0,0.17,502.0,678.0,7914.0,269.0,314.0,188.0,245.0,33.0,72.0,1.7,42.0,2701.0,20.0,19.0,21.0,7.0,551.0,122.0,12.0,0.0,2.0,51.0,5.0,22.0,110.0,0.0,0.0,0.0,0.0,45.0,33.0,3.0,4.0,4.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,43.0,25.0,18.0,14.0,11.0,28.0,43.0,20.0,6.0,20.0,37.0,0.0,886.0,51.0,230.0,349.0,315.0,50.0,29.0,12.0,16.0,391.0,1880.0,1003.0,15.0,9.0,32.0,14.0,481.0,101.0,0.0,27.0,14.0,5.0,0.0,0.0,0.0,72.0,22.0,14.0
Lens,00a8d210,Przemysław Frankowski,POL,29.0,DF,18,1387.0,4.0,2.0,2.3,2.5,2.0,2.0,3.0,0.0,33.0,117.0,14.0,5.0,21.9,1.0,0.05,875.0,1092.0,13489.0,479.0,543.0,319.0,374.0,48.0,96.0,2.9,117.0,5466.0,20.0,90.0,36.0,10.0,930.0,156.0,11.0,4.0,2.0,78.0,6.0,31.0,132.0,13.0,4.0,9.0,0.0,46.0,38.0,6.0,0.0,1.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,32.0,21.0,17.0,10.0,5.0,19.0,30.0,10.0,2.0,19.0,28.0,0.0,1230.0,42.0,240.0,546.0,454.0,38.0,16.0,6.0,9.0,637.0,3033.0,1514.0,35.0,2.0,16.0,8.0,800.0,95.0,0.0,18.0,7.0,1.0,0.0,0.0,0.0,61.0,8.0,6.0
Lens,4315f30d,Malang Sarr,FRA,25.0,DF,21,1385.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,4.0,54.0,6.0,1.0,16.8,0.0,0.04,854.0,955.0,17516.0,258.0,275.0,470.0,489.0,120.0,169.0,0.6,54.0,5632.0,5.0,62.0,2.0,0.0,909.0,45.0,31.0,1.0,8.0,1.0,1.0,11.0,5.0,0.0,0.0,0.0,0.0,21.0,20.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,21.0,13.0,12.0,6.0,3.0,16.0,27.0,18.0,9.0,22.0,63.0,3.0,1105.0,111.0,498.0,554.0,59.0,9.0,4.0,2.0,2.0,665.0,3337.0,1458.0,6.0,1.0,4.0,4.0,754.0,1.0,0.0,13.0,10.0,1.0,0.0,3.0,0.0,69.0,18.0,5.0
Brest,547a72ad,Julien Le Cardinal,FRA,26.0,DF,16,1378.0,0.0,1.0,0.4,0.3,0.0,0.0,3.0,0.0,7.0,39.0,10.0,3.0,11.6,0.0,0.04,704.0,815.0,14529.0,226.0,249.0,369.0,387.0,101.0,162.0,0.4,39.0,5467.0,5.0,43.0,0.0,0.0,778.0,35.0,28.0,1.0,12.0,6.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,14.0,11.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,27.0,15.0,16.0,8.0,3.0,11.0,16.0,18.0,14.0,33.0,75.0,0.0,994.0,136.0,528.0,436.0,38.0,13.0,6.0,4.0,1.0,539.0,3152.0,1702.0,6.0,0.0,3.0,6.0,658.0,1.0,0.0,12.0,12.0,0.0,0.0,1.0,1.0,48.0,29.0,18.0
Angers,e5a94f46,Emmanuel Biumla,FRA,19.0,DF,17,1336.0,1.0,0.0,0.7,0.0,0.0,0.0,2.0,0.0,3.0,16.0,4.0,2.0,13.7,0.0,0.18,440.0,499.0,8842.0,108.0,123.0,300.0,316.0,29.0,52.0,0.1,16.0,2637.0,1.0,13.0,1.0,0.0,473.0,23.0,21.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,12.0,14.0,5.0,0.0,12.0,18.0,18.0,8.0,8.0,84.0,1.0,654.0,118.0,402.0,240.0,16.0,8.0,12.0,7.0,4.0,380.0,2264.0,1290.0,2.0,0.0,10.0,4.0,420.0,0.0,0.0,7.0,10.0,0.0,0.0,1.0,0.0,37.0,16.0,12.0
