method,tag,n_clusters_param,linkage,silhouette,calinski_harabasz,davies_bouldin,n_clusters
umap,joueurs_ligue1_2024_2025_clean_custom_GK_umap3d_best_embedding,2,ward,0.8317514043079076,1105.4730280667234,0.1567079071328204,2
umap,joueurs_ligue1_2024_2025_clean_custom_GK_umap3d_best_embedding,2,complete,0.8317514043079076,1105.4730280667234,0.1567079071328204,2
umap,joueurs_ligue1_2024_2025_clean_custom_GK_umap3d_best_embedding,2,average,0.8317514043079076,1105.4730280667234,0.1567079071328204,2
umap,joueurs_ligue1_2024_2025_clean_custom_GK_umap3d_best_embedding,3,ward,0.5168093687686182,1499.078812016454,0.4786131824560002,3
umap,joueurs_ligue1_2024_2025_clean_custom_GK_umap3d_best_embedding,3,complete,0.5191401482393085,1531.2981981427952,0.488518985484341,3
umap,joueurs_ligue1_2024_2025_clean_custom_GK_umap3d_best_embedding,3,average,0.5256097178927235,1687.6168169264558,0.5135959478235507,3
umap,joueurs_ligue1_2024_2025_clean_custom_GK_umap3d_best_embedding,4,ward,0.4809186097872643,2001.9274826160802,0.6337856626796019,4
umap,joueurs_ligue1_2024_2025_clean_custom_GK_umap3d_best_embedding,4,complete,0.48920976835587915,2069.8598837808877,0.6172457526323422,4
umap,joueurs_ligue1_2024_2025_clean_custom_GK_umap3d_best_embedding,4,average,0.4507193212105913,1823.6814153764467,0.6535904474165577,4
umap,joueurs_ligue1_2024_2025_clean_custom_GK_umap3d_best_embedding,5,ward,0.4179449390958094,1849.884862815544,0.7701731943740873,5
umap,joueurs_ligue1_2024_2025_clean_custom_GK_umap3d_best_embedding,5,complete,0.43187549243926127,1810.7295691552995,0.8225732772844324,5
umap,joueurs_ligue1_2024_2025_clean_custom_GK_umap3d_best_embedding,5,average,0.39662252012387705,1767.9511900804296,0.7792843169503969,5
umap,joueurs_ligue1_2024_2025_clean_custom_GK_umap3d_best_embedding,6,ward,0.39391179605670457,1842.4116512648964,0.7993961817143856,6
umap,joueurs_ligue1_2024_2025_clean_custom_GK_umap3d_best_embedding,6,complete,0.38889886728361855,1695.1230116992442,0.8933410468121711,6
umap,joueurs_ligue1_2024_2025_clean_custom_GK_umap3d_best_embedding,6,average,0.401615398932583,1813.8410798937323,0.8196290378759712,6
umap,joueurs_ligue1_2024_2025_clean_custom_GK_umap3d_best_embedding,7,ward,0.3706510463089592,1803.1862742855951,0.8754659403314867,7
umap,joueurs_ligue1_2024_2025_clean_custom_GK_umap3d_best_embedding,7,complete,0.33050165750370386,1654.8364044365385,0.9291052105156838,7
umap,joueurs_ligue1_2024_2025_clean_custom_GK_umap3d_best_embedding,7,average,0.356789736278394,1718.5582890370788,0.887124365334771,7
umap,joueurs_ligue1_2024_2025_clean_custom_GK_umap3d_best_embedding,8,ward,0.36722564710288613,1708.1045254821497,0.843621522206674,8
umap,joueurs_ligue1_2024_2025_clean_custom_GK_umap3d_best_embedding,8,complete,0.34029873085389706,1622.0693939070657,0.8678452960665108,8
umap,joueurs_ligue1_2024_2025_clean_custom_GK_umap3d_best_embedding,8,average,0.3526057156187509,1698.8992975529566,0.8444856813250977,8
umap,joueurs_ligue1_2024_2025_clean_custom_GK_umap3d_best_embedding,9,ward,0.3502742769966918,1669.5997821332699,0.9260708643153522,9
umap,joueurs_ligue1_2024_2025_clean_custom_GK_umap3d_best_embedding,9,complete,0.3516468693033811,1666.8088560404835,0.84078839648396,9
umap,joueurs_ligue1_2024_2025_clean_custom_GK_umap3d_best_embedding,9,average,0.35619694704208166,1687.404404215609,0.8689440013334934,9
umap,joueurs_ligue1_2024_2025_clean_custom_GK_umap3d_best_embedding,10,ward,0.30737620910510477,1621.3068976145648,1.0178169754080488,10
umap,joueurs_ligue1_2024_2025_clean_custom_GK_umap3d_best_embedding,10,complete,0.3423656062164773,1605.0931502991768,0.9320192081992245,10
umap,joueurs_ligue1_2024_2025_clean_custom_GK_umap3d_best_embedding,10,average,0.35375891713544017,1628.5381321531117,0.9274435797152565,10
