method,tag,n_clusters_param,linkage,silhouette,calinski_harabasz,davies_bouldin,n_clusters
umap,joueurs_ligue1_2024_2025_clean_per90_umap3d_best_embedding,2,ward,0.4200381673721702,331.3909772136713,0.9189094787272842,2
umap,joueurs_ligue1_2024_2025_clean_per90_umap3d_best_embedding,2,complete,0.3317991097782405,187.01548535452602,0.895971359901338,2
umap,joueurs_ligue1_2024_2025_clean_per90_umap3d_best_embedding,2,average,0.4200381673721702,331.3909772136713,0.9189094787272842,2
umap,joueurs_ligue1_2024_2025_clean_per90_umap3d_best_embedding,3,ward,0.33887749108543674,269.4312968833728,1.1284562507631728,3
umap,joueurs_ligue1_2024_2025_clean_per90_umap3d_best_embedding,3,complete,0.3223790799320425,252.3919337736423,1.0610695481370638,3
umap,joueurs_ligue1_2024_2025_clean_per90_umap3d_best_embedding,3,average,0.33887749108543674,269.4312968833728,1.1284562507631728,3
umap,joueurs_ligue1_2024_2025_clean_per90_umap3d_best_embedding,4,ward,0.3433489683974722,265.3436401823726,1.0255818409890471,4
umap,joueurs_ligue1_2024_2025_clean_per90_umap3d_best_embedding,4,complete,0.302359175269351,236.15791605437994,1.211505810889469,4
umap,joueurs_ligue1_2024_2025_clean_per90_umap3d_best_embedding,4,average,0.3416970140404311,264.58533039966346,1.0285203975488013,4
umap,joueurs_ligue1_2024_2025_clean_per90_umap3d_best_embedding,5,ward,0.37991796129120226,280.7506271152698,0.9328260842546096,5
umap,joueurs_ligue1_2024_2025_clean_per90_umap3d_best_embedding,5,complete,0.3299156275797978,256.69757835196066,1.0792668466724407,5
umap,joueurs_ligue1_2024_2025_clean_per90_umap3d_best_embedding,5,average,0.3782578483784872,279.80225329206985,0.9383411671522838,5
umap,joueurs_ligue1_2024_2025_clean_per90_umap3d_best_embedding,6,ward,0.3778955070886612,273.0602332335472,0.9015262086702802,6
umap,joueurs_ligue1_2024_2025_clean_per90_umap3d_best_embedding,6,complete,0.3292290786424444,250.05141756598505,1.0026326744201597,6
umap,joueurs_ligue1_2024_2025_clean_per90_umap3d_best_embedding,6,average,0.3749946559806979,272.5318378126989,0.8983659406478175,6
umap,joueurs_ligue1_2024_2025_clean_per90_umap3d_best_embedding,7,ward,0.3776527490218326,276.94544730260066,0.854575977627248,7
umap,joueurs_ligue1_2024_2025_clean_per90_umap3d_best_embedding,7,complete,0.32574512014222223,254.6567362832782,0.983723564821364,7
umap,joueurs_ligue1_2024_2025_clean_per90_umap3d_best_embedding,7,average,0.3774963751394039,276.3363009916467,0.8513615176840733,7
umap,joueurs_ligue1_2024_2025_clean_per90_umap3d_best_embedding,8,ward,0.3629259629068461,287.8856197161837,0.9434436069667348,8
umap,joueurs_ligue1_2024_2025_clean_per90_umap3d_best_embedding,8,complete,0.34299843346313275,270.72547774676775,0.9746909978120786,8
umap,joueurs_ligue1_2024_2025_clean_per90_umap3d_best_embedding,8,average,0.36586125972850786,288.53379105682797,0.9320587995525462,8
umap,joueurs_ligue1_2024_2025_clean_per90_umap3d_best_embedding,9,ward,0.3631538303369987,286.4108408291288,0.9533978950986823,9
umap,joueurs_ligue1_2024_2025_clean_per90_umap3d_best_embedding,9,complete,0.3749209793715414,295.1225314830508,0.9402209434447811,9
umap,joueurs_ligue1_2024_2025_clean_per90_umap3d_best_embedding,9,average,0.3647654140509222,287.121515827415,0.9432780662860701,9
umap,joueurs_ligue1_2024_2025_clean_per90_umap3d_best_embedding,10,ward,0.3663799025777557,279.3885723819999,0.9040440537631149,10
umap,joueurs_ligue1_2024_2025_clean_per90_umap3d_best_embedding,10,complete,0.3734808778769797,288.8936293873637,0.9015943472805092,10
umap,joueurs_ligue1_2024_2025_clean_per90_umap3d_best_embedding,10,average,0.3680327257725033,280.1346373517918,0.8945887010594438,10
