method,tag,n_clusters_param,linkage,silhouette,calinski_harabasz,davies_bouldin,n_clusters
umap,joueurs_ligue1_2024_2025_clean_per90_umap5d_best_embedding,3,ward,0.3252054732124209,221.62720646999085,1.1818831326494024,3
umap,joueurs_ligue1_2024_2025_clean_per90_umap5d_best_embedding,3,complete,0.3201008450222469,219.74680629336595,1.1887491628107656,3
umap,joueurs_ligue1_2024_2025_clean_per90_umap5d_best_embedding,3,average,0.32008827055459377,217.26558608725853,1.2164515907505307,3
umap,joueurs_ligue1_2024_2025_clean_per90_umap5d_best_embedding,4,ward,0.3325969191828605,212.36001418189673,1.1264869226031116,4
umap,joueurs_ligue1_2024_2025_clean_per90_umap5d_best_embedding,4,complete,0.28433149998885116,190.13959670465553,1.1407246358353713,4
umap,joueurs_ligue1_2024_2025_clean_per90_umap5d_best_embedding,4,average,0.31384464384036764,195.18886750909394,1.1205882575935948,4
umap,joueurs_ligue1_2024_2025_clean_per90_umap5d_best_embedding,5,ward,0.33319599197281397,216.04234233823593,1.0862036871931489,5
umap,joueurs_ligue1_2024_2025_clean_per90_umap5d_best_embedding,5,complete,0.274559391947189,168.58527954531775,1.2040322669024994,5
umap,joueurs_ligue1_2024_2025_clean_per90_umap5d_best_embedding,5,average,0.32435592661006946,210.31592431909303,1.0842895738187965,5
umap,joueurs_ligue1_2024_2025_clean_per90_umap5d_best_embedding,6,ward,0.3267791034310167,207.90753763431607,1.0140651908839322,6
umap,joueurs_ligue1_2024_2025_clean_per90_umap5d_best_embedding,6,complete,0.2855187028455687,188.86179240078624,1.082087538387788,6
umap,joueurs_ligue1_2024_2025_clean_per90_umap5d_best_embedding,6,average,0.3255575320484554,205.20035739401186,1.0156296230789603,6
umap,joueurs_ligue1_2024_2025_clean_per90_umap5d_best_embedding,7,ward,0.3272110144673034,206.18316200723217,1.0326243927207959,7
umap,joueurs_ligue1_2024_2025_clean_per90_umap5d_best_embedding,7,complete,0.30246445551686874,196.1628145412552,1.1378633111250887,7
umap,joueurs_ligue1_2024_2025_clean_per90_umap5d_best_embedding,7,average,0.294270395791496,176.11288885831883,0.9678727853755703,7
umap,joueurs_ligue1_2024_2025_clean_per90_umap5d_best_embedding,8,ward,0.3156415810387024,198.0491014991077,1.0235164575406044,8
umap,joueurs_ligue1_2024_2025_clean_per90_umap5d_best_embedding,8,complete,0.29087496372800314,186.31656517315758,1.2778645024982458,8
umap,joueurs_ligue1_2024_2025_clean_per90_umap5d_best_embedding,8,average,0.29499689081018815,178.43094315955085,0.9882062834057618,8
umap,joueurs_ligue1_2024_2025_clean_per90_umap5d_best_embedding,9,ward,0.30006987307075617,190.54027402363735,1.129734899389432,9
umap,joueurs_ligue1_2024_2025_clean_per90_umap5d_best_embedding,9,complete,0.2756916232952975,176.91610720103495,1.2894539516344823,9
umap,joueurs_ligue1_2024_2025_clean_per90_umap5d_best_embedding,9,average,0.29609374197182337,175.6166638971781,0.9704399545717618,9
umap,joueurs_ligue1_2024_2025_clean_per90_umap5d_best_embedding,10,ward,0.3018890797717801,184.23873676039568,1.1303903220577678,10
umap,joueurs_ligue1_2024_2025_clean_per90_umap5d_best_embedding,10,complete,0.2900426016707893,171.4077569625546,1.2019808660981595,10
umap,joueurs_ligue1_2024_2025_clean_per90_umap5d_best_embedding,10,average,0.2972344405199793,174.04216403889293,1.0921863415881385,10
