cluster,per90_gls,per90_ast,per90_xg,pct_take_on_suc,tkl_plus_int,pct_air_dual_won,carries,age,cluster_size
0,0.03612244897959184,0.026122448979591838,0.04285714285714286,62.73913043478261,52.142857142857146,59.34081632653061,612.5102040816327,24.693877551020407,49
1,0.12297297297297297,0.09,0.1354054054054054,48.2,56.32432432432432,44.67027027027027,594.4054054054054,24.405405405405407,37
2,0.0468888888888889,0.06533333333333333,0.05466666666666667,51.657777777777774,60.4,58.82888888888889,990.8444444444444,26.644444444444446,45
3,0.049148936170212765,0.07808510638297872,0.06063829787234043,46.2063829787234,60.59574468085106,51.6468085106383,564.4468085106383,26.02127659574468,47
4,0.26407407407407407,0.24259259259259258,0.2562962962962963,43.06111111111112,32.72222222222222,32.02452830188679,564.8703703703703,24.314814814814813,54
5,0.0,0.004166666666666667,0.0,77.77777777777777,1.3333333333333333,88.62727272727273,502.5,27.916666666666668,24
6,0.04888888888888889,0.03911111111111111,0.05733333333333333,42.57727272727273,53.644444444444446,47.47727272727273,378.68888888888887,23.666666666666668,45
7,0.330625,0.11390625,0.39890625,36.6359375,19.34375,40.75625,275.1875,25.203125,64
