method,tag,n_clusters_param,linkage,silhouette,calinski_harabasz,davies_bouldin,n_clusters,silhouette_rank,calinski_harabasz_rank,davies_bouldin_rank
tsne,joueurs_ligue1_tSNE_per90,2,average,0.2695626805332561,136.0219410126956,1.4769783464609216,2,1.0,1.0,25.0
