method,tag,n_clusters_param,linkage,silhouette,calinski_harabasz,davies_bouldin,n_clusters,silhouette_rank,calinski_harabasz_rank,davies_bouldin_rank
isomap,joueurs_ligue1_ISOMap_raw,3,average,0.3710818058360709,20.30714543621957,0.9034243625236917,3,1.0,22.0,3.0
