player_name,positions,equipe,cluster,tsne_1,tsne_2,tsne_3,tsne_4
Mathis Amougou,MF,Saint,0,0.62893146,-1.1526253,1.2538723,-0.88349134
Mamadou Diakhon,"FW,MF",Reims,1,1.410353,-2.8827047,-1.3914293,3.6954024
Mohamed Abdelmoneim,DF,Nice,4,-1.6227508,2.40929,1.2124958,-1.3904258
Koka,FW,Le Havre,1,5.0273356,-3.7983742,0.197813,2.2599442
Zinedine Ferhat,"FW,MF",Angers,3,-0.20535095,-2.4442616,-1.9150836,0.11972522
Seko Fofana,MF,Rennes,3,0.39330152,1.8352909,-1.7450806,0.23074432
Antoine Mendy,DF,Nice,0,-1.41788,1.0832374,1.0374767,0.44703424
Ibrahim Sissoko,FW,Saint,1,3.298353,-3.9572346,1.0276259,3.0430274
Louis Leroux,"MF,DF",Nantes,0,2.0653913,-0.60421824,1.1818588,0.81555295
Albert Grønbaek,"MF,FW",Rennes,3,1.6167686,-3.3911986,-2.6353955,1.1479125
Senny Mayulu,MF,Paris S,1,1.2676287,-0.03843034,-1.9495926,3.7926414
Jonathan Rowe,"FW,MF",Marseille,1,2.6703024,-1.4326996,-2.2925327,3.5213156
Alidu Seidu,DF,Rennes,0,-1.7838247,1.441798,1.1088314,0.4126788
Yoann Salmier,DF,Le Havre,4,-0.94639367,0.9254146,2.040392,-3.3626235
Yvann Macon,DF,Saint,0,-0.21344535,-1.5217558,0.023697741,-0.87338805
Jordan Amavi,DF,Brest,0,-2.803037,-0.6995111,0.83886474,-0.8700639
Tom Louchet,"DF,MF",Nice,3,-1.1191854,0.014774441,-0.0659439,2.6008599
Sekou Mara,"FW,MF",Strasbourg,1,2.0526404,-3.7806053,0.935803,2.267294
Maxime Bernauer,DF,Saint,4,-2.210802,2.5795996,-0.8101287,-3.6757529
Boubakar Kouyaté,DF,Montpellier,4,-0.50648695,0.4864964,3.1743774,-2.9826717
Teddy Teuma,MF,Reims,3,0.25950575,-0.06462617,-2.503028,-0.6960242
Angel Gomes,MF,Lille,1,1.5738688,-1.3417305,-1.2488959,0.2650765
Saïd Benrahma,"FW,MF",Lyon,1,0.66004837,-1.8489866,-2.5797472,3.1023533
Augustine Boakye,"FW,MF",Saint,1,2.8386357,-1.9375681,-1.1403595,1.7710155
Mathieu Cafaro,"MF,FW",Saint,1,0.7095361,-3.7678294,-0.17559598,0.9343186
Rayan Raveloson,"MF,DF",Auxerre,0,0.4623342,0.15139526,0.80553484,-2.1691437
George Ilenikhena,FW,Monaco,1,4.691958,-2.9232657,0.16923979,3.4326248
Lucas Mincarelli,DF,Montpellier,0,-1.1051061,-1.2815995,1.42061,-1.7225094
Jacques Ekomie,"DF,FW",Angers,0,-0.1237101,-1.5016829,2.4464703,0.2239916
Mikayil Ngor Faye,DF,Rennes,4,-2.9950812,2.2464879,-0.03985727,-1.8230478
Abdulai Juma Bah,DF,Lens,4,0.19107607,2.1778052,0.80388093,-3.3383398
Pol Lirola,DF,Marseille,4,0.4987132,3.8297174,2.7740002,-2.6570225
Assane Dioussé,MF,Auxerre,0,0.8448411,2.0327246,0.16860715,-1.3491063
Glen Kamara,MF,Rennes,0,1.1820749,1.7062284,1.1227126,0.29706496
Emmanuel Sabbi,"FW,MF",Le Havre,1,1.7666254,-3.6006057,0.595929,2.3062062
Ismaël Bennacer,MF,Marseille,3,-1.4329385,3.4842157,-2.705309,-0.2673691
Chuba Akpom,FW,Lille,1,4.3295484,-4.195343,-0.56900257,3.5571191
Luck Zogbé,DF,Brest,0,-1.1912371,0.1526376,2.2976115,1.09239
Rémy Labeau Lascary,"FW,MF",Lens,1,3.5536683,-0.42826742,-0.794562,2.4886353
Yaya Kader Fofana,"MF,FW",Reims,1,3.3276417,-0.34609535,-0.76431257,2.3528304
Rasmus Nicolaisen,DF,Toulouse,4,0.023979293,3.4589295,2.3157542,-2.9746091
Marco Asensio,"FW,MF",Paris S,1,1.0749185,-0.7370325,-2.020247,4.4378233
Folarin Balogun,FW,Monaco,1,3.9293733,-2.2599127,0.34495467,3.5731745
Andy Delort,FW,Montpellier,1,3.5830703,-4.440714,1.3971057,2.2116055
Jhoanner Chávez,"DF,MF",Lens,3,-1.6187177,-1.8353903,-1.0636415,1.077051
Fodé Ballo-Touré,"DF,MF",Le Havre,0,-1.240354,-1.9001154,0.776589,-1.5242095
Nampalys Mendy,MF,Lens,0,2.087077,0.48309565,2.2635252,-1.3197373
Mahamadou Diawara,MF,Le Havre,0,0.46394062,0.6722357,1.9660017,0.6600776
Nikola Maksimović,DF,Montpellier,4,-0.82278436,1.2134815,0.81311363,-4.0709105
Pierre Cornud,DF,Saint,0,-2.0183058,-1.0655959,1.497973,-2.0151827
Florian Ayé,FW,Auxerre,1,4.249375,-3.9140944,0.85629886,1.2511588
Elye Wahi,FW,Marseille,1,5.1607285,-2.9883928,-0.027844612,3.6865005
Maxence Caqueret,MF,Lyon,0,1.0921497,1.3148733,0.3442983,1.6809831
Jordan Teze,DF,Monaco,3,-2.4648817,-0.23230095,-0.6054752,2.0472429
Daler Kuzyaev,MF,Le Havre,0,-0.36238983,-0.9907215,2.0417745,-2.0765216
John Joe,MF,Reims,0,0.23767509,-1.3414049,2.4851189,0.31228516
Mohamed Meité,FW,Rennes,1,3.9887393,-2.9127789,0.81025845,2.911952
Andrew Omobamidele,DF,Strasbourg,4,-2.5531163,2.7229083,-0.98334765,-3.6930003
Jean-Kevin Duverne,DF,Nantes,0,-1.6853617,0.30337492,1.639166,0.4714102
Bamba Dieng,FW,Angers,1,3.75654,-4.874783,-0.5730561,2.497892
Ben Old,"FW,MF",Saint,1,1.0638115,-3.3372533,-0.0010709512,1.9436657
Amine Harit,MF,Marseille,3,1.7116619,0.24243967,-3.7475796,1.8139296
Tino Kadewere,"MF,FW",Nantes,1,2.8324976,-1.1912463,1.0607091,1.2822269
Krépin Diatta,"DF,FW",Monaco,3,-2.5334222,0.6782681,0.5577047,1.6088226
