player_name,equipe,positions,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,pca26,pca27,pca28,pca29,cluster
Jordan Lefort,Angers,DF,6.370049735863718,-2.6014075688098983,-2.287104275272623,2.1864576863732315,1.1398222057269456,-0.5773833766972306,2.884367817505961,0.7978212246619973,-0.8052844235736124,-0.4435519328297942,-0.8851333026756952,1.0679274712666451,1.5944757845978412,0.1295201093328342,0.2262378339519413,1.000432665308781,0.1089088786728999,-0.3130055976263959,-0.8325751401314587,0.9425758536988088,0.4338235766702547,-0.7810187224650261,-0.5476996696834415,0.7071846856410275,-0.0515804922132166,0.683024831931539,0.6694524412680489,-1.013207775648268,-0.4369568989184255,0
Andrey Santos,Strasbourg,MF,3.1348409757131708,0.1408239823488154,2.3537868928463523,-2.769400818446041,-2.696405802976082,-0.4797998159849994,1.4712027740717633,2.1181513827385765,-1.8140705212616417,-0.1254739841599889,0.4098539919914227,0.8686779208798933,-0.5118670979894496,-0.9051614201538668,0.498826345846067,0.7776296092144795,0.249971142189203,-0.9353610732854404,-0.7667746825730434,-0.5684885825043471,-0.0722488142425265,-0.8738431169230613,0.7716499331115293,-0.2689070031955308,-0.9164670039769116,0.3209916804675446,-0.3908004878557043,-1.1318453175700756,-0.6253969511419781,0
Valentin Atangana Edoa,Reims,MF,0.3510744422556904,-3.859039598445839,1.827366453468013,-1.4276077066636297,-0.2309505954778001,-1.0431359673890634,1.5713174397721663,-0.4974107484943441,-1.0333059258466966,-0.4217913237288996,0.8794091420582562,1.3984515765432242,-0.9248111371619888,-0.9181005718317372,0.8023412265553509,-0.304057956906961,0.9429501390781122,-0.2835917498374863,-0.6257560740859197,0.2471538778890162,-0.3275652632863297,-0.8655106192592418,-0.3675140964250757,1.260642173014956,-1.443433420141721,-0.1783797029122571,-0.5487301141313035,-0.5397082057634015,0.5090083212750535,0
Himad Abdelli,Angers,"MF,FW",-1.150102112482159,4.262523275646095,-0.8375803723443787,-2.634171975833248,-0.4603169327511672,-0.6064854809113542,3.1058219329288,-2.0296954224000388,1.7771807868867564,0.4740262916362181,-0.4332009600491248,1.6980157385867427,-1.132507309570996,0.1608844706899677,1.395363847879141,1.2556393883727217,0.8359471495243532,1.2531861176247394,-0.3686735812960902,0.7376037236006978,0.2003519754637087,-0.9275839544127736,-0.6116155310876152,-0.9132494317575895,0.1065338614339695,1.3586158644631463,0.6261168206051485,0.1959361632634564,1.1100623319677965,0
Mason Greenwood,Marseille,"FW,MF",-8.02101527120587,5.210619600503086,-4.063084962008869,-0.3719189435190164,-1.2376512028919555,0.3521341494524405,4.08374346592485,1.931549856923198,4.234142096812072,-0.5111882418891435,-2.786403737596337,0.5250695775760976,-2.165618253573613,0.6397454288043749,0.2886687430304228,0.2033705567752147,-0.186758245225671,-0.1526974563753572,0.6194243195242791,-0.7848653054432422,0.1221734504667908,0.2864302548425159,0.1373424336291462,0.5254543615503309,-0.1603340785385049,-0.1683919323995397,-0.8625460646197205,0.724760213316648,0.0496704209452406,0
Zuriko Davitashvili,Saint,"FW,MF",-7.916044388097815,1.260554666087086,-1.239967268037901,2.0028706768981164,0.6087104825680216,-2.0223813609430423,2.26671899471048,1.2051885601380246,0.1358280965061961,-0.4690239526445279,1.0518283869318317,-0.087763460974346,-1.1120363762433718,0.8384957311266819,0.8360525775657728,-0.9854528987117548,-0.4259998309027776,-0.924755218473858,-0.2888641905705329,0.6182496805447073,-0.7030980997353384,-1.1925338133146577,-1.598716273808076,0.1316903775390024,0.0396117695810865,0.5747873982129277,0.590177469544503,0.1083802066736709,-0.387946506212195,0
Gautier Lloris,Le Havre,DF,5.890563805455027,-3.720661094445517,-1.2480119722111416,0.9248855419741222,0.1246433283826918,0.1842852698246229,1.4319397495312214,1.113073492221871,-1.184489630368602,-1.350087033199981,-0.4789814893897117,1.247446493644712,0.8305224657815207,0.4390356841059627,-0.0242259649790058,0.4045425259614373,-0.2647925495700692,-1.5848213699765918,0.0183150989336662,0.6501341797166063,0.047276684086876,-0.4484996800235268,-0.3706291989702839,0.0032087598188272,-0.645924992602514,0.6036477873503033,-1.370336517848229,0.1485096198258148,-0.0707003297848896,0
Matthis Abline,Nantes,FW,-7.105821145764765,-4.775392684585075,-1.6230433053152653,-0.3483907588102358,1.4429589363955726,-0.5668707238810995,1.9105560060899025,-1.375795291420034,-0.1866880956062504,-0.8603806625733799,0.7501240253953523,1.588359891498954,-0.0326085580412018,-0.3298361308857957,0.3607396808686443,-0.2966985374023998,0.6257903755818567,1.1023215929413646,0.3312792135517985,-0.2279422472294496,-1.221520338811387,-0.1612682835953387,-0.2218331125971883,0.3012768505602588,-0.0839403389911129,0.440485396170348,0.0951911142088755,0.4347357724100341,-0.0506521412501016,0
Bafodé Diakité,Lille,DF,7.427146384652706,-0.6626733201444241,-5.214081482825825,-0.5676340515235961,0.8635697329098102,-0.7214074450971323,0.0593083836549982,1.2230228102650318,0.1181030623554099,-0.4841181142501722,1.9502712162215308,1.5026181664805138,-0.9276570758500452,-0.0904248003727261,0.8852080127275209,-0.2552347582739469,1.5967339711795236,-0.1698540335361029,-0.0797192669359384,-1.0032280892272258,-0.0680418345347553,0.4084271591053272,-0.1476340868744086,-0.3715225230613767,0.7173282306930144,-0.1208594223211429,0.5204958115950902,-0.8535271581380919,0.1342519961296648,0
Adrien Truffert,Rennes,"DF,MF",-0.1876217682562136,2.0828517703800866,1.652197648126544,2.02855656336914,1.7761663506099132,2.564847282501028,1.1909210862166488,0.3636370799036903,-0.3757500718403995,-0.9473604980215832,1.122187621703401,0.5937098546136722,-0.4767130011363643,-0.4718008339919005,0.1015350525342756,-0.3190674489941618,0.1801834432484899,0.3302066994483838,-0.2554293488652272,-0.2670604705267537,-0.6261008454553142,0.3779915194920029,-0.0550832958578642,1.2499318431031183,-0.4943712022508532,-0.2351648013098463,0.1370902832801623,-1.5741607896727712,-0.3211690890148826,0
