player_name,equipe,positions,tsne_1,tsne_2,tsne_3,tsne_4,cluster
Elisha Owusu,Auxerre,MF,0.80306536,-0.17813683,1.8033073,-0.5611551,-1
Yann Gboho,Toulouse,"MF,FW",1.8764807,-2.31539,-1.5219257,2.8638027,2
Corentin Tolisso,Lyon,MF,0.11704033,1.620054,-1.5345014,1.2576946,-1
Abdoulaye Touré,Le Havre,MF,2.3110173,-0.130106,0.124455474,-1.5515858,-1
Hugo Magnetti,Brest,MF,0.40631387,0.06757218,1.0341682,-0.84619695,-1
Etienne Youte Kinkoue,Le Havre,DF,-1.0424132,1.9830736,1.4429148,-3.9446905,1
Douglas,Nantes,MF,1.0543473,0.8188338,0.84555113,-0.520395,-1
Mickael Nade,Saint,DF,-1.9923136,2.742218,2.7893257,-2.97356,1
Jonathan Clauss,Nice,"DF,MF",-0.9516772,-0.5607375,-3.12744,0.6845959,-1
Lassine Sinayoko,Auxerre,"FW,MF",2.5155618,-3.5902746,-1.4148138,2.6634383,2
Ludovic Blas,Rennes,"MF,FW",1.1978716,-2.6367562,-3.2015376,1.4133519,-1
Emanuel Emegha,Strasbourg,FW,4.771928,-2.8654819,0.19836047,3.039412,-1
Gideon Mensah,Auxerre,DF,-1.7668236,-0.23417054,0.09490198,0.27011877,3
Leonardo Balerdi,Marseille,DF,-2.3034697,4.0063787,-1.055753,-1.5271289,-1
Takumi Minamino,Monaco,"MF,FW",2.3914168,-1.7126018,-0.34166798,2.7439325,2
Andy Diouf,Lens,MF,1.2559677,-0.5620374,-0.7048108,2.1283965,-1
Moïse Bombito,Nice,DF,-1.438598,3.0550659,0.54794914,-2.9039738,1
Cédric Kipré,Reims,DF,-1.1701518,2.0899806,0.93183273,-3.1002107,1
Bradley Barcola,Paris S,FW,1.8643911,-1.3630487,-2.9620252,3.8544297,-1
Kelvin Amian,Nantes,DF,-0.9666009,-1.5266227,0.9404956,-0.40987557,3
Gabriel Suazo,Toulouse,DF,-1.2347298,-0.31508324,-1.7829639,0.7835953,-1
Denis Zakaria,Monaco,MF,2.0928178,1.5758417,0.7707573,-0.49852157,-1
Modibo Sagnan,Montpellier,DF,-1.04471,1.4781984,2.3146272,-2.5625732,1
Willian Pacho,Paris S,DF,-2.6457105,3.7409322,-0.22905603,-1.4117713,-1
Dennis Appiah,Saint,DF,-2.1578443,-0.7283313,0.693588,-0.43626186,3
Ki-Jana Hoever,Auxerre,DF,-1.7732656,-0.7849864,0.0054374784,0.9130307,3
Jonathan Gradit,Lens,DF,-1.4995849,2.214141,0.7657954,-1.6589459,1
Sebastian Nanasi,Strasbourg,"MF,FW",1.7199929,-1.5912254,-2.810916,1.0182626,-1
Djibril Sidibé,Toulouse,DF,-1.5465152,0.6010809,-0.16148835,0.019124862,-1
Yassine Kechta,Le Havre,"MF,FW",1.1318859,-1.1401669,1.2365407,0.359199,-1
Wilfried Singo,Monaco,DF,-1.8713862,2.6496387,0.4730521,-1.2535086,1
Hamed Junior Traorè,Auxerre,MF,2.3715358,-2.4755058,-1.3814727,2.1848643,2
Gianluigi Donnarumma,Paris S,GK,-4.169635,0.36135542,2.4540155,-6.007301,0
Azor Matusiwa,Rennes,MF,1.23486,1.2765688,0.9395175,-0.31547004,-1
Achraf Hakimi,Paris S,DF,-0.92304176,2.7443237,-2.6229897,0.5816833,-1
Vanderson,Monaco,DF,-2.0114362,0.3330042,-0.35033733,1.6075231,-1
Lamine Camara,Monaco,MF,-0.87381554,-0.094467804,-3.3966806,0.5928292,-1
Alexandre Lacazette,Lyon,FW,4.9544554,-3.5994985,-1.0822995,2.7906291,-1
Nicolas Cozza,Nantes,"DF,MF",-0.74336773,-1.4271668,1.3427886,-0.30152163,3
Warren Zaïre-Emery,Paris S,"MF,DF",-0.68033403,2.7369533,-1.6978424,0.11435961,-1
Johann Lepenant,Nantes,MF,0.90707755,-0.44537118,1.2472843,0.13041778,-1
Carlens Arcus,Angers,DF,-1.4171219,-0.6457622,0.6988779,-0.06476398,3
Vitinha,Paris S,MF,-1.2930702,3.5360343,-2.2735777,-0.33786637,-1
Rayan Cherki,Lyon,"FW,MF",0.9793149,-0.42977086,-3.9355013,2.7590015,-1
Geoffrey Kondogbia,Marseille,"DF,MF",-1.5651059,3.3028982,-0.49282095,-0.8715653,-1
Nicolas Pallois,Nantes,DF,-1.2423724,1.4310172,2.894239,-2.6099472,1
Dylan Batubinsika,Saint,DF,-1.3377823,2.372265,1.720501,-3.8560414,1
Lucas Beraldo,Paris S,DF,-2.0755873,4.0754514,-1.0329838,-1.4651169,-1
Nemanja Matić,Lyon,MF,-0.44122913,2.071529,-0.8336585,-0.9405816,-1
Josué Casimir,Le Havre,"FW,MF",2.3144948,-3.6300108,-1.252705,2.5124037,2
Ainsley Maitland-Niles,Lyon,DF,-1.4623181,0.4772275,-0.31278667,1.6376487,-1
Aurélio Buta,Reims,DF,-1.1569943,-0.7709613,0.55715257,-0.31270167,3
Dante,Nice,DF,-1.8798687,2.4914653,-0.076570004,-1.5507697,1
Jean-Eudes Aholou,Angers,MF,1.0100092,-0.45880535,1.4685174,-0.29783028,-1
Sinaly Diomande,Auxerre,DF,-1.171635,2.626239,2.8588393,-2.7284346,1
Melvin Bard,Nice,"DF,MF",-2.0912395,-0.12094932,-0.3279469,1.5802786,-1
Youssouf Ndayishimiye,Nice,DF,-1.8464836,3.9669237,0.97188455,-2.1406834,1
Caio Henrique Oliveira Silva,Monaco,DF,-1.3055751,-0.10515313,-2.3029375,0.8746811,-1
Thomas Meunier,Lille,DF,-1.7513909,1.3292534,-0.7726303,0.9582944,-1
Fabián Ruiz Peña,Paris S,MF,-0.72133213,2.7768965,-2.4481921,0.5036732,-1
Issa Soumaré,Le Havre,"FW,MF",2.8189797,-3.4045374,-0.4842224,1.6184663,2
Nicolás Tagliafico,Lyon,DF,-1.2900721,1.9330269,-0.41886002,1.2324182,-1
Zakaria Aboukhlal,Toulouse,"MF,FW",3.5942845,-3.8834374,-0.30947307,2.7991378,2
Enzo Tchato,Montpellier,DF,-1.5987592,-1.1328468,0.70872945,-0.3862576,3
Farid El Melali,Angers,FW,1.8187977,-3.8487983,-2.750284,2.1112108,-1
Joris Chotard,Montpellier,MF,0.20432864,-0.07696715,0.99173903,-1.6302091,-1
Lucas Stassin,Saint,FW,3.8704402,-2.9985204,-0.49748656,1.3400214,2
João Neves,Paris S,"MF,DF",-0.68462765,2.8015876,-2.3924983,0.5286802,-1
Breel Embolo,Monaco,"FW,MF",3.6650605,-2.9283557,-0.32948315,3.5061483,2
Gaëtan Laborde,Nice,FW,4.6950216,-3.6205797,-1.0813115,2.8022592,-1
Deiver Machado,Lens,"DF,MF",-0.83986276,-1.4691329,-0.25152683,1.1946073,3
Becir Omeragic,Montpellier,DF,-0.61442864,1.4210937,1.7521268,-3.7724755,1
Florian Sotoca,Lens,"FW,MF",1.4918596,-0.8385202,-0.20724098,2.7682426,-1
Haris Belkebla,Angers,MF,0.22624429,0.54511786,1.5551106,-0.504348,-1
Gabriel Gudmundsson,Lille,DF,-0.84004825,-0.5430816,-0.60655844,0.8902973,-1
Félix Lemaréchal,Strasbourg,"MF,FW",1.6615237,-1.0629979,-0.22157094,1.4174659,-1
Pablo Rosario,Nice,"MF,DF",1.6799772,0.2323081,0.84567225,-0.9780366,-1
Jordan Ferri,Montpellier,MF,-0.08760923,1.1105521,-1.1337023,-1.6940057,-1
Benjamin Bouchouari,Saint,MF,0.39297715,0.16858551,-0.49685496,-1.4754195,-1
Hákon Arnar Haraldsson,Lille,"MF,FW",0.7888242,-1.2927736,-2.418769,1.2647096,-1
Jim Allevinah,Angers,FW,2.251729,-3.280859,-0.092796825,2.45022,2
Eliesse Ben Seghir,Monaco,"MF,FW",1.1938647,-0.8767858,-2.757531,2.6611104,-1
Aïssa Mandi,Lille,DF,-0.7970053,2.2614164,-0.31213498,-1.7540014,-1
Ousmane Dembélé,Paris S,FW,1.7673005,-1.1647147,-3.7778385,3.6475608,-1
Désiré Doué,Paris S,"FW,MF",2.1687422,-0.41934586,-3.2753031,3.7033503,-1
Marquinhos,Paris S,DF,-1.7735147,4.1178446,-1.40544,-1.3116009,-1
Philipp Köhn,Monaco,GK,-3.9596393,0.15758009,2.4253004,-6.376005,0
Abdoulaye Niakhate Ndiaye,Brest,DF,-1.9214083,1.7684027,2.276093,-2.1735637,1
Joseph Okumu,Reims,DF,-1.6896232,2.3667789,-0.50016207,-3.357465,-1
Marshall Munetsi,Reims,MF,2.9928775,-3.0735881,1.0428398,1.3672034,2
Rabby Nzingoula,Montpellier,MF,1.0298842,-0.91566163,2.0089042,0.47345325,-1
Hans Hateboer,Rennes,DF,-1.3003993,1.9066277,0.1211989,-1.0684701,-1
Massadio Haïdara,Brest,DF,-1.9537393,-1.5956188,0.7609731,0.8148116,3
Nuno Mendes,Paris S,DF,-0.8859526,2.6608706,-2.552496,0.57031965,-1
Joshua King,Toulouse,"FW,MF",3.4079347,-3.3659346,-0.077741854,2.4151864,2
Lee Kang-in,Paris S,"FW,MF",0.8055485,-0.24512073,-3.8823998,2.5213938,-1
Gabriel Osho,Auxerre,DF,-1.8691677,1.4969604,1.912431,-3.2655048,1
Esteban Lepaul,Angers,FW,3.7896411,-3.2086716,0.2967772,1.2827624,2
Oumar Diakité,Reims,FW,3.1893642,-3.0030136,0.25923774,2.2757254,2
Mohamed Ali Cho,Nice,"FW,MF",1.9290676,-2.0966494,-1.863855,2.873001,-1
Arthur Desmas,Le Havre,GK,-3.641274,-0.38353726,2.3299484,-6.8027725,0
Quentin Merlin,Marseille,DF,-1.0545249,0.34589058,-2.0740683,1.4373777,-1
Malick Fofana,Lyon,FW,1.8542696,-1.9371169,-2.1440399,3.2627766,-1
Neil El Aynaoui,Lens,MF,1.2384778,0.6687239,-1.6594677,-0.41999978,-1
Duje Ćaleta-Car,Lyon,DF,-2.336742,2.561751,1.2763052,-2.7184265,1
Mathias Pereira Lage,Brest,"FW,MF",1.3507807,-3.2917771,-2.8948,0.9182343,-1
Anthony Lopes,Nantes,GK,-3.1481926,-0.63892806,2.0078323,-6.2407036,0
Valentin Rongier,Marseille,"MF,DF",-1.113668,3.24012,-0.84128577,0.2759284,-1
Jordan Veretout,Lyon,MF,0.28559512,1.5168539,-0.5903372,-0.29671204,-1
Brice Samba,Rennes,GK,-3.3341963,-0.17927669,2.2522404,-6.274237,0
Pierre Lees-Melou,Brest,MF,0.64151096,2.57597,-0.6083668,-0.011767586,-1
Yassin Belkhdim,Angers,MF,0.68731534,-0.5280548,1.8232546,-0.35694575,-1
Frank Magri,Toulouse,"FW,MF",3.5876303,-3.536411,0.69358075,2.2133658,2
Nathan Zeze,Nantes,DF,-0.8125074,1.9272128,1.3633182,-2.6249645,1
Abdoulaye Bamba,Angers,DF,-0.73690903,0.8111388,1.4022828,-4.0033793,-1
Christian Mawissa,Monaco,DF,-1.7904444,2.6796944,1.7649833,-0.760575,1
Steve Mandanda,Rennes,GK,-3.3721287,0.2346521,1.9689175,-6.8692493,0
Tanguy Coulibaly,Montpellier,"FW,MF",1.3763491,-3.1851556,0.3798963,1.4374866,-1
M'Bala Nzola,Lens,FW,3.995327,-2.8651862,0.44214818,3.0688827,2
Kévin Danois,Auxerre,MF,1.0194777,0.92174435,0.114551626,1.1639543,-1
Christopher Wooh,Rennes,DF,-0.6309879,2.846054,1.8170946,-2.8267887,1
André Ayew,Le Havre,FW,3.29989,-3.392845,1.1745949,1.4707279,2
Georges Mikautadze,Lyon,FW,4.4889874,-3.4484336,-1.826248,2.7776048,-1
Mathieu Gorgelin,Le Havre,GK,-2.9108384,-0.080792956,1.9303743,-6.5633907,0
Derek Cornelius,Marseille,DF,-2.924879,2.9471314,-1.1303405,-2.603869,-1
Anass Zaroury,Lens,"FW,MF",-0.28670308,-1.5964752,-2.9053733,1.522825,-1
Ali Abdi,Nice,"DF,MF",-0.90713996,-0.1879835,-0.21394219,2.3837526,-1
Przemysław Frankowski,Lens,DF,-1.6743392,0.701225,-1.8441297,1.0933132,-1
Malang Sarr,Lens,DF,-1.981436,1.7060982,-0.017223254,-3.1718378,1
Julien Le Cardinal,Brest,DF,-0.37817076,2.8673065,1.8859313,-3.407044,1
Radosław Majecki,Monaco,GK,-4.0582094,0.18619561,2.4173934,-6.368773,0
Emmanuel Biumla,Angers,DF,-2.0719528,1.2681459,2.0938783,-3.4202569,1
Kamory Doumbia,Brest,"MF,FW",2.5820577,0.97207797,-0.60726875,0.118469685,-1
Sorba Thomas,Nantes,"FW,MF",-0.510387,-1.8970509,-3.0288808,1.436687,-1
Lilian Raolisoa,Angers,"DF,FW",-0.8413079,-2.2854207,-1.2378764,-0.049629465,-1
Amadou Koné,Reims,MF,0.6604939,1.3759336,2.1760254,-0.1785964,-1
Osame Sahraoui,Lille,"FW,MF",1.4399995,-1.1469082,-2.2055094,3.2961266,-1
André Gomes,Lille,MF,-0.22045705,2.1481671,-1.0708349,-0.5431668,-1
Mathew Ryan,Lens,GK,-3.6207824,-0.12401651,2.1961915,-6.3035483,0
Emmanuel Agbadou,Reims,DF,-1.273461,2.5151331,-0.74813694,-2.6745186,-1
Romain Del Castillo,Brest,FW,0.26191008,-2.345925,-3.7911916,1.3135571,-1
Mostafa Mohamed,Nantes,FW,3.6369278,-3.8443315,0.32002014,2.0128076,2
Florian Tardieu,Saint,MF,-0.1399051,1.2906436,-1.528324,-1.6568393,-1
Arouna Sangante,Le Havre,DF,-1.7947973,4.203474,1.6573354,-2.3930373,-1
Abdallah Sima,Brest,"FW,MF",3.624801,-3.1847832,-0.21944456,1.5557698,2
Tanner Tessmann,Lyon,MF,0.6444172,2.229779,-0.15536004,-0.8270892,-1
Lilian Brassier,Rennes,DF,-1.8178416,2.7849236,-0.3029521,-2.3528626,1
Falaye Sacko,Montpellier,DF,-1.727719,-1.0288912,1.3276143,-1.7357848,3
Mika Biereth,Monaco,FW,5.1383514,-2.8256907,-1.3008534,2.7747378,-1
Leo Skiri Østigård,Rennes,DF,-1.661494,2.4016597,1.4811168,-2.1869266,1
Ngal'Ayel Mukau,Lille,MF,0.55425054,1.0792835,0.8982252,0.3329718,-1
Shavy Babicka,Toulouse,"MF,FW",2.755249,-3.1252842,-0.9659547,2.3440213,2
Jordan James,Rennes,MF,1.0509474,0.70148194,-0.5393033,0.37843448,-1
Christopher Operi,Le Havre,"DF,FW",-1.2359604,-1.2541047,-2.9131923,0.39853615,-1
Arnaud Nordin,Montpellier,FW,1.6864389,-3.1255515,-0.5893527,1.7727141,2
Nhoa Sangui,Reims,"DF,MF",-0.7586237,-0.7441152,-0.02665495,-0.87142336,3
Valentín Barco,Strasbourg,"MF,DF",-1.3681442,1.1705364,0.5393373,0.4561831,-1
Issiaga Sylla,Montpellier,DF,-1.7112185,-1.902451,0.1657897,-0.35164058,3
Aleksandr Golovin,Monaco,"MF,FW",1.271206,0.63961434,-1.0453508,2.2248926,-1
Ayyoub Bouaddi,Lille,MF,0.45646173,0.8538217,1.3537352,0.7112495,-1
Mama Samba Baldé,Brest,FW,2.6963956,-3.5097797,-0.08060479,2.8603723,2
Mitchel Bakker,Lille,"FW,DF",0.41797605,-1.1095012,-2.6232371,1.1937249,-1
Tanguy Ndombele,Nice,MF,1.5635855,0.17798585,0.3136741,1.313456,-1
Mory Gbane,Reims,"DF,MF",-0.450713,1.0600209,1.3610725,-2.5411072,1
Ruben Aguilar,Lens,"DF,MF",-1.7939504,0.9282858,-1.0160325,1.3472459,-1
Djaoui Cissé,Rennes,MF,0.7614276,2.4971879,-0.27619007,-0.26853603,-1
Wahbi Khazri,Montpellier,"FW,MF",0.7473304,-3.781426,-0.20066087,0.9568707,-1
Musa Al-Taamari,Montpellier,"FW,MF",1.7421087,-2.983459,-1.2085,3.1793013,2
Timothee Pembele,Le Havre,DF,-0.81764317,-1.5219802,0.87325996,-0.81348616,3
Jaydee Canvot,Toulouse,"DF,MF",-0.3618686,1.1229092,1.1884724,-2.020554,1
Edimilson Fernandes,Brest,"MF,DF",-0.22410455,0.7259702,0.97113043,-2.59535,1
Badredine Bouanani,Nice,"MF,FW",1.8929237,-1.725718,-2.3731833,2.4997783,-1
Abner,Lyon,DF,-1.1194607,0.2693496,-0.5727754,1.0825531,-1
Alban Lafont,Nantes,GK,-3.3694963,-0.42054224,2.0486457,-6.0908947,0
Kevin Danso,Lens,DF,-2.7835495,2.3108666,0.4711666,-2.0259852,1
Akor Adams,Montpellier,FW,3.4585567,-4.7226596,0.034659244,2.7084868,2
Gonçalo Ramos,Paris S,FW,5.131391,-3.337589,-0.77506226,3.5878024,-1
Matias Fernandez-Pardo,Lille,"FW,MF",2.6069806,-2.9548352,-2.3561502,2.7908237,-1
Sofiane Diop,Nice,"MF,FW",1.9441382,-0.7686112,-3.235338,1.5131354,-1
Irvin Cardona,Saint,FW,3.4862764,-2.8472583,-0.9411269,1.0418359,2
Rassoul Ndiaye,Le Havre,MF,0.79465944,-1.4495624,1.4232358,0.025011746,-1
Jeremie Boga,Nice,"MF,FW",1.1701276,-2.034087,-1.5652304,3.3601704,-1
Ernest Nuamah,Lyon,"FW,MF",1.0712696,-1.7412738,-0.98022264,2.0914457,-1
Amine Gouiri,Marseille,"FW,MF",2.4981406,-2.0109572,-3.1597505,0.89134926,-1
Han-Noah Massengo,Auxerre,MF,1.8530167,0.27952158,2.1311834,-1.2624087,-1
Angelo Fulgini,Lens,"MF,FW",0.4661983,-0.6122546,-2.5704246,2.4939852,-1
Louis Mouton,Saint,MF,1.0367776,1.2374294,0.46698347,1.5380994,-1
Neal Maupay,Marseille,FW,4.305558,-2.2983801,-0.4654215,1.1203672,-1
Aimen Moueffek,Saint,MF,0.9270968,-0.97155607,0.4497602,-0.38851482,-1
Yunis Abdelhamid,Saint,DF,-0.81472135,0.38039985,2.5187998,-3.2517557,-1
Khalil Fayad,Montpellier,"MF,FW",0.6311238,-0.99914724,-0.4095532,-1.7577944,-1
Soungoutou Magassa,Monaco,MF,0.09299755,2.5111916,0.5990905,1.2048835,-1
Mohammed Salisu,Monaco,DF,-2.5788438,3.3167427,0.83961314,-1.1990956,1
Warren Kamanzi,Toulouse,"DF,MF",-0.07599116,-0.42293343,0.37130725,1.5639918,-1
Saidou Sow,Strasbourg,DF,-2.0855596,2.3025093,1.1569611,-3.6353748,1
Théo Sainte-Luce,Montpellier,DF,-0.63754314,-1.7978456,1.2531579,-0.5193596,3
Rémy Cabella,Lille,"FW,MF",0.028133787,0.41872135,-2.3575933,2.6618445,-1
Paul Joly,Auxerre,DF,-3.0383587,0.106513225,0.5797124,1.1917129,-1
Oussama Targhalline,Le Havre,MF,0.6311748,-1.0104082,0.84586436,-1.7656062,-1
Edon Zhegrova,Lille,"FW,MF",0.8525562,-2.0038016,-3.030918,2.4161816,-1
Yanis Zouaoui,Le Havre,"DF,FW",-1.2225245,-1.0243366,-3.1169665,0.4893752,-1
Abdukodir Khusanov,Lens,DF,0.08249975,2.3272913,0.75388604,-3.4101841,1
Anthony Rouault,Rennes,DF,-2.3292677,2.7265997,0.7556721,-2.4542265,1
Ado Onaiwu,Auxerre,"MF,FW",3.340514,-2.8366988,-0.1647976,1.3894565,2
Junior Mwanga,Le Havre,MF,1.1322018,0.10296366,-0.45460132,-0.39061856,-1
Thiago Almada,Lyon,"MF,FW",0.8525348,0.46897218,-3.8259525,2.033711,-1
Sael Kumbedi,Lyon,DF,-0.4861802,-0.2275245,0.25477135,0.6889868,3
Marcus Coco,Nantes,DF,-1.8896066,-0.8494255,1.5298084,0.4990919,3
Abakar Sylla,Strasbourg,DF,-0.6978445,3.1802888,2.7912438,-2.7053902,-1
Yael Mouanga,Montpellier,DF,-0.6498844,1.1354719,1.551868,-3.7798996,1
Antoine Joujou,Le Havre,"MF,FW",0.61433077,-2.8131917,-0.7278443,2.6549618,-1
Ibrahima Niane,Angers,FW,3.8411212,-4.1850405,0.013312862,3.6209464,2
Theo Bair,Auxerre,FW,3.859166,-4.063718,1.0311927,2.0022917,2
Ulisses Garcia,Marseille,DF,-0.6718777,1.7465789,-1.4339671,2.1330042,-1
Jérémy Jacquet,Rennes,DF,-0.56998676,2.05753,1.3428969,-0.7595555,-1
Baptiste Santamaria,Nice,MF,0.12061613,1.4840449,1.0019283,-0.21803352,-1
Khvicha Kvaratskhelia,Paris S,FW,2.0576022,-0.58004594,-3.2847984,3.6422036,-1
Wesley Saïd,Lens,FW,2.8182452,-2.5117857,0.49061003,2.03294,2
Ismaily,Lille,DF,-1.7980647,1.3200951,-0.71838045,1.2153927,-1
Romain Faivre,Brest,"MF,FW",1.6966516,-1.8880217,-2.2882407,2.0928123,-1
Hiroki Sekine,Reims,DF,-1.2902669,-1.3518347,-0.10936312,-1.5576566,3
Goduine Koyalipou,Lens,FW,3.87324,-2.558246,0.7199395,2.91701,2
Matvei Safonov,Paris S,GK,-4.1193314,0.23680992,2.361919,-5.925876,0
Lucas Hernández,Paris S,DF,-2.394046,4.170587,-1.0366848,-1.3985481,-1
Mathis Amougou,Saint,MF,0.62893146,-1.1526253,1.2538723,-0.88349134,-1
Mamadou Diakhon,Reims,"FW,MF",1.410353,-2.8827047,-1.3914293,3.6954024,-1
Mohamed Abdelmoneim,Nice,DF,-1.6227508,2.40929,1.2124958,-1.3904258,1
Koka,Le Havre,FW,5.0273356,-3.7983742,0.197813,2.2599442,2
