cluster,per90_gls,per90_ast,carries_prog,pct_take_on_suc,tkl_plus_int,pct_air_dual_won,ball_recov,age,cluster_size
0,0.10925504417267853,0.09208638795323956,0.14838879128517138,0.634468287236094,0.8573651097585996,0.48259652958439686,0.45507577817597816,0.24169667867146796,49
1,0.3719409390486895,0.36000000000000004,0.5499553543970086,0.2810779105145227,0.9279236153338595,0.22341217014756543,0.8721071601153596,0.17382087970323276,37
2,0.14181894559966396,0.25654368932038835,0.41439221533390874,0.36512319760989465,0.9966969842029679,0.4735523137457719,1.0,0.7006535947712419,45
3,0.1486546273579214,0.31002685395579427,0.6535102292288966,0.232620743605695,1.0,0.3466665867167928,0.6592449364803602,0.5540258656654148,47
4,0.7987117552334944,1.0,1.0,0.15617127400549444,0.5296593266315622,0.0,0.4864669931291044,0.152505446623093,54
5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,24
6,0.14786809493803824,0.14656310679611653,0.26108451698971985,0.14441102262705213,0.8827030477102282,0.2730034485475494,0.471890065672095,0.0,45
7,1.0,0.46026699029126217,0.4678156635015302,0.0,0.3039096158449019,0.15426322145251134,0.13651634210226626,0.36151960784313697,64
