cluster,per90_gls,per90_ast,carries_prog,pct_take_on_suc,tkl_plus_int,pct_air_dual_won,ball_recov,age,cluster_size
-1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,344
0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,21
