cluster,per90_gls,per90_ast,carries_prog,pct_take_on_suc,tkl_plus_int,pct_air_dual_won,ball_recov,age,cluster_size
0,0.16745157552911996,0.303820267323917,0.5103471302539556,0.1582404048654226,1.0,0.19947263867797507,0.8250869933306528,0.08459214501510619,99
1,1.0,0.9514345595143455,0.9854153869132383,0.0,0.38807530270711965,0.0,0.33994581922779926,0.0,101
2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,24
3,0.49502174723499437,1.0,1.0,0.19270756874558956,0.9452799076593289,0.11245553424321852,1.0,0.47747725200665,65
4,0.10605815831987077,0.11470281543274244,0.2628465343644551,0.5263583688420387,0.9030151745924296,0.4564445705316771,0.7598295610253448,0.28595716574727553,76
