method,tag,n_clusters_param,linkage,silhouette,calinski_harabasz,davies_bouldin,n_clusters
tsne,joueurs_ligue1_tSNE_per90,2,ward,0.24793132047310193,120.32346081761352,1.5437006220610432,2
tsne,joueurs_ligue1_tSNE_per90,2,complete,0.24877144050911268,117.69684717637284,1.5495160535838246,2
tsne,joueurs_ligue1_tSNE_per90,2,average,0.2695626805332561,136.0219410126956,1.4769783464609216,2
tsne,joueurs_ligue1_tSNE_per90,3,ward,0.2501283645833753,115.34857913893366,1.3640191017072485,3
tsne,joueurs_ligue1_tSNE_per90,3,complete,0.19738938234882647,89.20154967099387,1.4180611647959946,3
tsne,joueurs_ligue1_tSNE_per90,3,average,0.2318314092064292,95.40510842807309,1.2068166352751521,3
tsne,joueurs_ligue1_tSNE_per90,4,ward,0.23101651685921376,108.00828124271676,1.3260099415511242,4
tsne,joueurs_ligue1_tSNE_per90,4,complete,0.23582160654281462,108.47574537057288,1.375072819078032,4
tsne,joueurs_ligue1_tSNE_per90,4,average,0.250288784247055,110.16472517352197,1.1827495198390974,4
tsne,joueurs_ligue1_tSNE_per90,5,ward,0.2368529112896305,105.15311137070424,1.2966141213502962,5
tsne,joueurs_ligue1_tSNE_per90,5,complete,0.22690260501092388,101.9612253312773,1.2593709473499644,5
tsne,joueurs_ligue1_tSNE_per90,5,average,0.22477755501504434,92.33082536756831,1.104271531587403,5
tsne,joueurs_ligue1_tSNE_per90,6,ward,0.24205648955153014,104.40635049349278,1.2358604043206658,6
tsne,joueurs_ligue1_tSNE_per90,6,complete,0.209931788903807,88.89089070884901,1.1728612370490172,6
tsne,joueurs_ligue1_tSNE_per90,6,average,0.19420996678582936,86.80682209860461,1.2248421232347066,6
tsne,joueurs_ligue1_tSNE_per90,7,ward,0.24478196408419514,103.94568857760558,1.2940795370407103,7
tsne,joueurs_ligue1_tSNE_per90,7,complete,0.2218692797468579,92.22290659083069,1.2602029627625968,7
tsne,joueurs_ligue1_tSNE_per90,7,average,0.21778208110676628,91.80656708988225,1.1386998260480088,7
tsne,joueurs_ligue1_tSNE_per90,8,ward,0.2560495977666009,105.83559413756996,1.2257536097358839,8
tsne,joueurs_ligue1_tSNE_per90,8,complete,0.22408161071692448,90.72149273045666,1.272882680974023,8
tsne,joueurs_ligue1_tSNE_per90,8,average,0.24124882491625815,100.75099785974332,1.1271896983460252,8
tsne,joueurs_ligue1_tSNE_per90,9,ward,0.26610960145233786,105.39392526620814,1.1062535267199116,9
tsne,joueurs_ligue1_tSNE_per90,9,complete,0.2131854538948089,88.41672281874841,1.3467043902697908,9
tsne,joueurs_ligue1_tSNE_per90,9,average,0.24997600397099964,99.83159769760981,1.207125573484694,9
tsne,joueurs_ligue1_tSNE_per90,10,ward,0.2606807841116932,101.53471755517819,1.1321064346077017,10
tsne,joueurs_ligue1_tSNE_per90,10,complete,0.19718350723541092,82.39676931021428,1.3683310409964835,10
tsne,joueurs_ligue1_tSNE_per90,10,average,0.24501219955119083,95.98695925422454,1.1874163266295605,10
