method,tag,n_clusters_param,linkage,silhouette,calinski_harabasz,davies_bouldin,n_clusters,silhouette_rank,calinski_harabasz_rank,davies_bouldin_rank
umap,joueurs_ligue1_2024_2025_clean_per90_umap5d_best_embedding,5,ward,0.33319599197281397,216.04234233823593,1.0862036871931489,5,1.0,4.0,10.0
