player_name,cluster,per90_gls,per90_ast,carries_prog,pct_take_on_suc,tkl_plus_int,pct_air_dual_won,ball_recov,age
Hugo Magnetti,0,0.04,0.0,21.0,37.5,70.0,50.0,111.0,26.0
Etienne Youte Kinkoue,4,0.0,0.0,12.0,100.0,48.0,55.3,65.0,22.0
Douglas,0,0.16,0.08,14.0,60.0,101.0,39.7,111.0,27.0
Mickael Nade,4,0.04,0.08,17.0,37.5,92.0,75.7,113.0,25.0
Jonathan Clauss,3,0.12,0.31,53.0,39.3,100.0,59.3,114.0,31.0
Lassine Sinayoko,1,0.2,0.31,53.0,38.4,46.0,29.7,76.0,24.0
Ludovic Blas,3,0.24,0.31,83.0,37.9,51.0,22.9,88.0,26.0
Emanuel Emegha,1,0.55,0.12,37.0,25.0,7.0,40.0,60.0,21.0
Gideon Mensah,0,0.0,0.04,52.0,53.7,118.0,45.7,172.0,26.0
Leonardo Balerdi,4,0.0,0.0,13.0,68.8,92.0,65.0,161.0,25.0
Takumi Minamino,1,0.24,0.12,51.0,30.0,43.0,38.8,88.0,29.0
Andy Diouf,1,0.04,0.08,82.0,49.4,52.0,36.7,154.0,21.0
Moïse Bombito,4,0.0,0.0,27.0,70.6,55.0,48.0,97.0,24.0
Cédric Kipré,4,0.0,0.04,16.0,83.3,74.0,63.1,73.0,27.0
Bradley Barcola,1,0.58,0.41,137.0,24.8,46.0,66.7,67.0,21.0
Kelvin Amian,0,0.04,0.0,32.0,59.1,68.0,50.0,54.0,26.0
Gabriel Suazo,3,0.0,0.25,42.0,64.1,95.0,40.6,125.0,26.0
Denis Zakaria,0,0.25,0.17,27.0,58.3,75.0,60.0,165.0,27.0
Modibo Sagnan,4,0.08,0.0,13.0,65.0,86.0,48.7,90.0,25.0
Willian Pacho,4,0.0,0.04,3.0,28.6,96.0,52.7,119.0,22.0
Dennis Appiah,0,0.0,0.04,51.0,46.5,100.0,46.6,90.0,32.0
Ki-Jana Hoever,0,0.04,0.08,59.0,25.7,72.0,55.8,91.0,22.0
Jonathan Gradit,4,0.0,0.0,18.0,33.3,69.0,59.3,73.0,31.0
Sebastian Nanasi,3,0.26,0.17,53.0,47.5,27.0,21.4,71.0,22.0
Djibril Sidibé,0,0.0,0.13,16.0,57.9,85.0,63.0,99.0,32.0
Yassine Kechta,0,0.09,0.0,44.0,37.1,86.0,27.0,113.0,22.0
Wilfried Singo,4,0.04,0.09,35.0,46.2,80.0,63.8,138.0,23.0
Hamed Junior Traorè,1,0.43,0.09,66.0,34.7,49.0,37.5,100.0,24.0
Gianluigi Donnarumma,2,0.0,0.0,0.0,,1.0,100.0,40.0,25.0
Azor Matusiwa,0,0.04,0.13,19.0,77.3,98.0,60.9,134.0,26.0
Achraf Hakimi,3,0.17,0.26,93.0,50.0,79.0,42.9,136.0,25.0
Vanderson,3,0.04,0.13,57.0,50.0,115.0,46.8,153.0,23.0
Lamine Camara,3,0.09,0.31,25.0,48.0,97.0,50.0,153.0,20.0
Alexandre Lacazette,1,0.66,0.09,24.0,45.2,21.0,33.3,28.0,33.0
Nicolas Cozza,0,0.04,0.0,25.0,25.0,84.0,48.4,62.0,25.0
Warren Zaïre-Emery,3,0.04,0.09,49.0,54.1,74.0,39.1,136.0,18.0
Johann Lepenant,0,0.09,0.04,25.0,50.0,86.0,52.6,89.0,21.0
Carlens Arcus,0,0.0,0.04,39.0,44.4,79.0,55.4,81.0,28.0
Vitinha,3,0.22,0.04,53.0,67.5,57.0,16.7,144.0,24.0
Rayan Cherki,1,0.35,0.49,106.0,49.5,22.0,33.3,83.0,20.0
Geoffrey Kondogbia,4,0.0,0.0,20.0,66.7,82.0,64.3,108.0,31.0
Nicolas Pallois,4,0.0,0.09,6.0,42.9,89.0,55.6,96.0,36.0
Dylan Batubinsika,4,0.04,0.0,11.0,66.7,65.0,72.6,76.0,28.0
Lucas Beraldo,4,0.04,0.0,9.0,100.0,59.0,68.2,115.0,20.0
Nemanja Matić,0,0.0,0.04,35.0,61.5,60.0,53.6,125.0,35.0
Josué Casimir,1,0.18,0.18,71.0,45.8,44.0,28.1,83.0,22.0
Ainsley Maitland-Niles,3,0.05,0.18,33.0,42.5,96.0,51.7,89.0,26.0
Aurélio Buta,0,0.0,0.05,28.0,40.9,59.0,44.4,69.0,27.0
Dante,4,0.0,0.0,18.0,40.0,66.0,66.1,112.0,40.0
Jean-Eudes Aholou,0,0.09,0.0,15.0,42.9,89.0,62.3,100.0,30.0
Sinaly Diomande,4,0.14,0.09,8.0,57.1,69.0,56.0,86.0,23.0
Melvin Bard,3,0.09,0.05,53.0,44.9,82.0,54.5,124.0,23.0
Youssouf Ndayishimiye,4,0.14,0.0,17.0,75.0,61.0,56.9,114.0,25.0
Caio Henrique Oliveira Silva,3,0.0,0.28,57.0,73.7,59.0,44.8,110.0,27.0
Thomas Meunier,3,0.09,0.0,64.0,50.0,87.0,63.5,88.0,32.0
Fabián Ruiz Peña,3,0.19,0.23,47.0,70.0,53.0,38.5,135.0,28.0
Issa Soumaré,1,0.24,0.19,61.0,28.1,41.0,60.0,98.0,23.0
Nicolás Tagliafico,3,0.14,0.05,31.0,12.5,93.0,49.0,102.0,31.0
Zakaria Aboukhlal,1,0.33,0.09,34.0,30.2,28.0,36.7,61.0,24.0
Enzo Tchato,0,0.0,0.0,44.0,42.9,70.0,61.3,60.0,21.0
Farid El Melali,3,0.1,0.14,62.0,43.7,44.0,22.2,100.0,27.0
Joris Chotard,0,0.05,0.0,20.0,50.0,58.0,59.3,90.0,22.0
Lucas Stassin,1,0.57,0.19,26.0,41.7,19.0,34.1,34.0,19.0
João Neves,3,0.15,0.39,35.0,53.3,86.0,63.6,123.0,19.0
Breel Embolo,1,0.29,0.2,22.0,33.3,25.0,50.0,58.0,27.0
Gaëtan Laborde,1,0.54,0.2,30.0,48.6,25.0,50.5,49.0,30.0
Deiver Machado,3,0.05,0.2,42.0,48.9,52.0,50.0,89.0,30.0
Becir Omeragic,4,0.0,0.0,21.0,78.6,45.0,37.0,75.0,22.0
Florian Sotoca,1,0.05,0.05,44.0,41.0,36.0,62.3,79.0,33.0
Haris Belkebla,0,0.0,0.05,8.0,40.9,91.0,27.6,90.0,30.0
Gabriel Gudmundsson,3,0.1,0.0,71.0,39.2,53.0,60.0,83.0,25.0
Félix Lemaréchal,1,0.2,0.15,35.0,50.0,49.0,35.9,62.0,20.0
Pablo Rosario,0,0.15,0.05,17.0,52.9,61.0,60.0,60.0,27.0
Jordan Ferri,0,0.0,0.1,19.0,32.1,51.0,46.4,132.0,32.0
Benjamin Bouchouari,0,0.05,0.0,48.0,50.9,50.0,26.1,119.0,22.0
Hákon Arnar Haraldsson,3,0.26,0.15,52.0,55.1,44.0,12.5,71.0,21.0
Jim Allevinah,1,0.05,0.15,57.0,31.3,31.0,29.4,88.0,29.0
Eliesse Ben Seghir,1,0.31,0.15,85.0,36.5,44.0,37.1,86.0,19.0
Aïssa Mandi,4,0.0,0.0,12.0,75.0,46.0,38.9,67.0,32.0
Ousmane Dembélé,1,1.09,0.31,127.0,44.2,20.0,40.0,39.0,27.0
Désiré Doué,1,0.31,0.31,97.0,44.2,61.0,44.4,93.0,19.0
Marquinhos,4,0.1,0.0,29.0,75.0,41.0,65.3,103.0,30.0
Philipp Köhn,2,0.0,0.0,0.0,,0.0,100.0,37.0,26.0
Abdoulaye Niakhate Ndiaye,4,0.05,0.0,5.0,25.0,60.0,56.8,72.0,22.0
Joseph Okumu,4,0.05,0.0,18.0,77.8,55.0,63.6,94.0,27.0
Marshall Munetsi,1,0.21,0.11,8.0,50.0,53.0,46.1,72.0,28.0
Rabby Nzingoula,0,0.05,0.0,25.0,48.1,93.0,45.9,99.0,18.0
Hans Hateboer,4,0.0,0.0,28.0,60.0,60.0,63.6,62.0,30.0
Massadio Haïdara,0,0.0,0.0,44.0,53.6,53.0,67.6,54.0,31.0
Nuno Mendes,3,0.05,0.16,58.0,58.5,48.0,57.7,108.0,22.0
Joshua King,1,0.32,0.16,39.0,54.7,17.0,40.7,60.0,32.0
Lee Kang-in,1,0.32,0.32,50.0,56.9,28.0,33.3,73.0,23.0
Gabriel Osho,4,0.05,0.0,12.0,57.1,35.0,67.9,52.0,25.0
Esteban Lepaul,1,0.5,0.0,26.0,28.6,15.0,42.7,45.0,24.0
Oumar Diakité,1,0.22,0.06,24.0,35.1,23.0,29.8,59.0,20.0
Mohamed Ali Cho,1,0.17,0.22,81.0,28.6,18.0,32.5,69.0,20.0
Arthur Desmas,2,0.0,0.0,0.0,,0.0,100.0,12.0,30.0
Quentin Merlin,3,0.06,0.17,40.0,21.1,36.0,31.8,69.0,22.0
Malick Fofana,1,0.28,0.23,112.0,40.7,30.0,14.3,63.0,19.0
Neil El Aynaoui,0,0.45,0.06,11.0,23.8,69.0,61.5,90.0,23.0
Duje Ćaleta-Car,4,0.06,0.0,4.0,50.0,37.0,76.5,65.0,27.0
Mathias Pereira Lage,3,0.11,0.4,32.0,35.7,57.0,46.1,77.0,27.0
Anthony Lopes,2,0.0,0.0,0.0,,2.0,66.7,11.0,33.0
Valentin Rongier,3,0.17,0.06,25.0,68.8,83.0,54.2,86.0,29.0
Jordan Veretout,0,0.12,0.0,35.0,55.6,35.0,44.4,88.0,31.0
Brice Samba,2,0.0,0.0,0.0,100.0,1.0,,22.0,30.0
Brice Samba,2,0.0,0.0,0.0,,2.0,100.0,25.0,30.0
Pierre Lees-Melou,0,0.12,0.12,23.0,57.1,60.0,36.4,125.0,31.0
Yassin Belkhdim,0,0.06,0.06,17.0,13.3,74.0,25.0,74.0,22.0
Frank Magri,1,0.3,0.06,17.0,22.2,12.0,32.8,21.0,24.0
Nathan Zeze,4,0.0,0.0,2.0,75.0,61.0,52.8,63.0,19.0
Abdoulaye Bamba,4,0.0,0.0,1.0,100.0,41.0,39.3,47.0,34.0
Christian Mawissa,4,0.0,0.0,13.0,35.7,68.0,63.3,70.0,19.0
Steve Mandanda,2,0.0,0.0,0.0,100.0,0.0,100.0,26.0,39.0
Tanguy Coulibaly,1,0.18,0.0,48.0,53.7,43.0,45.2,70.0,23.0
M'Bala Nzola,1,0.37,0.06,26.0,36.8,10.0,51.4,36.0,27.0
Kévin Danois,0,0.0,0.0,19.0,51.2,69.0,43.8,102.0,20.0
Christopher Wooh,4,0.0,0.0,14.0,58.3,59.0,70.0,53.0,22.0
André Ayew,1,0.25,0.06,5.0,38.5,21.0,37.0,26.0,34.0
Georges Mikautadze,1,0.68,0.37,37.0,28.8,11.0,27.3,44.0,23.0
Mathieu Gorgelin,2,0.0,0.0,0.0,100.0,2.0,77.8,16.0,33.0
Derek Cornelius,4,0.0,0.0,10.0,0.0,38.0,71.1,67.0,26.0
Anass Zaroury,3,0.13,0.13,49.0,48.6,29.0,28.6,59.0,23.0
Ali Abdi,3,0.32,0.13,35.0,41.4,63.0,61.1,72.0,30.0
Przemysław Frankowski,3,0.26,0.13,33.0,37.5,51.0,57.1,61.0,29.0
Malang Sarr,4,0.0,0.0,4.0,50.0,43.0,78.3,69.0,25.0
Julien Le Cardinal,4,0.0,0.07,7.0,66.7,60.0,61.7,48.0,26.0
Radosław Majecki,2,0.0,0.0,0.0,,0.0,100.0,19.0,24.0
Emmanuel Biumla,4,0.07,0.0,3.0,58.3,27.0,57.1,37.0,19.0
Kamory Doumbia,0,0.2,0.14,17.0,54.3,69.0,31.3,87.0,21.0
Sorba Thomas,3,0.07,0.2,41.0,37.5,23.0,29.2,66.0,24.0
Lilian Raolisoa,3,0.0,0.2,33.0,43.4,56.0,57.7,76.0,24.0
Amadou Koné,0,0.0,0.0,19.0,60.0,68.0,50.0,79.0,19.0
Osame Sahraoui,1,0.21,0.21,69.0,44.3,20.0,0.0,58.0,23.0
André Gomes,0,0.0,0.0,18.0,41.7,33.0,56.3,92.0,31.0
Mathew Ryan,2,0.0,0.0,0.0,,2.0,100.0,11.0,32.0
Emmanuel Agbadou,4,0.0,0.0,10.0,75.0,44.0,62.1,85.0,27.0
Romain Del Castillo,3,0.43,0.29,29.0,43.2,37.0,40.0,73.0,28.0
Mostafa Mohamed,1,0.36,0.0,11.0,46.2,28.0,53.8,50.0,26.0
Florian Tardieu,0,0.14,0.29,11.0,23.1,33.0,63.6,83.0,32.0
Arouna Sangante,4,0.22,0.0,11.0,83.3,46.0,60.0,53.0,22.0
Abdallah Sima,1,0.51,0.15,36.0,26.1,16.0,48.2,61.0,23.0
Tanner Tessmann,0,0.07,0.0,11.0,50.0,44.0,17.4,63.0,22.0
Lilian Brassier,4,0.0,0.0,11.0,11.1,17.0,70.8,38.0,24.0
Lilian Brassier,4,0.07,0.07,21.0,50.0,37.0,78.9,59.0,24.0
Falaye Sacko,0,0.0,0.07,21.0,22.2,27.0,36.4,52.0,29.0
Mika Biereth,1,0.95,0.15,14.0,9.1,9.0,38.3,23.0,21.0
Leo Skiri Østigård,4,0.07,0.0,3.0,50.0,35.0,70.1,51.0,24.0
Ngal'Ayel Mukau,0,0.0,0.08,19.0,52.9,48.0,50.0,63.0,19.0
Shavy Babicka,1,0.3,0.15,36.0,29.7,24.0,29.2,54.0,24.0
Jordan James,0,0.0,0.08,21.0,42.9,44.0,58.8,54.0,20.0
Christopher Operi,3,0.0,0.15,28.0,51.9,27.0,64.7,51.0,27.0
Arnaud Nordin,1,0.31,0.08,51.0,45.1,29.0,38.7,47.0,26.0
Nhoa Sangui,0,0.0,0.16,21.0,52.6,24.0,33.3,64.0,18.0
Valentín Barco,0,0.0,0.16,20.0,45.0,49.0,50.0,79.0,20.0
Issiaga Sylla,0,0.08,0.0,33.0,60.0,35.0,55.0,51.0,30.0
Aleksandr Golovin,3,0.23,0.0,39.0,59.5,50.0,40.9,101.0,28.0
Ayyoub Bouaddi,0,0.0,0.08,11.0,48.3,60.0,50.0,62.0,16.0
Mama Samba Baldé,1,0.16,0.23,35.0,30.9,19.0,41.7,37.0,28.0
Mama Samba Baldé,1,0.0,0.0,1.0,0.0,3.0,100.0,1.0,28.0
Mitchel Bakker,3,0.24,0.16,43.0,52.4,35.0,23.1,46.0,24.0
Tanguy Ndombele,0,0.08,0.16,22.0,53.2,49.0,23.1,67.0,27.0
Mory Gbane,4,0.0,0.08,3.0,71.4,38.0,62.5,49.0,23.0
Ruben Aguilar,3,0.08,0.16,32.0,42.9,47.0,38.5,79.0,31.0
Djaoui Cissé,0,0.08,0.0,16.0,72.2,46.0,23.5,78.0,20.0
Wahbi Khazri,1,0.08,0.08,24.0,26.9,30.0,27.6,44.0,33.0
Musa Al-Taamari,1,0.16,0.08,55.0,32.4,17.0,44.4,49.0,27.0
Musa Al-Taamari,1,0.16,0.0,21.0,35.0,6.0,18.2,17.0,27.0
Timothee Pembele,0,0.08,0.0,27.0,51.7,41.0,41.7,46.0,21.0
Jaydee Canvot,4,0.0,0.0,9.0,70.0,34.0,55.2,50.0,18.0
Edimilson Fernandes,4,0.0,0.08,7.0,75.0,29.0,55.6,69.0,28.0
Badredine Bouanani,1,0.25,0.25,47.0,38.9,22.0,11.1,44.0,19.0
Abner,3,0.08,0.08,31.0,50.0,34.0,43.8,45.0,24.0
Alban Lafont,2,0.0,0.0,0.0,,1.0,100.0,11.0,25.0
Kevin Danso,4,0.0,0.0,9.0,16.7,39.0,66.1,59.0,25.0
Akor Adams,1,0.25,0.08,11.0,50.0,5.0,50.9,24.0,24.0
Gonçalo Ramos,1,0.84,0.25,11.0,9.1,11.0,57.1,18.0,23.0
Matias Fernandez-Pardo,1,0.34,0.17,46.0,40.0,15.0,0.0,35.0,19.0
Sofiane Diop,3,0.51,0.34,26.0,32.3,40.0,27.3,73.0,24.0
Irvin Cardona,1,0.42,0.25,30.0,27.3,10.0,55.6,26.0,26.0
Rassoul Ndiaye,0,0.08,0.0,6.0,25.0,47.0,38.2,66.0,22.0
Jeremie Boga,1,0.09,0.17,64.0,39.1,13.0,42.9,44.0,27.0
Ernest Nuamah,1,0.26,0.09,44.0,51.2,29.0,48.1,60.0,20.0
Amine Gouiri,3,0.86,0.26,17.0,45.5,6.0,16.7,24.0,24.0
Amine Gouiri,3,0.26,0.17,22.0,45.5,11.0,34.8,40.0,24.0
Han-Noah Massengo,0,0.0,0.0,13.0,34.5,34.0,38.9,57.0,23.0
Angelo Fulgini,1,0.09,0.09,29.0,28.9,16.0,37.5,52.0,27.0
Louis Mouton,0,0.0,0.09,18.0,50.0,59.0,31.3,63.0,22.0
Neal Maupay,1,0.35,0.35,12.0,42.9,11.0,36.4,21.0,27.0
Aimen Moueffek,0,0.0,0.09,20.0,45.8,25.0,34.6,59.0,23.0
Yunis Abdelhamid,4,0.0,0.0,4.0,42.9,31.0,65.5,42.0,36.0
Khalil Fayad,0,0.0,0.0,25.0,44.7,41.0,60.0,74.0,20.0
Soungoutou Magassa,0,0.0,0.09,6.0,65.2,68.0,38.2,90.0,20.0
Mohammed Salisu,4,0.09,0.0,8.0,0.0,44.0,66.0,55.0,25.0
Warren Kamanzi,0,0.09,0.09,29.0,55.2,38.0,87.5,56.0,23.0
Saidou Sow,4,0.11,0.0,2.0,66.7,30.0,41.9,32.0,22.0
Saidou Sow,4,0.0,0.09,0.0,50.0,24.0,51.6,36.0,22.0
Théo Sainte-Luce,0,0.09,0.0,19.0,60.0,36.0,51.7,38.0,25.0
Rémy Cabella,1,0.09,0.18,45.0,50.0,47.0,27.3,63.0,34.0
Paul Joly,3,0.0,0.09,28.0,22.2,74.0,61.9,56.0,24.0
Oussama Targhalline,0,0.0,0.0,25.0,38.5,38.0,57.1,43.0,22.0
Edon Zhegrova,1,0.37,0.09,37.0,41.8,9.0,60.0,42.0,25.0
Yanis Zouaoui,3,0.0,0.18,33.0,72.2,28.0,63.6,41.0,30.0
Abdukodir Khusanov,4,0.0,0.0,2.0,100.0,41.0,69.2,50.0,20.0
Anthony Rouault,4,0.0,0.0,3.0,,20.0,65.1,48.0,23.0
Ado Onaiwu,1,0.38,0.09,17.0,44.0,14.0,58.7,45.0,28.0
Junior Mwanga,0,0.09,0.19,15.0,43.8,34.0,56.3,61.0,21.0
Junior Mwanga,0,0.0,0.0,2.0,33.3,19.0,100.0,16.0,21.0
Thiago Almada,1,0.09,0.38,38.0,57.1,21.0,33.3,56.0,23.0
Sael Kumbedi,0,0.0,0.0,23.0,40.9,36.0,30.0,32.0,19.0
Marcus Coco,0,0.0,0.09,12.0,30.0,38.0,56.7,42.0,28.0
Abakar Sylla,4,0.09,0.0,0.0,50.0,38.0,57.1,39.0,21.0
Yael Mouanga,4,0.0,0.0,4.0,100.0,24.0,48.3,29.0,19.0
Antoine Joujou,1,0.0,0.19,44.0,49.2,25.0,21.7,59.0,21.0
Ibrahima Niane,1,0.29,0.1,19.0,31.6,9.0,41.3,32.0,25.0
Theo Bair,1,0.19,0.1,15.0,25.0,7.0,54.5,15.0,24.0
Ulisses Garcia,3,0.19,0.19,23.0,38.9,22.0,73.9,48.0,28.0
Jérémy Jacquet,0,0.0,0.1,8.0,62.5,53.0,65.5,41.0,19.0
Baptiste Santamaria,0,0.0,0.0,10.0,61.5,38.0,64.9,49.0,29.0
Baptiste Santamaria,0,0.0,0.19,3.0,20.0,23.0,50.0,34.0,29.0
Khvicha Kvaratskhelia,1,0.39,0.29,50.0,47.2,21.0,37.5,27.0,23.0
Wesley Saïd,1,0.3,0.0,16.0,47.4,18.0,38.5,17.0,29.0
Ismaily,3,0.0,0.1,15.0,42.1,46.0,44.4,46.0,34.0
Romain Faivre,1,0.3,0.2,24.0,40.5,17.0,41.2,42.0,26.0
Hiroki Sekine,0,0.0,0.0,22.0,50.0,14.0,50.0,21.0,21.0
Goduine Koyalipou,1,0.41,0.0,15.0,48.0,4.0,40.0,15.0,24.0
Matvei Safonov,2,0.0,0.0,0.0,,1.0,,15.0,25.0
Lucas Hernández,4,0.0,0.0,6.0,66.7,31.0,68.4,45.0,28.0
Mathis Amougou,0,0.0,0.0,8.0,31.3,33.0,20.0,37.0,18.0
Mamadou Diakhon,1,0.21,0.1,61.0,41.0,16.0,7.1,38.0,18.0
Mohamed Abdelmoneim,4,0.0,0.0,6.0,25.0,36.0,62.0,50.0,25.0
Koka,1,0.32,0.11,0.0,50.0,8.0,48.8,24.0,31.0
Zinedine Ferhat,3,0.21,0.0,16.0,45.5,19.0,45.9,47.0,31.0
Seko Fofana,3,0.11,0.11,32.0,50.0,18.0,70.0,42.0,29.0
Antoine Mendy,0,0.0,0.0,12.0,41.7,38.0,56.7,48.0,20.0
Ibrahim Sissoko,1,0.33,0.11,14.0,27.3,13.0,38.2,23.0,28.0
Louis Leroux,0,0.22,0.11,11.0,40.0,33.0,44.4,43.0,18.0
Albert Grønbaek,3,0.22,0.11,23.0,29.7,25.0,26.7,24.0,23.0
Senny Mayulu,1,0.22,0.22,29.0,45.5,30.0,9.1,32.0,18.0
Jonathan Rowe,1,0.33,0.33,30.0,41.7,17.0,33.3,21.0,21.0
Alidu Seidu,0,0.0,0.0,23.0,50.0,36.0,45.0,67.0,24.0
Yoann Salmier,4,0.0,0.0,7.0,80.0,24.0,64.5,22.0,31.0
Yvann Macon,0,0.0,0.0,25.0,47.4,21.0,20.0,42.0,25.0
Jordan Amavi,0,0.0,0.0,22.0,53.8,31.0,71.4,35.0,30.0
Tom Louchet,3,0.12,0.0,19.0,30.8,45.0,78.6,36.0,21.0
