player_name,equipe,positions,age,player_id,player_country_code,umap_1,umap_2,umap_3,cluster
Bafodé Diakité,Lille,DF,23.0,1bfb6fef,FRA,-9.930734,3.0090806,11.245036,0
Adrien Truffert,Rennes,"DF,MF",22.0,5d0e0a1f,FRA,-11.360509,7.1651783,10.138785,0
Moussa Niakhate,Lyon,DF,28.0,00242715,SEN,-10.703469,3.4732594,11.702832,0
Guela Doué,Strasbourg,DF,21.0,b4ef3fb5,CIV,-10.675119,4.7319446,11.110384,0
Alexsandro Ribeiro,Lille,DF,24.0,102c9665,BRA,-10.510945,3.2439919,10.954926,0
Benjamin Lecomte,Montpellier,GK,33.0,2fa2a875,FRA,12.953156,0.24531114,-3.4155383,1
Cristian Cásseres Jr.,Toulouse,MF,24.0,f86fe8c1,VEN,-12.242574,6.1050644,11.074865,0
Benjamin André,Lille,MF,33.0,ef9c1c95,FRA,-12.351112,4.8622537,11.273826,0
Gaëtan Perrin,Auxerre,"MF,FW",28.0,10dd88f9,FRA,-12.179588,7.8045077,8.7665615,0
Junya Ito,Reims,"FW,MF",31.0,dbd3a428,JPN,-11.997557,7.477823,9.099403,0
Aron Dønnum,Toulouse,"DF,MF",26.0,10cff752,NOR,-11.924562,7.1478915,9.796475,0
Kenny Lala,Brest,DF,32.0,770d7eb8,MAD,-10.942657,6.5342546,10.568545,0
Florent Hanin,Angers,DF,34.0,6bfb4303,ALG,-10.804038,6.706736,11.483107,0
Pierre Højbjerg,Marseille,MF,28.0,8b04d6c1,DEN,-11.240979,3.99217,9.97662,0
Mahdi Camara,Brest,"MF,FW",26.0,8577e60a,FRA,-13.240624,6.5379314,11.073587,0
Keito Nakamura,Reims,"FW,MF",24.0,d97af612,JPN,-14.326918,7.7042017,9.165649,0
Jubal,Auxerre,DF,30.0,56ae428b,BRA,-9.601773,4.3459616,13.229463,0
Ismaël Doukouré,Strasbourg,"DF,MF",21.0,0512a60a,FRA,-9.432988,3.5590882,12.125864,0
Léo Pétrot,Saint,DF,27.0,00638016,FRA,-10.636074,6.892563,12.568035,0
Jean-Charles Castelletto,Nantes,"DF,MF",29.0,e0f3a1f6,CMR,-9.672395,3.6217566,13.955643,0
Adrien Thomasson,Lens,MF,30.0,c76b7567,FRA,-12.5367,5.459948,10.142602,0
Luis Henrique,Marseille,"DF,FW",22.0,f36d5624,BRA,-12.662505,6.764709,9.171144,0
Moses Simon,Nantes,"FW,MF",29.0,5f3eaaf5,NGA,-12.8136425,7.7932153,8.960728,0
Charlie Cresswell,Toulouse,DF,21.0,4654e5f5,ENG,-9.581566,3.9573386,12.725414,0
Arnaud Kalimuendo,Rennes,"FW,MF",22.0,bf4c41f9,FRA,-14.927312,8.29065,8.653897,0
Pierre Ekwah Elimby,Saint,MF,22.0,830371be,FRA,-12.045214,5.023524,11.919448,0
Diego Moreira,Strasbourg,"DF,MF",19.0,12de1b0d,BEL,-12.516272,7.166808,9.9285145,0
Evann Guessand,Nice,"FW,MF",23.0,b73f17f8,CIV,-13.8010845,8.010463,8.500775,0
Jonathan David,Lille,FW,24.0,ce50fd99,CAN,-15.207557,8.092288,8.464368,0
Guillaume Restes,Toulouse,GK,19.0,6b91b999,FRA,12.462198,-0.2701952,-3.7967803,1
Facundo Medina,Lens,DF,25.0,6f5ec8bb,ARG,-11.009622,4.4519963,11.29283,0
Sergio Akieme,Reims,DF,26.0,06efa9dc,ESP,-11.388635,7.2177887,11.9647455,0
Dilane Bakwa,Strasbourg,"MF,DF",21.0,2b5a35e5,FRA,-12.58611,7.4368496,8.66964,0
Mark McKenzie,Toulouse,DF,25.0,a5f5d094,USA,-9.977588,4.0161123,12.814535,0
Ludovic Ajorque,Brest,FW,30.0,462475ed,FRA,-15.837711,8.632443,9.340163,0
Clément Akpa,Auxerre,DF,22.0,0abb5072,CIV,-10.3435,4.6338825,12.999398,0
Adrien Rabiot,Marseille,MF,29.0,8794e251,FRA,-12.091606,5.5171638,9.765108,0
Loïc Nego,Le Havre,"DF,FW",33.0,c3b6fa1e,HUN,-11.203171,7.0095243,12.01341,0
Michael Amir Murillo,Marseille,DF,28.0,349cae8f,PAN,-11.129068,4.738655,10.502255,0
Hicham Boudaoui,Nice,MF,24.0,f9d5908e,ALG,-13.05479,5.700867,11.027558,0
Brendan Chardonnet,Brest,DF,29.0,16aa7d4c,FRA,-9.459757,4.121624,13.345151,0
Maghnes Akliouche,Monaco,"FW,MF",22.0,b625b241,FRA,-13.110965,6.7707787,8.461685,0
Vincent Sierro,Toulouse,MF,28.0,92ffb8f9,SUI,-12.15138,6.24262,10.202583,0
Thilo Kehrer,Monaco,DF,27.0,51dbeea9,GER,-9.879676,3.3585463,11.087507,0
Clinton Mata,Lyon,DF,31.0,55abe554,ANG,-10.808919,4.2299757,11.288196,0
Mamadou Sarr,Strasbourg,DF,18.0,61f80c89,FRA,-10.08256,3.0791209,12.08208,0
Téji Savanier,Montpellier,MF,32.0,6bde367b,FRA,-11.876916,7.0369825,9.431894,0
Lorenz Assignon,Rennes,"DF,MF",24.0,b026bbf6,TOG,-11.451855,6.648748,10.450842,0
Habib Diarra,Strasbourg,"MF,FW",20.0,6d0fe035,SEN,-13.050388,6.940521,10.481224,0
Pedro Chirivella,Nantes,MF,27.0,68a26d51,ESP,-11.769275,4.566901,11.467771,0
Elisha Owusu,Auxerre,MF,26.0,e2781082,GHA,-12.928249,6.0486283,12.598913,0
Yann Gboho,Toulouse,"MF,FW",23.0,6be41a31,FRA,-13.649951,7.4812536,9.022974,0
Corentin Tolisso,Lyon,MF,29.0,652d4c37,FRA,-12.01691,5.0174193,9.927508,0
Abdoulaye Touré,Le Havre,MF,30.0,ef7cd87a,GUI,-12.577329,6.539563,11.505674,0
Hugo Magnetti,Brest,MF,26.0,d4d35152,FRA,-12.218408,5.839177,12.385432,0
Etienne Youte Kinkoue,Le Havre,DF,22.0,12a4e38c,FRA,-10.066735,3.6139653,13.779527,0
Douglas,Nantes,MF,27.0,301c287b,BRA,-12.51641,5.4615707,12.020649,0
Mickael Nade,Saint,DF,25.0,a6b6fa6e,FRA,-9.297711,4.0058174,13.036186,0
Jonathan Clauss,Nice,"DF,MF",31.0,5219ab4a,FRA,-11.591027,6.8791003,9.20961,0
Lassine Sinayoko,Auxerre,"FW,MF",24.0,5e5249c8,MLI,-14.127968,8.450587,8.845483,0
Ludovic Blas,Rennes,"MF,FW",26.0,6191093d,FRA,-12.450622,7.7771077,9.340545,0
Emanuel Emegha,Strasbourg,FW,21.0,a0c590b9,NED,-15.358771,7.422098,8.704346,0
Gideon Mensah,Auxerre,DF,26.0,9bdd8118,GHA,-10.946472,6.8291974,11.236559,0
Leonardo Balerdi,Marseille,DF,25.0,7c3ed041,ARG,-10.7151985,3.3218546,10.877248,0
Takumi Minamino,Monaco,"MF,FW",29.0,f833a830,JPN,-14.11176,7.159924,8.910404,0
Andy Diouf,Lens,MF,21.0,9b5237b1,FRA,-13.316712,6.6972637,9.695479,0
Moïse Bombito,Nice,DF,24.0,c2f23fc8,CAN,-10.265744,2.933426,12.111823,0
Cédric Kipré,Reims,DF,27.0,9f30e7ed,CIV,-10.265348,3.2324765,13.068432,0
Bradley Barcola,Paris S,FW,21.0,a0d55a09,FRA,-13.454858,6.959623,8.052635,0
Kelvin Amian,Nantes,DF,26.0,bcc81786,FRA,-11.124203,7.5837226,12.509407,0
Gabriel Suazo,Toulouse,DF,26.0,39b326ed,CHI,-11.111818,6.5930853,9.872742,0
Denis Zakaria,Monaco,MF,27.0,384d58d9,SUI,-12.35808,5.3589435,10.876341,0
Modibo Sagnan,Montpellier,DF,25.0,76d679c7,MLI,-9.952225,4.543914,13.336158,0
Willian Pacho,Paris S,DF,22.0,ecbe2839,ECU,-10.35517,3.4031677,11.0289,0
Dennis Appiah,Saint,DF,32.0,feb5d3ab,FRA,-10.562716,7.175904,11.991884,0
Ki-Jana Hoever,Auxerre,DF,22.0,9a71e978,NED,-10.784438,7.099115,11.032831,0
Jonathan Gradit,Lens,DF,31.0,06c48679,FRA,-10.587201,4.097989,12.127355,0
Sebastian Nanasi,Strasbourg,"MF,FW",22.0,ce747d2a,SWE,-12.53888,7.23439,9.153034,0
Djibril Sidibé,Toulouse,DF,32.0,4c5b714f,FRA,-11.045432,5.9063325,11.186442,0
Yassine Kechta,Le Havre,"MF,FW",22.0,abefc3af,MAR,-13.206484,7.005861,11.825195,0
Wilfried Singo,Monaco,DF,23.0,8b609c34,CIV,-10.392338,4.0050955,11.544399,0
Hamed Junior Traorè,Auxerre,MF,24.0,570bb4b9,CIV,-13.60338,8.010897,9.267862,0
Gianluigi Donnarumma,Paris S,GK,25.0,08f5afaa,ITA,12.637478,-0.60129046,-3.9502492,1
Azor Matusiwa,Rennes,MF,26.0,a17a94d6,NED,-12.365357,5.2218633,11.989521,0
Achraf Hakimi,Paris S,DF,25.0,e42d61c7,MAR,-11.313646,4.8579698,9.664873,0
Vanderson,Monaco,DF,23.0,ee45fd85,BRA,-10.423218,6.4572587,10.488518,0
Lamine Camara,Monaco,MF,20.0,19c2ffa4,SEN,-11.677593,6.2489295,9.629362,0
Alexandre Lacazette,Lyon,FW,33.0,9dbb75ca,FRA,-15.094434,7.783754,8.1849,0
Nicolas Cozza,Nantes,"DF,MF",25.0,8f325097,FRA,-11.415466,7.2812843,12.51209,0
Warren Zaïre-Emery,Paris S,"MF,DF",18.0,6b9960cf,FRA,-11.569219,4.2581797,10.198937,0
Johann Lepenant,Nantes,MF,21.0,1e52971c,FRA,-13.225621,6.40357,11.871244,0
Carlens Arcus,Angers,DF,28.0,5e837126,HAI,-11.181469,6.6439333,12.167749,0
Vitinha,Paris S,MF,24.0,3b029691,POR,-11.238721,3.8480253,10.20538,0
Rayan Cherki,Lyon,"FW,MF",20.0,b34c63a5,FRA,-12.281422,6.9252462,8.275609,0
Geoffrey Kondogbia,Marseille,"DF,MF",31.0,cce181df,CTA,-10.919687,3.762783,10.714583,0
Nicolas Pallois,Nantes,DF,36.0,779847d6,FRA,-9.277574,4.5406437,13.497032,0
Dylan Batubinsika,Saint,DF,28.0,37d39918,COD,-9.912071,3.561591,13.421492,0
Lucas Beraldo,Paris S,DF,20.0,b8aedf06,BRA,-10.721902,3.2743497,10.494561,0
Nemanja Matić,Lyon,MF,35.0,eb7822d7,SRB,-11.672913,4.300495,11.059148,0
Josué Casimir,Le Havre,"FW,MF",22.0,481f76cf,FRA,-14.0136385,8.746708,9.354197,0
Ainsley Maitland-Niles,Lyon,DF,26.0,e3a5814e,ENG,-10.791955,6.0829277,10.355738,0
Aurélio Buta,Reims,DF,27.0,b4705807,POR,-11.475644,6.868083,12.238226,0
Dante,Nice,DF,40.0,fd2bc67d,BRA,-10.412572,3.6503966,11.5987835,0
Jean-Eudes Aholou,Angers,MF,30.0,48b28bfd,CIV,-12.948217,6.4102316,12.254882,0
Sinaly Diomande,Auxerre,DF,23.0,6de23ab0,CIV,-9.434457,4.3663306,13.355401,0
Melvin Bard,Nice,"DF,MF",23.0,1ddbc7ca,FRA,-10.292144,6.2790475,10.91974,0
Youssouf Ndayishimiye,Nice,DF,25.0,65c55288,BDI,-9.646956,3.515928,11.531684,0
Caio Henrique Oliveira Silva,Monaco,DF,27.0,30af8b93,BRA,-11.235914,6.2165995,9.261583,0
Thomas Meunier,Lille,DF,32.0,e162b013,BEL,-10.531531,5.9422107,10.715401,0
Fabián Ruiz Peña,Paris S,MF,28.0,c0c7ff58,ESP,-12.002764,4.802439,9.705115,0
Issa Soumaré,Le Havre,"FW,MF",23.0,1d8aa290,SEN,-14.291572,8.431487,9.775577,0
Nicolás Tagliafico,Lyon,DF,31.0,f0661424,ARG,-11.131964,5.585667,10.687322,0
Zakaria Aboukhlal,Toulouse,"MF,FW",24.0,c2a6033c,MAR,-15.053448,8.140785,8.869565,0
Enzo Tchato,Montpellier,DF,21.0,7f783431,CMR,-10.628007,7.3905134,12.134726,0
Farid El Melali,Angers,FW,27.0,d21e361a,ALG,-12.751701,8.266298,9.516268,0
Joris Chotard,Montpellier,MF,22.0,7909ffa4,FRA,-11.649439,5.603637,12.887156,0
Lucas Stassin,Saint,FW,19.0,a47d6f3a,BEL,-15.039243,8.637517,8.868716,0
João Neves,Paris S,"MF,DF",19.0,c2a15a27,POR,-11.823478,4.646946,9.908604,0
Breel Embolo,Monaco,"FW,MF",27.0,0b4f388a,SUI,-14.891924,7.3833013,8.431599,0
Gaëtan Laborde,Nice,FW,30.0,7cdda3bf,FRA,-14.913143,7.9277697,8.447132,0
Deiver Machado,Lens,"DF,MF",30.0,b3f8bdef,COL,-11.5685005,7.2323375,10.862015,0
Becir Omeragic,Montpellier,DF,22.0,c284d6fb,SUI,-10.072061,4.1894274,14.012008,0
Florian Sotoca,Lens,"FW,MF",33.0,7a42d0df,FRA,-13.101352,6.5303555,9.705113,0
Haris Belkebla,Angers,MF,30.0,2b1bed19,ALG,-12.620564,5.6645465,12.513319,0
Gabriel Gudmundsson,Lille,DF,25.0,d5d22a58,SWE,-11.432429,7.0286493,10.954041,0
Félix Lemaréchal,Strasbourg,"MF,FW",20.0,8ca9415f,FRA,-13.504995,6.9025455,10.193279,0
Pablo Rosario,Nice,"MF,DF",27.0,1a6b7ea4,DOM,-12.428606,6.099118,11.946153,0
Jordan Ferri,Montpellier,MF,32.0,375622c5,FRA,-11.684306,4.8379846,11.696068,0
Benjamin Bouchouari,Saint,MF,22.0,599f9013,MAR,-12.298426,5.5492554,11.256726,0
Hákon Arnar Haraldsson,Lille,"MF,FW",21.0,e2ae54db,ISL,-12.073376,7.0277014,8.776663,0
Jim Allevinah,Angers,FW,29.0,1956b948,GAB,-14.261852,8.00228,9.651869,0
Eliesse Ben Seghir,Monaco,"MF,FW",19.0,3bd65247,MAR,-12.542228,7.0128455,8.178568,0
Aïssa Mandi,Lille,DF,32.0,fbd6378b,ALG,-11.228292,4.0451055,11.635744,0
Ousmane Dembélé,Paris S,FW,27.0,b19db005,FRA,-12.838799,7.275568,7.8819227,0
Désiré Doué,Paris S,"FW,MF",19.0,9e7483ff,FRA,-12.87351,6.7498975,8.207144,0
Marquinhos,Paris S,DF,30.0,d5f2f82b,BRA,-10.575394,3.5130835,10.567629,0
Philipp Köhn,Monaco,GK,26.0,ff74841d,SUI,12.444719,-0.28795063,-3.596312,1
Abdoulaye Niakhate Ndiaye,Brest,DF,22.0,b8cd2ae4,SEN,-9.737776,4.3282886,12.910846,0
Joseph Okumu,Reims,DF,27.0,039f1983,KEN,-10.598298,2.9960654,12.673307,0
Marshall Munetsi,Reims,MF,28.0,2acf0cd7,ZIM,-15.170285,7.993309,10.227651,0
Rabby Nzingoula,Montpellier,MF,18.0,627c7a3d,FRA,-13.084697,6.908381,12.012773,0
Hans Hateboer,Rennes,DF,30.0,3b333ac3,NED,-10.912838,4.6539545,11.678665,0
Massadio Haïdara,Brest,DF,31.0,5167c97e,MLI,-11.233162,7.225947,11.790275,0
Nuno Mendes,Paris S,DF,22.0,f20e4cc9,POR,-11.612527,4.643818,9.45038,0
Joshua King,Toulouse,"FW,MF",32.0,43458538,NOR,-14.974698,8.068047,9.205415,0
Lee Kang-in,Paris S,"FW,MF",23.0,8455ad90,KOR,-11.886503,6.1183186,8.704308,0
Gabriel Osho,Auxerre,DF,25.0,cd889153,NGA,-9.778472,3.8697517,13.633363,0
Esteban Lepaul,Angers,FW,24.0,85ce1949,FRA,-15.3510895,8.015947,9.448429,0
Oumar Diakité,Reims,FW,20.0,44435c8f,CIV,-14.921637,7.8793826,9.500064,0
Mohamed Ali Cho,Nice,"FW,MF",20.0,f8405304,FRA,-13.719636,7.7204514,8.695834,0
Arthur Desmas,Le Havre,GK,30.0,e8c5dd4d,FRA,12.662676,-0.032922484,-3.3119552,1
Quentin Merlin,Marseille,DF,22.0,0bfca6a1,FRA,-11.591697,5.842991,9.239338,0
Malick Fofana,Lyon,FW,19.0,8236f673,BEL,-13.238725,7.656744,8.424155,0
Neil El Aynaoui,Lens,MF,23.0,17e1261b,MAR,-11.976362,6.2338758,10.48048,0
Duje Ćaleta-Car,Lyon,DF,27.0,94f8d10c,CRO,-9.81311,3.2702622,12.60177,0
Mathias Pereira Lage,Brest,"FW,MF",27.0,8846a40f,POR,-11.975838,7.931565,9.13066,0
Anthony Lopes,Nantes,GK,33.0,f00de885,POR,12.446055,0.0137306545,-3.5617,1
Valentin Rongier,Marseille,"MF,DF",29.0,ed45c4a5,FRA,-11.2981415,4.3056965,10.022299,0
Jordan Veretout,Lyon,MF,31.0,4a56052c,FRA,-11.964293,5.1987176,10.776298,0
Brice Samba,Rennes,GK,30.0,60d90c55,FRA,13.022315,-0.28000814,-3.3855734,1
Pierre Lees-Melou,Brest,MF,31.0,f5044e54,FRA,-12.432322,4.708665,10.746291,0
Yassin Belkhdim,Angers,MF,22.0,e21d1928,FRA,-13.082326,6.361856,12.570228,0
Frank Magri,Toulouse,"FW,MF",24.0,42fdb11d,CMR,-15.645416,8.079557,9.142684,0
Nathan Zeze,Nantes,DF,19.0,fb4c5b6e,FRA,-10.512145,3.9052255,13.3518,0
Abdoulaye Bamba,Angers,DF,34.0,7fecbcdb,CIV,-10.535721,4.2624397,13.924565,0
Christian Mawissa,Monaco,DF,19.0,2c70d915,FRA,-10.2681875,4.290056,12.2013855,0
Steve Mandanda,Rennes,GK,39.0,1d2d5cc8,FRA,12.758031,0.30527353,-3.3564057,1
Tanguy Coulibaly,Montpellier,"FW,MF",23.0,05ba9d7c,FRA,-13.949169,8.06729,10.290749,0
M'Bala Nzola,Lens,FW,27.0,a4948e67,ANG,-15.146094,7.4471774,9.029685,0
Kévin Danois,Auxerre,MF,20.0,e76f6fbe,FRA,-13.051838,5.2259665,11.144457,0
Christopher Wooh,Rennes,DF,22.0,b003239d,CMR,-9.432251,3.4797456,12.919647,0
André Ayew,Le Havre,FW,34.0,5dbefa9d,GHA,-15.522608,8.551276,9.689014,0
Georges Mikautadze,Lyon,FW,23.0,4788cb6b,GEO,-14.423126,8.227116,8.298735,0
Mathieu Gorgelin,Le Havre,GK,33.0,4d3e9033,FRA,13.095174,0.16579422,-3.2223825,1
Derek Cornelius,Marseille,DF,26.0,577744b8,CAN,-10.353333,3.0039768,11.774835,0
Anass Zaroury,Lens,"FW,MF",23.0,07d65234,MAR,-11.465523,7.3200884,9.029781,0
Ali Abdi,Nice,"DF,MF",30.0,ad7cdb35,TUN,-11.134308,6.8081775,10.152842,0
Przemysław Frankowski,Lens,DF,29.0,00a8d210,POL,-11.08055,5.7551813,9.784939,0
Malang Sarr,Lens,DF,25.0,4315f30d,FRA,-10.798395,3.6652796,12.592429,0
Julien Le Cardinal,Brest,DF,26.0,547a72ad,FRA,-9.2956705,3.6931696,13.495261,0
Radosław Majecki,Monaco,GK,24.0,20de219a,POL,12.876997,-0.6412119,-3.6753833,1
Emmanuel Biumla,Angers,DF,19.0,e5a94f46,FRA,-10.184087,4.3561144,13.733583,0
Kamory Doumbia,Brest,"MF,FW",21.0,9226aa22,MLI,-12.940103,6.1857295,10.927,0
Sorba Thomas,Nantes,"FW,MF",24.0,8725a42e,WAL,-11.633313,7.4732943,9.540548,0
Lilian Raolisoa,Angers,"DF,FW",24.0,79a793b7,FRA,-10.961836,7.5871973,11.159641,0
Amadou Koné,Reims,MF,19.0,2eb1ec07,MLI,-12.458504,5.324029,12.3815775,0
Osame Sahraoui,Lille,"FW,MF",23.0,6f9fa232,MAR,-13.025167,7.000545,8.327554,0
André Gomes,Lille,MF,31.0,1961b2aa,POR,-11.843869,4.433676,10.679594,0
Mathew Ryan,Lens,GK,32.0,4535e4bb,AUS,12.9631605,-0.08842537,-3.7996716,1
Emmanuel Agbadou,Reims,DF,27.0,75f1ed80,CIV,-10.820421,3.5027473,11.986541,0
Romain Del Castillo,Brest,FW,28.0,0be95d34,FRA,-11.899886,7.7590647,8.951963,0
Mostafa Mohamed,Nantes,FW,26.0,595e6f3e,EGY,-15.60008,8.398994,9.2854395,0
Florian Tardieu,Saint,MF,32.0,ed39121c,FRA,-11.81289,4.5954833,10.88747,0
Arouna Sangante,Le Havre,DF,22.0,17bb562c,SEN,-9.34552,3.6245115,12.028066,0
Abdallah Sima,Brest,"FW,MF",23.0,fdbde523,SEN,-15.1137295,8.446242,9.202576,0
Tanner Tessmann,Lyon,MF,22.0,ac277993,USA,-12.126291,4.386611,11.25283,0
Lilian Brassier,Rennes,DF,24.0,5b146df3,FRA,-10.807774,3.3490148,11.434668,0
Falaye Sacko,Montpellier,DF,29.0,6388e356,MLI,-10.598925,6.7386203,12.934432,0
Mika Biereth,Monaco,FW,21.0,a1d95db3,DEN,-14.861749,8.259216,8.08046,0
Leo Skiri Østigård,Rennes,DF,24.0,b35a7399,NOR,-9.845239,4.064859,12.533361,0
Ngal'Ayel Mukau,Lille,MF,19.0,bb461b8a,COD,-12.644416,5.155889,11.729615,0
Shavy Babicka,Toulouse,"MF,FW",24.0,c6f0d5d4,GAB,-14.092271,8.294736,8.976944,0
Jordan James,Rennes,MF,20.0,f719ad7f,WAL,-12.413722,5.788565,10.631934,0
Christopher Operi,Le Havre,"DF,FW",27.0,914bb955,CIV,-11.184061,7.1517386,9.612202,0
Arnaud Nordin,Montpellier,FW,26.0,7b9a9e25,FRA,-13.766468,8.321711,9.913712,0
Nhoa Sangui,Reims,"DF,MF",18.0,3f465a66,FRA,-11.4099455,6.3678694,12.468818,0
Valentín Barco,Strasbourg,"MF,DF",20.0,b9f282ec,ARG,-11.018565,5.3122406,11.260641,0
Issiaga Sylla,Montpellier,DF,30.0,b99bec05,GUI,-10.994453,7.553448,12.108896,0
Aleksandr Golovin,Monaco,"MF,FW",28.0,3708e9fa,RUS,-12.838456,6.0537252,9.893115,0
Ayyoub Bouaddi,Lille,MF,16.0,8006228f,FRA,-12.794055,5.6591144,11.929349,0
Mama Samba Baldé,Brest,FW,28.0,fb14aa28,GNB,-14.608985,8.469004,9.482689,0
Mitchel Bakker,Lille,"FW,DF",24.0,a8567629,NED,-11.639554,6.727613,9.211633,0
Tanguy Ndombele,Nice,MF,27.0,5cdddffa,FRA,-13.18239,5.563588,10.784033,0
Mory Gbane,Reims,"DF,MF",23.0,ab8b392c,CIV,-10.585301,4.819349,13.582839,0
Ruben Aguilar,Lens,"DF,MF",31.0,3dd738a1,FRA,-10.637704,5.915018,10.122896,0
Djaoui Cissé,Rennes,MF,20.0,576ca93f,FRA,-12.610118,4.452448,11.058801,0
Wahbi Khazri,Montpellier,"FW,MF",33.0,2677a1de,TUN,-13.341686,8.192858,10.413398,0
Musa Al-Taamari,Montpellier,"FW,MF",27.0,f15f8b2b,JOR,-13.872725,8.125986,9.387064,0
Timothee Pembele,Le Havre,DF,21.0,f8ce97ca,FRA,-11.0542965,7.132882,12.580593,0
Jaydee Canvot,Toulouse,"DF,MF",18.0,3684108d,FRA,-11.180671,4.89479,12.885358,0
Edimilson Fernandes,Brest,"MF,DF",28.0,3bb625ac,SUI,-10.953902,4.4912844,13.377375,0
Badredine Bouanani,Nice,"MF,FW",19.0,0400dd2f,ALG,-13.420407,7.2154355,8.715507,0
Abner,Lyon,DF,24.0,7f9c5d2d,BRA,-11.0708685,6.1605453,10.540501,0
Alban Lafont,Nantes,GK,25.0,4e7db402,FRA,13.042421,-0.36975017,-3.2455502,1
Kevin Danso,Lens,DF,25.0,6e33125f,AUT,-10.249479,3.3612244,12.185006,0
Akor Adams,Montpellier,FW,24.0,2ccd39ed,NGA,-15.300659,8.86114,9.227239,0
Gonçalo Ramos,Paris S,FW,23.0,f63cda26,POR,-15.093062,7.305852,8.080473,0
Matias Fernandez-Pardo,Lille,"FW,MF",19.0,0cdb6a2a,BEL,-13.233502,8.210017,8.930834,0
Sofiane Diop,Nice,"MF,FW",24.0,19053e31,FRA,-13.078488,6.8927813,8.684014,0
Irvin Cardona,Saint,FW,26.0,5e080f73,MLT,-14.547837,8.626581,9.323065,0
Rassoul Ndiaye,Le Havre,MF,22.0,36f65bdf,SEN,-12.875129,7.1144257,12.316253,0
Jeremie Boga,Nice,"MF,FW",27.0,fe012aca,CIV,-13.036191,7.541398,8.547003,0
Ernest Nuamah,Lyon,"FW,MF",20.0,234a703c,GHA,-13.178256,7.5222654,9.547518,0
Amine Gouiri,Marseille,"FW,MF",24.0,aad56ca3,ALG,-13.484412,7.929425,8.460407,0
Han-Noah Massengo,Auxerre,MF,23.0,eba1e557,FRA,-12.756623,6.146056,12.126098,0
Angelo Fulgini,Lens,"MF,FW",27.0,4b96c347,FRA,-12.20188,6.742555,8.971674,0
Louis Mouton,Saint,MF,22.0,c37823fe,FRA,-13.297025,5.3212976,11.583074,0
Neal Maupay,Marseille,FW,27.0,4bcf39f6,FRA,-14.8678255,8.3708,9.697142,0
Aimen Moueffek,Saint,MF,23.0,2591b066,FRA,-13.044525,7.177483,11.546959,0
Yunis Abdelhamid,Saint,DF,36.0,32c2d95f,MAR,-10.065099,4.9838905,13.821789,0
Khalil Fayad,Montpellier,"MF,FW",20.0,faf00ab8,FRA,-11.893563,6.426873,12.32851,0
Soungoutou Magassa,Monaco,MF,20.0,dfc5d4fa,FRA,-12.753399,4.9731355,11.349289,0
Mohammed Salisu,Monaco,DF,25.0,0b33f6ad,GHA,-10.060281,3.9401786,11.6328535,0
Warren Kamanzi,Toulouse,"DF,MF",23.0,a426a912,NOR,-12.112009,6.751705,10.889442,0
Saidou Sow,Strasbourg,DF,22.0,f6b94e8d,GUI,-10.377099,3.607228,12.97667,0
Théo Sainte-Luce,Montpellier,DF,25.0,93c942fb,FRA,-11.481184,7.4959927,12.6949215,0
Rémy Cabella,Lille,"FW,MF",34.0,148e136f,FRA,-12.2124405,6.3995786,8.573033,0
Paul Joly,Auxerre,DF,24.0,5b4bc323,FRA,-10.184212,6.7391667,11.101737,0
