player_name,equipe,positions,tsne_1,tsne_2,tsne_3,tsne_4,cluster
Jacques Ekomie,Angers,"DF,FW",-0.3182197,2.47956,-0.7487926,0.21562168,1
Mikayil Ngor Faye,Rennes,DF,5.047514,-0.23821154,-0.94912976,0.003159234,0
Abdulai Juma Bah,Lens,DF,4.525062,1.9864795,-0.58052504,1.339459,0
Pol Lirola,Marseille,DF,0.5756683,1.3166902,-2.6002247,0.5800816,1
Assane Dioussé,Auxerre,MF,2.526692,0.6290829,-0.58267754,-0.89795625,1
Glen Kamara,Rennes,MF,1.1645082,-0.08734008,-0.52403116,-1.5949286,1
Emmanuel Sabbi,Le Havre,"FW,MF",-3.612668,0.86401796,-0.95144767,-2.1454067,1
Ismaël Bennacer,Marseille,MF,2.6463578,-3.3313954,-1.0107671,0.45395678,1
Chuba Akpom,Lille,FW,-6.1759696,1.1196786,-1.1284719,-1.022867,1
Luck Zogbé,Brest,DF,-0.2715417,2.383524,-1.2815403,-2.2680173,1
Rémy Labeau Lascary,Lens,"FW,MF",-2.5148718,0.7855594,-2.3019564,-0.63542104,1
Yaya Kader Fofana,Reims,"MF,FW",-2.238636,0.7502941,-2.1384835,-0.60126483,1
Rasmus Nicolaisen,Toulouse,DF,6.0758023,1.5471145,1.8135837,1.0599389,0
Marco Asensio,Paris S,"FW,MF",-3.1166887,-1.7466676,-1.1901032,0.8312999,1
Folarin Balogun,Monaco,FW,-4.810882,1.848643,1.1992844,-0.67005444,1
Andy Delort,Montpellier,FW,-4.7691064,2.8370929,-0.0596419,-1.9091547,1
Jhoanner Chávez,Lens,"DF,MF",-0.96865934,0.37159395,1.9772455,0.6594272,0
Fodé Ballo-Touré,Le Havre,"DF,MF",1.1942415,2.6459458,0.27609056,1.8031361,0
Nampalys Mendy,Lens,MF,1.5618905,1.8629314,1.2402519,-2.2736092,1
Mahamadou Diawara,Le Havre,MF,0.18180726,2.2807267,-1.1850512,-0.78430146,1
Nikola Maksimović,Montpellier,DF,4.440471,2.2064528,-0.26977623,0.70181686,0
Pierre Cornud,Saint,DF,1.7827967,2.1954515,1.2670602,2.014639,0
Florian Ayé,Auxerre,FW,-4.556179,2.6699755,-0.78986996,-1.8680942,1
Elye Wahi,Marseille,FW,-5.6284018,2.0507634,0.14174458,-0.14125162,1
Maxence Caqueret,Lyon,MF,0.4070553,-0.13713728,-1.9407755,-0.99859214,1
Jordan Teze,Monaco,DF,-0.38912654,0.2557592,0.2309617,3.1953747,0
Daler Kuzyaev,Le Havre,MF,1.7664198,1.9219313,0.23233742,-0.44966933,1
John Joe,Reims,MF,-0.13366553,2.419229,-1.1217061,-0.8535943,1
Mohamed Meité,Rennes,FW,-4.994193,2.071811,0.44382316,-1.092291,1
Andrew Omobamidele,Strasbourg,DF,6.323345,-1.2137054,0.38591176,0.7500634,0
Jean-Kevin Duverne,Nantes,DF,1.3467785,0.9204151,-0.66506165,2.3702843,0
Bamba Dieng,Angers,FW,-6.3052673,1.0853807,-0.35791942,-1.592104,1
Ben Old,Saint,"FW,MF",-2.9847245,-0.2956961,-0.86649483,-1.599654,1
Amine Harit,Marseille,MF,-1.8856531,-3.419966,-1.0444056,0.90428454,1
Tino Kadewere,Nantes,"MF,FW",-1.976287,1.5621115,-0.16773649,-2.0027034,1
Krépin Diatta,Monaco,"DF,FW",0.5897003,-0.082313895,-0.96566826,2.8014534,0
