method,tag,n_clusters_param,silhouette,calinski_harabasz,davies_bouldin,n_clusters,silhouette_rank,calinski_harabasz_rank,davies_bouldin_rank
isomap,joueurs_ligue1_ISOMap_raw,6,0.3126756309558535,86.91049932396221,1.089924795864443,6,1.0,1.0,2.0
