player_name,equipe,positions,age,player_id,player_country_code,umap_1,umap_2,umap_3,umap_4,umap_5,cluster
Jaydee Canvot,Toulouse,"DF,MF",18.0,3684108d,FRA,8.692042,-16.037153,19.262907,2.8905902,-29.362099,0
Edimilson Fernandes,Brest,"MF,DF",28.0,3bb625ac,SUI,8.3278475,-15.389612,19.043499,3.1604078,-29.481882,0
Badredine Bouanani,Nice,"MF,FW",19.0,0400dd2f,ALG,8.375239,-19.315313,20.887127,4.1476226,-30.318,1
Abner,Lyon,DF,24.0,7f9c5d2d,BRA,7.305469,-17.149342,19.892673,4.123699,-29.72923,1
Kevin Danso,Lens,DF,25.0,6e33125f,AUT,7.316187,-15.486652,19.48453,2.4490232,-28.066557,0
Akor Adams,Montpellier,FW,24.0,2ccd39ed,NGA,9.723839,-19.186562,20.42875,3.356386,-31.458055,1
Gonçalo Ramos,Paris S,FW,23.0,f63cda26,POR,9.145009,-19.8846,20.674917,3.061398,-30.732397,1
Matias Fernandez-Pardo,Lille,"FW,MF",19.0,0cdb6a2a,BEL,8.210906,-19.656174,20.579317,4.3747225,-30.883608,1
Sofiane Diop,Nice,"MF,FW",24.0,19053e31,FRA,7.411772,-19.000917,21.05403,4.0618305,-30.385366,1
Irvin Cardona,Saint,FW,26.0,5e080f73,MLT,9.091834,-19.285822,20.672207,3.3913858,-31.03776,1
Rassoul Ndiaye,Le Havre,MF,22.0,36f65bdf,SEN,8.99753,-17.494024,19.753756,3.2728949,-30.939455,-1
Jeremie Boga,Nice,"MF,FW",27.0,fe012aca,CIV,8.377293,-19.110418,20.467022,4.8433747,-30.45246,1
Ernest Nuamah,Lyon,"FW,MF",20.0,234a703c,GHA,8.317934,-18.762295,20.268482,4.8977046,-30.758514,1
Amine Gouiri,Marseille,"FW,MF",24.0,aad56ca3,ALG,8.218999,-19.135715,21.192476,3.5477927,-30.785217,1
Han-Noah Massengo,Auxerre,MF,23.0,eba1e557,FRA,9.197816,-16.80825,19.349514,2.7778604,-29.80415,0
Angelo Fulgini,Lens,"MF,FW",27.0,4b96c347,FRA,7.4520836,-18.519053,20.647783,4.9309244,-30.246902,1
Louis Mouton,Saint,MF,22.0,c37823fe,FRA,8.127321,-17.635723,19.67282,2.5278177,-29.700134,0
Neal Maupay,Marseille,FW,27.0,4bcf39f6,FRA,9.646347,-19.646341,20.624224,3.396905,-30.259426,1
Aimen Moueffek,Saint,MF,23.0,2591b066,FRA,9.020638,-17.747974,19.39903,3.4667509,-30.378567,-1
Yunis Abdelhamid,Saint,DF,36.0,32c2d95f,MAR,8.595414,-15.053073,18.384163,2.4233367,-29.70102,0
Khalil Fayad,Montpellier,"MF,FW",20.0,faf00ab8,FRA,8.586212,-16.767616,18.546776,3.0293183,-30.006393,-1
Soungoutou Magassa,Monaco,MF,20.0,dfc5d4fa,FRA,7.595258,-17.124733,19.989761,2.56463,-29.469122,0
Mohammed Salisu,Monaco,DF,25.0,0b33f6ad,GHA,7.125602,-15.681045,20.061174,2.124075,-28.304077,0
Warren Kamanzi,Toulouse,"DF,MF",23.0,a426a912,NOR,7.9784207,-17.963554,19.154861,3.6607366,-29.99598,-1
Saidou Sow,Strasbourg,DF,22.0,f6b94e8d,GUI,7.7570953,-14.969042,18.725986,2.5757437,-29.062414,0
Théo Sainte-Luce,Montpellier,DF,25.0,93c942fb,FRA,9.110432,-17.083937,19.238995,3.1374438,-31.007376,-1
Rémy Cabella,Lille,"FW,MF",34.0,148e136f,FRA,6.905391,-18.547445,20.605045,4.0403166,-30.118336,1
Paul Joly,Auxerre,DF,24.0,5b4bc323,FRA,6.789137,-16.914616,19.117731,2.9742432,-30.324043,-1
Oussama Targhalline,Le Havre,MF,22.0,abd56820,MAR,8.665185,-16.71692,19.452175,3.952504,-29.973532,-1
Edon Zhegrova,Lille,"FW,MF",25.0,34a88e3e,KVX,7.9723916,-18.965048,20.484316,4.850444,-30.776205,1
Yanis Zouaoui,Le Havre,"DF,FW",30.0,ec724366,ALG,7.215254,-17.280823,19.95077,4.195214,-30.900568,1
Abdukodir Khusanov,Lens,DF,20.0,d17ce930,UZB,8.205673,-14.433106,19.127758,2.3186917,-28.74879,0
Anthony Rouault,Rennes,DF,23.0,9b545925,FRA,7.673314,-15.153722,19.624676,2.3422768,-28.060074,0
Ado Onaiwu,Auxerre,"MF,FW",28.0,ff4df82e,JPN,9.7195215,-19.243818,20.399563,3.9768999,-30.498146,1
Junior Mwanga,Le Havre,MF,21.0,ee158be5,FRA,8.060623,-16.925474,20.35173,3.4806445,-30.775576,-1
Thiago Almada,Lyon,"MF,FW",23.0,27f33438,ARG,7.0858507,-18.221766,21.095835,3.9449863,-29.74329,-1
Sael Kumbedi,Lyon,DF,19.0,c385bf49,FRA,8.078122,-17.341402,19.23346,3.6852767,-29.804487,-1
Marcus Coco,Nantes,DF,28.0,3010aefb,FRA,7.505985,-16.649326,19.085163,2.7394621,-30.695719,-1
Abakar Sylla,Strasbourg,DF,21.0,29c91632,CIV,7.6680393,-15.007215,19.109764,1.5756602,-28.896614,0
Yael Mouanga,Montpellier,DF,19.0,153e48e0,FRA,8.543378,-14.790304,18.712084,2.753305,-29.271801,0
Antoine Joujou,Le Havre,"MF,FW",21.0,f9124307,FRA,8.307672,-19.057808,19.83963,4.672244,-30.949247,1
Ibrahima Niane,Angers,FW,25.0,46faabfa,SEN,9.428597,-19.889908,19.854597,3.337594,-31.101746,1
Theo Bair,Auxerre,FW,24.0,c724745e,CAN,10.034702,-19.847021,20.241337,3.2408226,-31.005638,1
Ulisses Garcia,Marseille,DF,28.0,c952f633,SUI,7.161353,-17.943466,20.020239,3.9972582,-29.295933,0
Jérémy Jacquet,Rennes,DF,19.0,cef70c94,FRA,7.845513,-16.667305,19.678932,2.4707303,-29.152033,0
Baptiste Santamaria,Nice,MF,29.0,5e22e2a4,FRA,8.34305,-16.645397,19.961897,3.0600185,-29.317053,0
Khvicha Kvaratskhelia,Paris S,FW,23.0,dea88efd,GEO,7.4595985,-19.333782,20.537968,4.6086226,-30.439474,1
Wesley Saïd,Lens,FW,29.0,90fcf472,FRA,9.61979,-19.017624,19.882269,3.6595495,-30.983034,1
Ismaily,Lille,DF,34.0,cf182add,BRA,6.774231,-17.032696,19.79061,3.4656324,-29.415718,0
Romain Faivre,Brest,"MF,FW",26.0,745ca0a3,FRA,8.441909,-18.637177,21.049854,4.4487667,-30.635311,1
Hiroki Sekine,Reims,DF,21.0,7304dd80,JPN,7.8629436,-15.919372,18.6225,3.5644662,-30.211569,-1
Goduine Koyalipou,Lens,FW,24.0,2659a508,CTA,9.507233,-19.547304,20.651237,2.8943503,-30.958673,1
Lucas Hernández,Paris S,DF,28.0,c3ee18ef,FRA,6.702798,-15.573322,19.894505,2.6061645,-28.77921,0
Mathis Amougou,Saint,MF,18.0,f93cca97,FRA,9.229618,-16.92081,19.28524,3.2964942,-30.503132,-1
Mamadou Diakhon,Reims,"FW,MF",18.0,331c5a98,FRA,8.699419,-19.093704,20.357666,4.5442085,-31.177265,1
Mohamed Abdelmoneim,Nice,DF,25.0,bff15d74,EGY,7.827653,-15.895881,19.524578,2.3214524,-28.512316,0
Koka,Le Havre,FW,31.0,9fc2531b,EGY,10.024129,-19.707952,20.561108,3.1260862,-30.87851,1
Zinedine Ferhat,Angers,"FW,MF",31.0,005c0807,ALG,7.853012,-17.721182,20.321102,4.6999116,-30.881935,1
Seko Fofana,Rennes,MF,29.0,5313ed43,CIV,7.670728,-17.879429,20.57318,4.370442,-29.209766,-1
Antoine Mendy,Nice,DF,20.0,3322e296,SEN,7.323036,-16.800596,19.37105,2.5914302,-29.655647,0
Ibrahim Sissoko,Saint,FW,28.0,a170541f,MLI,10.019799,-19.526299,19.96341,3.3486147,-30.974535,1
Louis Leroux,Nantes,"MF,DF",18.0,88972aa9,FRA,8.603441,-17.907925,19.538761,2.759855,-30.054525,0
Albert Grønbaek,Rennes,"MF,FW",23.0,0da5076f,DEN,8.134769,-19.108946,20.542461,4.3198657,-31.420296,1
Senny Mayulu,Paris S,MF,18.0,bac89b96,FRA,7.6906133,-18.428583,20.18083,3.8826585,-29.391987,-1
Jonathan Rowe,Marseille,"FW,MF",21.0,8c12f884,ENG,8.048029,-19.774164,20.634249,4.4845433,-30.156403,1
Alidu Seidu,Rennes,DF,24.0,cea59f02,GHA,6.944545,-16.461128,19.426336,2.6264539,-29.608023,0
Yoann Salmier,Le Havre,DF,31.0,c3725db2,GUF,8.398343,-14.960314,18.568434,2.6864483,-29.404217,0
Yvann Macon,Saint,DF,25.0,0bb6e193,FRA,8.232667,-17.012768,18.602755,3.4854546,-30.31094,-1
Jordan Amavi,Brest,DF,30.0,22721b88,FRA,7.54256,-16.130238,19.01619,3.3624775,-29.994503,-1
Tom Louchet,Nice,"DF,MF",21.0,f999e9be,FRA,7.146345,-17.326715,19.507475,3.5107768,-30.123795,-1
Sekou Mara,Strasbourg,"FW,MF",22.0,3544641e,FRA,9.612815,-19.375292,19.906094,3.3698497,-31.483274,1
Maxime Bernauer,Saint,DF,26.0,43750e5d,FRA,7.6896815,-15.042115,19.020254,2.8946555,-28.49795,0
Boubakar Kouyaté,Montpellier,DF,27.0,562a4799,MLI,8.499282,-14.982312,18.595716,1.9410334,-29.638332,0
Teddy Teuma,Reims,MF,30.0,5c26ca51,MLT,7.255905,-16.733374,20.509592,4.157684,-30.458818,1
Angel Gomes,Lille,MF,23.0,645a3363,ENG,8.517691,-17.830404,20.37345,4.502624,-30.027775,1
Saïd Benrahma,Lyon,"FW,MF",28.0,5a04fd92,ALG,8.152458,-18.739992,20.821531,4.966412,-30.42875,1
Augustine Boakye,Saint,"FW,MF",23.0,59e9edb5,GHA,9.27543,-18.976185,20.653807,4.4320693,-30.51715,1
Mathieu Cafaro,Saint,"MF,FW",27.0,2a657da0,FRA,8.903014,-18.000977,20.054974,4.3011646,-31.049503,1
Rayan Raveloson,Auxerre,"MF,DF",27.0,fb3236a7,MAD,8.755137,-16.732405,20.224733,3.9809568,-30.350363,-1
George Ilenikhena,Monaco,FW,17.0,78c3ad07,NGA,9.960343,-19.401848,20.498718,3.381428,-30.266546,1
Lucas Mincarelli,Montpellier,DF,20.0,02b3733e,FRA,8.531985,-16.056923,18.715954,3.3353624,-30.501343,-1
Jacques Ekomie,Angers,"DF,FW",20.0,8d5016e6,GAB,8.656853,-16.815208,18.763096,2.7006872,-30.887775,-1
Mikayil Ngor Faye,Rennes,DF,20.0,b37ae816,SEN,6.852638,-15.382833,19.435387,2.728966,-28.567099,0
Abdulai Juma Bah,Lens,DF,18.0,7b505397,SLE,8.484022,-14.625462,19.336393,2.1661134,-29.014929,0
Pol Lirola,Marseille,DF,26.0,ff800ed8,ESP,7.84447,-16.634533,19.309072,4.001708,-29.526552,-1
Assane Dioussé,Auxerre,MF,26.0,7f622eef,SEN,8.582653,-16.201965,19.816124,3.1702778,-29.034603,0
Glen Kamara,Rennes,MF,28.0,4da9191b,FIN,8.100242,-17.17516,19.524271,3.1802235,-29.070127,0
Emmanuel Sabbi,Le Havre,"FW,MF",26.0,2e1b7c83,USA,9.324466,-18.746319,19.652681,3.4453406,-31.012634,1
Ismaël Bennacer,Marseille,MF,26.0,db092d3b,ALG,6.644788,-16.816185,20.685863,3.369106,-29.241646,0
Chuba Akpom,Lille,FW,28.0,e2b384d2,ENG,9.9591255,-19.519514,20.69775,3.3758805,-31.331392,1
Luck Zogbé,Brest,DF,19.0,3725b44f,CIV,7.4499884,-17.081112,19.127565,2.4207788,-30.445543,-1
Rémy Labeau Lascary,Lens,"FW,MF",21.0,c90f380c,GLP,8.814317,-19.576012,19.724094,4.013588,-30.850718,1
Yaya Kader Fofana,Reims,"MF,FW",20.0,cedc53d2,MLI,8.059083,-19.21147,19.757347,3.8578448,-30.248207,1
Rasmus Nicolaisen,Toulouse,DF,27.0,3f319bb9,DEN,7.173118,-14.9108,19.026072,1.7607794,-28.976671,0
Marco Asensio,Paris S,"FW,MF",28.0,45af8a54,ESP,8.300216,-19.193659,20.755327,4.156507,-29.673534,1
Folarin Balogun,Monaco,FW,23.0,31822f8c,USA,9.257878,-20.098183,20.411905,3.7502048,-30.627136,1
Andy Delort,Montpellier,FW,32.0,d33c706e,ALG,9.884506,-18.909582,19.831448,3.4886336,-31.381327,1
Jhoanner Chávez,Lens,"DF,MF",22.0,649b57e9,ECU,7.7598624,-17.33514,19.853262,4.6174164,-31.127256,1
Fodé Ballo-Touré,Le Havre,"DF,MF",27.0,f449640d,SEN,8.208314,-16.144745,18.397108,3.4502635,-30.465202,-1
Nampalys Mendy,Lens,MF,32.0,1598599e,SEN,8.785328,-16.927097,19.674463,3.0612729,-29.165932,0
Mahamadou Diawara,Le Havre,MF,19.0,1906b842,FRA,8.572166,-17.191832,19.45456,2.4333096,-29.550241,0
Nikola Maksimović,Montpellier,DF,32.0,16b9d5cf,SRB,8.432156,-14.738615,18.826235,2.6052117,-28.772987,0
Pierre Cornud,Saint,DF,27.0,edeb21ff,FRA,8.436618,-15.83876,18.568253,2.9884,-30.049685,-1
Florian Ayé,Auxerre,FW,27.0,718b8afd,FRA,9.902761,-19.550734,20.204767,3.052975,-31.513823,1
Elye Wahi,Marseille,FW,21.0,0d7b6576,FRA,9.556342,-20.049747,20.190016,3.3281887,-30.516079,1
Maxence Caqueret,Lyon,MF,24.0,f81ef10d,FRA,7.696761,-17.789223,19.842594,3.1873798,-29.054342,-1
Jordan Teze,Monaco,DF,24.0,82e9b1bb,NED,6.632698,-17.364836,19.714111,4.023818,-30.02804,1
Daler Kuzyaev,Le Havre,MF,31.0,d4e93bab,RUS,8.985184,-16.06988,19.018873,2.8375056,-30.406845,-1
John Joe,Reims,MF,20.0,fd01216a,IRL,8.77435,-17.018906,19.045464,2.3804204,-30.618216,-1
Mohamed Meité,Rennes,FW,16.0,424cbbb3,FRA,9.690633,-19.858303,19.920813,3.7844615,-31.10011,1
Andrew Omobamidele,Strasbourg,DF,22.0,c393a6c4,IRL,7.8168206,-14.61213,19.310188,2.2087412,-28.341911,0
Jean-Kevin Duverne,Nantes,DF,27.0,0cbc8baa,HAI,7.324171,-16.820108,19.029882,2.5333123,-30.20062,-1
Bamba Dieng,Angers,FW,24.0,40774c6b,SEN,9.5931225,-19.884972,20.514286,3.270652,-31.395447,1
Ben Old,Saint,"FW,MF",21.0,e14e818c,NZL,9.036778,-18.63139,19.773804,4.3486466,-31.288301,1
Amine Harit,Marseille,MF,27.0,e7d59f4f,MAR,7.364089,-18.911938,21.143435,3.7852721,-30.113605,1
Tino Kadewere,Nantes,"MF,FW",28.0,7d08063d,ZIM,9.13617,-19.008045,19.953463,3.3966305,-29.948305,1
Krépin Diatta,Monaco,"DF,FW",25.0,8104e41e,SEN,6.7767744,-17.102026,19.411177,2.7561114,-29.819752,-1
