player_name,equipe,positions,isomap_1,isomap_2,isomap_3,isomap_4,isomap_5,isomap_6,cluster
Gautier Larsonneur,Saint,GK,-21.25633768992995,-9.963837700506645,6.819776760135954,-10.682219040195104,-2.9606530177650883,-3.0902058490751507,1
Jordan Lefort,Angers,DF,-14.00437239829362,-1.4098761134901407,-0.7106966294236866,-1.5215990605407204,5.218558755466966,-1.7441771778148978,0
Gerónimo Rulli,Marseille,GK,-18.316597211163074,-12.316742623221968,4.817474574853406,-10.338369835780076,-2.6396010102193346,-0.4920880868940755,1
Lucas Chevalier,Lille,GK,-17.147290405851717,-8.164747866342262,4.603640606524837,-9.788450141610372,-1.3426261679115885,1.198243999748264,1
Marcin Bułka,Nice,GK,-17.238757089762675,-8.813624232547715,6.234068058577009,-9.90187026694085,-3.744318569641599,1.5772999850616074,1
Yehvann Diouf,Reims,GK,-20.869125183122048,-13.49339647100736,4.46003823532019,-11.395827884861443,-2.345449333039132,-0.6412418012821212,1
Lucas Perri,Lyon,GK,-17.02243010852207,-9.095708564499368,5.136458606633881,-9.815854931076856,-3.8837162721425376,2.1280652626186045,1
Yahia Fofana,Angers,GK,-20.572333727192568,-14.047305052043034,5.136172852190192,-11.25261462199428,-2.864942693256055,-0.0736702648292716,1
Marco Bizot,Brest,GK,-20.08474758632616,-11.076966520475573,4.695455475984241,-11.12788677179202,-2.520171965411076,-2.9758286662923625,1
Donovan Léon,Auxerre,GK,-21.843575568101837,-12.16335756358409,3.339761339671309,-11.242289893091453,-2.7364538715588607,-2.6622777217464955,1
Andrey Santos,Strasbourg,MF,-3.2298283679490765,0.11869391399247,-1.6016225873797496,1.818409616803628,-2.562711211477504,6.697937307799252,0
Valentin Atangana Edoa,Reims,MF,-0.0266365006995954,-6.127819329396838,-0.7977418907624606,2.7450849391323704,-0.250526557245567,1.6229210188042362,0
Himad Abdelli,Angers,"MF,FW",3.81937795270063,7.127291458242197,0.1673562693420175,1.585575021602412,0.0742692209628877,0.838681355285463,0
Mason Greenwood,Marseille,"FW,MF",16.05759456454007,3.610268345057242,-1.5397298081185913,-10.779845222529454,2.1665756336170547,-2.3334899149150696,0
Đorđe Petrović,Strasbourg,GK,-20.16536293469993,-8.54974850915849,-1.280363408243005,-10.596009281585928,-3.72834198892694,-2.641241956378817,1
Zuriko Davitashvili,Saint,"FW,MF",15.948907311393937,-1.323912451857709,6.139625518491427,-4.7500937530362535,2.4636926962957078,1.7685724454567775,0
Gautier Lloris,Le Havre,DF,-11.165458309557687,-4.153657559414007,-0.6164345242571343,0.527048345225207,0.6849997905616105,3.661610721487561,0
Matthis Abline,Nantes,FW,18.02472774312004,-8.42091335454589,-2.214473772478862,0.2564069385898907,1.5433804465233014,-0.9033287121620313,0
Bafodé Diakité,Lille,DF,-14.594489193707613,3.668765269032417,-7.882236024809028,-2.300551785301801,3.165356554035431,-3.337322483169874,0
Adrien Truffert,Rennes,"DF,MF",1.8261723199616209,5.36540538552877,8.266206315005356,0.1759029972867471,-0.0545707428373965,-5.104685967409399,0
Moussa Niakhate,Lyon,DF,-13.545258032571146,1.331857470687557,-4.596078469796722,-2.096053790557996,1.9278024296221807,-2.81176777511217,0
Guela Doué,Strasbourg,DF,-8.7415532368023,4.812153349108582,-0.7554672785350645,1.8402110786324972,-0.8219256030126543,-2.5077748544956235,0
Alexsandro Ribeiro,Lille,DF,-14.368546395965309,7.48466979575199,-8.175639657493885,-1.5178059071320535,3.3231551005021376,-4.249700628850947,0
Benjamin Lecomte,Montpellier,GK,-20.65340935701261,-11.3001388311669,4.808037610814813,-9.8768975849448,-2.512230946410548,-3.937313173272271,1
Cristian Cásseres Jr.,Toulouse,MF,-0.4579728757856579,2.0108617452673605,5.206105634770193,3.9922664837849458,-2.9850537121962084,7.278701778851598,0
Benjamin André,Lille,MF,-5.487538459464296,5.299947030783176,-4.520671869174627,1.8915005949880117,-3.813433563660997,4.64861636284919,0
Gaëtan Perrin,Auxerre,"MF,FW",16.421139044302937,10.533028093971598,11.160382492379805,-3.2151860686541,2.689010720476968,1.3346900985139267,0
Junya Ito,Reims,"FW,MF",8.601565950690704,7.665837335874886,8.36673282040672,-3.5163843512763893,7.952473881888521,1.4946505641939305,0
Aron Dønnum,Toulouse,"DF,MF",4.475513116394578,5.992476309940543,8.538260387897813,0.0181805026991651,0.2258198746759127,-1.1946013291752788,0
Kenny Lala,Brest,DF,-5.221445676634549,8.94453855303374,4.243316736539945,2.487066406217722,2.173855565026636,-2.202546619934816,0
Florent Hanin,Angers,DF,-4.167122912342103,4.683777416351767,5.4004398700504765,4.777939225339154,1.499634724908835,-4.787026101128363,0
Pierre Højbjerg,Marseille,MF,-8.566740826146187,13.93675264430727,-10.779874505763337,-1.7294900318022497,-3.8654739137145793,2.0909638237100503,0
Mahdi Camara,Brest,"MF,FW",4.144837449726073,-1.9556642098992143,-0.295072099793238,-1.106140226757793,-3.365434697368697,1.644327305895016,0
Keito Nakamura,Reims,"FW,MF",14.114117009256656,-4.193445555154104,-0.1682870511015637,-2.772889700485561,-1.5099443949173563,-0.2763623479662833,0
Jubal,Auxerre,DF,-10.218648978898145,-8.489738183051964,-1.202715354521395,1.902113952617972,-0.2342634347583484,4.16497213956287,0
Ismaël Doukouré,Strasbourg,"DF,MF",-10.988643009138569,-0.907900152943338,-4.296810976713929,-3.188462177536561,-2.182091789901444,3.341424984898369,0
Léo Pétrot,Saint,DF,-6.406111346395446,-2.329088543312784,4.52050292653452,4.623557649850235,0.4944199495492017,-4.012164756264416,0
