player_name,equipe,positions,isomap_1,isomap_2,isomap_3,isomap_4,isomap_5,isomap_6,cluster
Jordan Lefort,Angers,DF,15.486886092587364,-3.689983241028077,-2.92717382041895,-3.822867313741772,2.303519623143383,-0.9854675391258024,0
Andrey Santos,Strasbourg,MF,1.7318841511725818,-2.4448719458662644,0.9728298992472958,6.471020079016397,5.396846809376974,0.210449321597349,0
Valentin Atangana Edoa,Reims,MF,-0.4764101168878435,-6.106350961069791,2.0576868918949183,1.6425397228625431,2.2003150309723827,1.7540043338017537,0
Himad Abdelli,Angers,"MF,FW",-3.0137628980709072,6.220422747577482,-3.8402169294030193,3.895666184346626,2.086258691180572,1.4183355746709256,0
Mason Greenwood,Marseille,"FW,MF",-15.712707458375265,7.948107203966223,-7.176897527876379,-2.385503938789439,2.5180900023260127,-2.6113487059596228,0
Zuriko Davitashvili,Saint,"FW,MF",-16.764699961809267,4.849113361318683,0.4403897958152367,-3.820557953936188,0.1578240472918503,0.0236586794367197,0
Gautier Lloris,Le Havre,DF,13.458516082966476,-4.549795366355259,-0.1861174104928694,-4.337190372931163,0.9243795635719692,0.4666869973196282,0
Matthis Abline,Nantes,FW,-17.635652535646265,-4.679968823017394,-4.781295824233373,-0.5952712107201215,-1.3114772492099525,-0.1500972563494166,0
Bafodé Diakité,Lille,DF,16.30602898392241,-0.982150163093156,-6.983839347973076,-1.0167497536192007,-0.3901915144300808,0.7195358959581509,0
Adrien Truffert,Rennes,"DF,MF",-0.8125345355936308,4.701397197226384,3.92436693644649,-3.6985990838841687,-3.107614183774379,-3.478056915329136,0
Moussa Niakhate,Lyon,DF,13.91718340965984,0.860125435021388,-3.7730238021485416,-1.926181195375246,-2.544075995930407,0.8763983582694556,0
Guela Doué,Strasbourg,DF,11.511770381406064,3.5304697951692328,0.7241586390972627,-0.5055020602814275,-2.496592323919068,0.7809389175151875,0
Alexsandro Ribeiro,Lille,DF,18.642166914405003,3.3644345065675605,-6.377417825768999,0.035228709709806,-3.489975592727923,0.2825567674580896,0
Cristian Cásseres Jr.,Toulouse,MF,1.542981660777076,-0.1476126922415321,5.136966990643266,2.999022917548418,7.595141573124551,-3.4415900840387588,0
Benjamin André,Lille,MF,7.1378154154499445,0.3913104036744571,-2.1986233089686302,7.461178426333881,1.0292689322279915,-0.2853179868647896,0
Gaëtan Perrin,Auxerre,"MF,FW",-11.19905244332448,12.645948250291513,5.606934539460284,-4.973721318145723,4.694683151285196,-2.2335294728538724,0
Junya Ito,Reims,"FW,MF",-6.829590247377485,11.588315919326876,4.237849619597535,-7.603796742554353,-1.0183130439495711,-1.8104474227401897,0
Aron Dønnum,Toulouse,"DF,MF",-3.488974423790723,7.178581998326657,4.0629865442450965,-0.8078375279131659,1.850583417017367,-0.3203486535216573,0
Kenny Lala,Brest,DF,6.759053537454165,7.224333153214573,3.236225126140753,-2.770735902578848,-1.0468471832186108,-7.30029185167832,0
Florent Hanin,Angers,DF,5.751424971018897,4.241128102887803,3.3298271840733684,-3.4161040669467844,-3.367014642352177,-4.727449812876615,0
Pierre Højbjerg,Marseille,MF,13.048743804595814,10.39471396064804,-8.42556686093455,9.007545465748086,-1.5550144825444023,-2.2533814186499983,0
Mahdi Camara,Brest,"MF,FW",-3.815684586984841,-1.2311653757857814,-0.4150476936457442,0.7736817412914295,2.03756971787738,-0.0631498311391307,0
Keito Nakamura,Reims,"FW,MF",-12.231281093272033,-3.081697029920829,-2.715237432268696,-1.0748347118673056,-0.6396651518890157,0.3836303961847327,0
Jubal,Auxerre,DF,14.4385387473075,-12.018713857060458,-3.5511862558997813,-7.31933207075862,1.1108126400421674,-7.281618528722194,0
Ismaël Doukouré,Strasbourg,"DF,MF",10.559212140834898,-3.86541666438536,-5.59715581781508,-1.680209150771874,0.5152036236524549,-1.101952207135918,0
Léo Pétrot,Saint,DF,6.673484796516122,-3.3584490453208264,4.3439957038239285,-3.001875405400104,-2.1294849609797235,-1.314804552258064,0
