method,tag,eps,min_samples,silhouette,calinski_harabasz,davies_bouldin,n_clusters,n_noise,silhouette_rank,calinski_harabasz_rank,davies_bouldin_rank
isomap,joueurs_ligue1_ISOMap_raw,0.7234217331207965,7,0.406533212202096,51.69348437238454,0.7511551802505838,2,176,1.0,1.0,2.0
