method,tag,eps,min_samples,silhouette,calinski_harabasz,davies_bouldin,n_clusters,n_noise,calinski_harabasz_rank
isomap,joueurs_ligue1_ISOMap_custom,1.2586078468106978,20,0.2955510714100533,55.2281697967116,1.1091996474368688,4,215,1.0
