n_neighbors,min_dist,n_components,trustworthiness,continuity,distance_corr,mrre,composite_score,runtime_s
10,0.5,3,0.921819772528434,0.98915135608049,0.624261998897227,0.5955956938196252,0.8769397203047085,0.467437744140625
