n_neighbors,min_dist,n_components,trustworthiness,continuity,distance_corr,mrre,composite_score,runtime_s
10,0.5,3,0.9324783050767302,0.9898162729658793,0.5701497358785881,0.5555292319376383,0.9729524981002257,0.41555237770080566
