tsne_1,tsne_2,tsne_3,player_name,equipe,positions
50.727142,-69.20743,-16.74808,Yunis Abdelhamid,Saint,DF
40.610516,-10.64716,9.822673,Khalil Fayad,Montpellier,"MF,FW"
17.511616,1.9653841,8.570087,Soungoutou Magassa,Monaco,MF
34.039646,-61.38831,30.902002,Mohammed Salisu,Monaco,DF
-14.981476,-15.172411,-38.10395,Warren Kamanzi,Toulouse,"DF,MF"
62.552036,-66.98893,2.8465245,Saidou Sow,Strasbourg,DF
-7.5675426,-11.522101,-25.388046,Théo Sainte-Luce,Montpellier,DF
-64.02988,18.757023,33.953373,Rémy Cabella,Lille,"FW,MF"
-37.487183,-45.343655,-3.5510733,Paul Joly,Auxerre,DF
42.52035,-5.0261827,-15.579986,Oussama Targhalline,Le Havre,MF
-60.38143,30.622042,15.986521,Edon Zhegrova,Lille,"FW,MF"
-31.53414,-14.71321,29.785767,Yanis Zouaoui,Le Havre,"DF,FW"
37.111755,-33.824818,-30.925747,Abdukodir Khusanov,Lens,DF
39.72405,-67.08439,-2.7439015,Anthony Rouault,Rennes,DF
-8.923842,53.0815,-22.690811,Ado Onaiwu,Auxerre,"MF,FW"
7.240716,-1.1038423,31.0857,Junior Mwanga,Le Havre,MF
-58.08583,28.910479,45.592342,Thiago Almada,Lyon,"MF,FW"
-18.461298,-23.32521,-35.385914,Sael Kumbedi,Lyon,DF
-36.112663,-29.669031,-17.418612,Marcus Coco,Nantes,DF
70.66697,-38.398834,6.7900047,Abakar Sylla,Strasbourg,DF
60.163105,-66.54514,-8.833571,Yael Mouanga,Montpellier,DF
-33.562492,19.866133,-6.483121,Antoine Joujou,Le Havre,"MF,FW"
-36.301826,75.70123,-19.63346,Ibrahima Niane,Angers,FW
4.163592,80.355835,-33.611748,Theo Bair,Auxerre,FW
-1.1164243,-57.501064,23.026045,Ulisses Garcia,Marseille,DF
21.272726,-49.188606,-8.911191,Jérémy Jacquet,Rennes,DF
39.72513,-2.310859,-4.244697,Baptiste Santamaria,Nice,MF
-56.51329,50.333195,42.903698,Khvicha Kvaratskhelia,Paris S,FW
-7.0654707,70.73469,-8.224448,Wesley Saïd,Lens,FW
-15.11511,-45.18879,14.402825,Ismaily,Lille,DF
-34.811592,44.044014,22.67481,Romain Faivre,Brest,"MF,FW"
-23.705578,-29.284626,-22.069952,Hiroki Sekine,Reims,DF
1.0812736,84.75309,-13.508351,Goduine Koyalipou,Lens,FW
40.841015,-57.71001,45.363983,Lucas Hernández,Paris S,DF
35.242264,0.95999527,-19.382843,Mathis Amougou,Saint,MF
-29.702063,62.947968,22.383387,Mamadou Diakhon,Reims,"FW,MF"
27.714846,-57.487724,-9.23061,Mohamed Abdelmoneim,Nice,DF
8.622696,67.01847,-27.494425,Koka,Le Havre,FW
-53.718983,-4.730435,11.552085,Zinedine Ferhat,Angers,"FW,MF"
7.54442,3.1706247,-40.594883,Seko Fofana,Rennes,MF
-19.682001,-50.677483,-26.618086,Antoine Mendy,Nice,DF
-8.293561,65.76787,-35.68375,Ibrahim Sissoko,Saint,FW
8.536443,29.771505,-18.043306,Louis Leroux,Nantes,"MF,DF"
-36.11275,35.026535,9.886905,Albert Grønbaek,Rennes,"MF,FW"
-43.437935,45.760525,42.15496,Senny Mayulu,Paris S,MF
-47.8457,59.8636,9.451908,Jonathan Rowe,Marseille,"FW,MF"
-22.223436,-59.574356,-22.623219,Alidu Seidu,Rennes,DF
62.07559,-74.75475,-16.98231,Yoann Salmier,Le Havre,DF
-25.33629,-31.275152,-36.277596,Yvann Macon,Saint,DF
-15.669172,-41.683846,-7.7240806,Jordan Amavi,Brest,DF
-19.919304,1.7389089,42.80624,Tom Louchet,Nice,"DF,MF"
-3.1918478,57.751293,-7.9558425,Sekou Mara,Strasbourg,"FW,MF"
48.941948,-83.038795,32.868362,Maxime Bernauer,Saint,DF
51.542973,-74.72049,-25.615343,Boubakar Kouyaté,Montpellier,DF
-14.412577,-27.302044,28.103458,Teddy Teuma,Reims,MF
-21.117853,7.2532306,-17.00327,Angel Gomes,Lille,MF
-60.38437,28.777748,7.8019094,Saïd Benrahma,Lyon,"FW,MF"
-22.1452,47.22343,8.141055,Augustine Boakye,Saint,"FW,MF"
-29.78188,11.796609,16.097744,Mathieu Cafaro,Saint,"MF,FW"
27.133202,-17.982872,-8.788787,Rayan Raveloson,Auxerre,"MF,DF"
-16.082151,89.35874,-21.397358,George Ilenikhena,Monaco,FW
-1.7388514,-23.234911,-35.174824,Lucas Mincarelli,Montpellier,DF
28.683125,27.194365,-36.920395,Jacques Ekomie,Angers,"DF,FW"
32.568176,-80.24276,17.266209,Mikayil Ngor Faye,Rennes,DF
39.127735,-59.317238,-20.535423,Abdulai Juma Bah,Lens,DF
49.926537,-18.525797,9.915038,Pol Lirola,Marseille,DF
21.68469,-24.193218,3.3667274,Assane Dioussé,Auxerre,MF
34.388985,6.4812527,12.316771,Glen Kamara,Rennes,MF
-9.901488,59.830715,-2.1068432,Emmanuel Sabbi,Le Havre,"FW,MF"
21.06369,-22.06718,59.071106,Ismaël Bennacer,Marseille,MF
-40.11867,83.87072,-21.266073,Chuba Akpom,Lille,FW
10.886668,27.765932,-32.22183,Luck Zogbé,Brest,DF
-17.203773,0.56863636,-47.44717,Rémy Labeau Lascary,Lens,"FW,MF"
-16.130383,-6.334236,-43.124805,Yaya Kader Fofana,Reims,"MF,FW"
56.869793,-26.22752,8.443314,Rasmus Nicolaisen,Toulouse,DF
-57.96948,22.869257,-0.50933015,Marco Asensio,Paris S,"FW,MF"
0.45101994,94.00144,-10.321965,Folarin Balogun,Monaco,FW
-2.6314552,84.69262,-33.024006,Andy Delort,Montpellier,FW
-20.895761,-7.7836533,1.2666386,Jhoanner Chávez,Lens,"DF,MF"
-6.668056,-32.062862,-32.68404,Fodé Ballo-Touré,Le Havre,"DF,MF"
38.623905,-4.9086514,-39.41709,Nampalys Mendy,Lens,MF
29.743128,25.03463,-22.07196,Mahamadou Diawara,Le Havre,MF
57.419476,-74.18385,-1.3930373,Nikola Maksimović,Montpellier,DF
-0.0048879907,-41.140877,-19.524195,Pierre Cornud,Saint,DF
9.535914,79.65155,-27.506214,Florian Ayé,Auxerre,FW
-16.493505,94.12757,-11.30309,Elye Wahi,Marseille,FW
18.938644,10.662258,23.908403,Maxence Caqueret,Lyon,MF
-44.2586,-33.81958,-10.682845,Jordan Teze,Monaco,DF
17.19816,-4.8454347,-11.707507,Daler Kuzyaev,Le Havre,MF
25.490417,25.173677,-28.906729,John Joe,Reims,MF
-8.855955,92.44703,-22.841152,Mohamed Meité,Rennes,FW
56.32999,-77.90129,38.58566,Andrew Omobamidele,Strasbourg,DF
-16.975615,-48.810966,-34.422977,Jean-Kevin Duverne,Nantes,DF
-29.947996,77.025055,-30.72333,Bamba Dieng,Angers,FW
-27.884073,29.355745,-5.7565627,Ben Old,Saint,"FW,MF"
-49.50473,30.899786,48.070145,Amine Harit,Marseille,MF
2.4073296,38.365,-19.221298,Tino Kadewere,Nantes,"MF,FW"
-29.217035,-40.955173,-32.461254,Krépin Diatta,Monaco,"DF,FW"
