player_name,equipe,positions,age,player_id,player_country_code,UMAP_1,UMAP_2,UMAP_3
Mathis Amougou,Saint,MF,18.0,f93cca97,FRA,-7.369888,-1.7152362,9.484837
Mamadou Diakhon,Reims,"FW,MF",18.0,331c5a98,FRA,-8.318483,0.39671478,13.846043
Mohamed Abdelmoneim,Nice,DF,25.0,bff15d74,EGY,-4.2276983,-2.1790686,9.685198
Koka,Le Havre,FW,31.0,9fc2531b,EGY,-9.603457,2.5360246,13.226406
Zinedine Ferhat,Angers,"FW,MF",31.0,005c0807,ALG,-7.3342743,-1.4716203,13.482114
Seko Fofana,Rennes,MF,29.0,5313ed43,CIV,-5.8474135,-0.7224601,11.617989
Antoine Mendy,Nice,DF,20.0,3322e296,SEN,-5.7791367,-2.80348,10.820853
Ibrahim Sissoko,Saint,FW,28.0,a170541f,MLI,-10.483386,1.3909597,13.56151
Louis Leroux,Nantes,"MF,DF",18.0,88972aa9,FRA,-8.166861,-0.19784881,10.886298
Albert Grønbaek,Rennes,"MF,FW",23.0,0da5076f,DEN,-8.526996,-0.73096657,13.702899
Senny Mayulu,Paris S,MF,18.0,bac89b96,FRA,-6.971217,0.34670258,12.077483
Jonathan Rowe,Marseille,"FW,MF",21.0,8c12f884,ENG,-7.867577,0.7044508,13.906707
Alidu Seidu,Rennes,DF,24.0,cea59f02,GHA,-5.443921,-2.679615,10.822073
Yoann Salmier,Le Havre,DF,31.0,c3725db2,GUF,-3.5346067,-3.327158,8.336798
Yvann Macon,Saint,DF,25.0,0bb6e193,FRA,-6.921493,-3.2268667,9.665987
Jordan Amavi,Brest,DF,30.0,22721b88,FRA,-6.4947343,-3.7415535,10.2107315
Tom Louchet,Nice,"DF,MF",21.0,f999e9be,FRA,-6.582416,-2.9643102,12.028998
Sekou Mara,Strasbourg,"FW,MF",22.0,3544641e,FRA,-10.496023,0.96032435,13.174018
Maxime Bernauer,Saint,DF,26.0,43750e5d,FRA,-2.7237334,-2.4633193,9.982995
Boubakar Kouyaté,Montpellier,DF,27.0,562a4799,MLI,-4.056766,-3.4811246,8.295991
Teddy Teuma,Reims,MF,30.0,5c26ca51,MLT,-7.140629,-1.442437,12.085336
Angel Gomes,Lille,MF,23.0,645a3363,ENG,-7.4119754,-0.83396953,12.248775
Saïd Benrahma,Lyon,"FW,MF",28.0,5a04fd92,ALG,-7.5436773,0.56947756,13.6852865
Augustine Boakye,Saint,"FW,MF",23.0,59e9edb5,GHA,-8.90365,0.59876686,12.856186
Mathieu Cafaro,Saint,"MF,FW",27.0,2a657da0,FRA,-9.295487,-0.379809,12.871982
Rayan Raveloson,Auxerre,"MF,DF",27.0,fb3236a7,MAD,-5.808904,-1.9931035,9.557642
George Ilenikhena,Monaco,FW,17.0,78c3ad07,NGA,-9.188355,2.4583673,13.962606
Lucas Mincarelli,Montpellier,DF,20.0,02b3733e,FRA,-7.107847,-3.4062498,9.383059
Jacques Ekomie,Angers,"DF,FW",20.0,8d5016e6,GAB,-7.9235063,-2.2489758,9.85285
Mikayil Ngor Faye,Rennes,DF,20.0,b37ae816,SEN,-3.7510273,-2.3840845,10.294187
Abdulai Juma Bah,Lens,DF,18.0,7b505397,SLE,-3.4518027,-3.3311467,9.4283085
Pol Lirola,Marseille,DF,26.0,ff800ed8,ESP,-6.30231,-1.8085688,10.655274
Assane Dioussé,Auxerre,MF,26.0,7f622eef,SEN,-5.790391,-1.2708436,9.627228
Glen Kamara,Rennes,MF,28.0,4da9191b,FIN,-6.059508,-0.69170445,10.007349
Emmanuel Sabbi,Le Havre,"FW,MF",26.0,2e1b7c83,USA,-10.160587,0.553219,13.3130665
Ismaël Bennacer,Marseille,MF,26.0,db092d3b,ALG,-4.447091,-0.62650543,12.059085
Chuba Akpom,Lille,FW,28.0,e2b384d2,ENG,-9.342576,2.204085,13.591914
Luck Zogbé,Brest,DF,19.0,3725b44f,CIV,-6.155122,-3.175707,10.764846
Rémy Labeau Lascary,Lens,"FW,MF",21.0,c90f380c,GLP,-8.611707,1.0639877,13.521729
Yaya Kader Fofana,Reims,"MF,FW",20.0,cedc53d2,MLI,-8.219313,0.19186309,12.193486
Rasmus Nicolaisen,Toulouse,DF,27.0,3f319bb9,DEN,-4.2603498,-2.0952144,9.042834
Marco Asensio,Paris S,"FW,MF",28.0,45af8a54,ESP,-7.4258676,1.1277338,13.014271
Folarin Balogun,Monaco,FW,23.0,31822f8c,USA,-8.895416,1.7925104,13.829547
Andy Delort,Montpellier,FW,32.0,d33c706e,ALG,-10.581422,1.6446246,13.656605
Jhoanner Chávez,Lens,"DF,MF",22.0,649b57e9,ECU,-7.792393,-2.2568104,11.888757
Fodé Ballo-Touré,Le Havre,"DF,MF",27.0,f449640d,SEN,-7.445589,-3.370131,10.0376215
Nampalys Mendy,Lens,MF,32.0,1598599e,SEN,-7.029734,-0.7285829,9.943259
Mahamadou Diawara,Le Havre,MF,19.0,1906b842,FRA,-7.011672,-0.49272314,9.545773
Nikola Maksimović,Montpellier,DF,32.0,16b9d5cf,SRB,-3.1602056,-3.3362367,9.270554
Pierre Cornud,Saint,DF,27.0,edeb21ff,FRA,-6.545213,-3.651534,9.556738
Florian Ayé,Auxerre,FW,27.0,718b8afd,FRA,-10.616732,1.592316,12.836182
Elye Wahi,Marseille,FW,21.0,0d7b6576,FRA,-8.719394,2.5292246,13.526654
Maxence Caqueret,Lyon,MF,24.0,f81ef10d,FRA,-7.1198606,-0.27525726,10.418922
Jordan Teze,Monaco,DF,24.0,82e9b1bb,NED,-6.360512,-2.6943996,11.957893
Daler Kuzyaev,Le Havre,MF,31.0,d4e93bab,RUS,-6.851464,-2.846463,9.224809
John Joe,Reims,MF,20.0,fd01216a,IRL,-8.226463,-1.5336659,9.810278
Mohamed Meité,Rennes,FW,16.0,424cbbb3,FRA,-10.012227,1.9877974,13.780782
Andrew Omobamidele,Strasbourg,DF,22.0,c393a6c4,IRL,-2.719237,-2.133771,9.819228
Jean-Kevin Duverne,Nantes,DF,27.0,0cbc8baa,HAI,-6.43637,-3.4042547,10.718613
Bamba Dieng,Angers,FW,24.0,40774c6b,SEN,-9.877736,2.1240149,13.149576
Ben Old,Saint,"FW,MF",21.0,e14e818c,NZL,-9.671878,-0.20094924,13.193364
Amine Harit,Marseille,MF,27.0,e7d59f4f,MAR,-6.683437,-0.06535629,13.210394
Tino Kadewere,Nantes,"MF,FW",28.0,7d08063d,ZIM,-8.574003,0.16118494,11.388966
Krépin Diatta,Monaco,"DF,FW",25.0,8104e41e,SEN,-6.0890927,-3.3322647,11.680649
