player_name,equipe,positions,age,player_id,player_country_code,UMAP_1,UMAP_2,UMAP_3
Neal Maupay,Marseille,FW,27.0,4bcf39f6,FRA,-9.734395,1.7109406,12.329848
Aimen Moueffek,Saint,MF,23.0,2591b066,FRA,-7.4340234,-1.3946053,10.101767
Yunis Abdelhamid,Saint,DF,36.0,32c2d95f,MAR,-4.002223,-3.6287763,8.54194
Khalil Fayad,Montpellier,"MF,FW",20.0,faf00ab8,FRA,-6.803201,-2.4120078,9.7055435
Soungoutou Magassa,Monaco,MF,20.0,dfc5d4fa,FRA,-6.1729536,-0.21700941,10.556255
Mohammed Salisu,Monaco,DF,25.0,0b33f6ad,GHA,-3.7360733,-1.6509796,10.058528
Warren Kamanzi,Toulouse,"DF,MF",23.0,a426a912,NOR,-7.486322,-1.8850832,11.105664
Saidou Sow,Strasbourg,DF,22.0,f6b94e8d,GUI,-3.4007776,-2.4408166,9.24427
Théo Sainte-Luce,Montpellier,DF,25.0,93c942fb,FRA,-8.118669,-2.957748,9.983159
Rémy Cabella,Lille,"FW,MF",34.0,148e136f,FRA,-6.8730125,-0.2590377,12.882112
Paul Joly,Auxerre,DF,24.0,5b4bc323,FRA,-6.147325,-3.6145692,11.530526
Oussama Targhalline,Le Havre,MF,22.0,abd56820,MAR,-6.718679,-2.018353,9.904284
Edon Zhegrova,Lille,"FW,MF",25.0,34a88e3e,KVX,-7.48254,-0.1042706,13.9271755
Yanis Zouaoui,Le Havre,"DF,FW",30.0,ec724366,ALG,-7.263263,-2.102762,13.013428
Abdukodir Khusanov,Lens,DF,20.0,d17ce930,UZB,-2.8847885,-2.944344,9.468797
Anthony Rouault,Rennes,DF,23.0,9b545925,FRA,-3.2840858,-1.7986219,9.564439
Ado Onaiwu,Auxerre,"MF,FW",28.0,ff4df82e,JPN,-9.478009,1.1216093,12.287259
Junior Mwanga,Le Havre,MF,21.0,ee158be5,FRA,-6.4414744,-1.3609067,10.369723
Thiago Almada,Lyon,"MF,FW",23.0,27f33438,ARG,-6.016643,-0.4109418,13.075331
Sael Kumbedi,Lyon,DF,19.0,c385bf49,FRA,-7.242785,-2.3668988,10.828602
Marcus Coco,Nantes,DF,28.0,3010aefb,FRA,-7.098954,-3.484011,10.687948
Abakar Sylla,Strasbourg,DF,21.0,29c91632,CIV,-3.793075,-2.367897,8.364755
Yael Mouanga,Montpellier,DF,19.0,153e48e0,FRA,-3.4227533,-3.5279834,8.738357
Antoine Joujou,Le Havre,"MF,FW",21.0,f9124307,FRA,-8.473462,-0.30048645,13.168106
Ibrahima Niane,Angers,FW,25.0,46faabfa,SEN,-9.775635,1.7600036,13.952141
Theo Bair,Auxerre,FW,24.0,c724745e,CAN,-10.349175,2.1244106,13.057064
Ulisses Garcia,Marseille,DF,28.0,c952f633,SUI,-6.465936,-1.5753039,11.854611
Jérémy Jacquet,Rennes,DF,19.0,cef70c94,FRA,-5.0988717,-1.9050809,9.919817
Baptiste Santamaria,Nice,MF,29.0,5e22e2a4,FRA,-5.8724627,-0.83374506,9.96471
Khvicha Kvaratskhelia,Paris S,FW,23.0,dea88efd,GEO,-6.745476,0.52311283,13.901404
Wesley Saïd,Lens,FW,29.0,90fcf472,FRA,-9.375798,0.9578172,13.069377
Ismaily,Lille,DF,34.0,cf182add,BRA,-5.7823524,-2.610444,11.875431
Romain Faivre,Brest,"MF,FW",26.0,745ca0a3,FRA,-7.9445696,-0.2557573,13.64934
Hiroki Sekine,Reims,DF,21.0,7304dd80,JPN,-7.2357416,-3.1321948,10.012769
Goduine Koyalipou,Lens,FW,24.0,2659a508,CTA,-9.185695,1.4920588,14.10038
Lucas Hernández,Paris S,DF,28.0,c3ee18ef,FRA,-3.2653084,-1.2994009,10.953856
