player_name,equipe,positions,age,player_id,player_country_code,UMAP_1,UMAP_2
Ali Abdi,Nice,"DF,MF",30.0,ad7cdb35,TUN,-3.7712002,-15.490408
Przemysław Frankowski,Lens,DF,29.0,00a8d210,POL,-3.4572983,-14.947929
Malang Sarr,Lens,DF,25.0,4315f30d,FRA,-1.7871842,-11.563932
Julien Le Cardinal,Brest,DF,26.0,547a72ad,FRA,-2.3038697,-10.957998
Emmanuel Biumla,Angers,DF,19.0,e5a94f46,FRA,-2.5442114,-10.511662
Kamory Doumbia,Brest,"MF,FW",21.0,9226aa22,MLI,-3.8618605,-13.9444895
Sorba Thomas,Nantes,"FW,MF",24.0,8725a42e,WAL,-3.0631952,-16.171165
Lilian Raolisoa,Angers,"DF,FW",24.0,79a793b7,FRA,-5.0150537,-15.305885
Amadou Koné,Reims,MF,19.0,2eb1ec07,MLI,-4.194391,-13.157997
Osame Sahraoui,Lille,"FW,MF",23.0,6f9fa232,MAR,-1.8667853,-15.933711
André Gomes,Lille,MF,31.0,1961b2aa,POR,-2.8163688,-13.535566
Emmanuel Agbadou,Reims,DF,27.0,75f1ed80,CIV,-1.7636997,-12.338334
Romain Del Castillo,Brest,FW,28.0,0be95d34,FRA,-2.608972,-16.315111
Mostafa Mohamed,Nantes,FW,26.0,595e6f3e,EGY,-0.84799445,-18.274727
Florian Tardieu,Saint,MF,32.0,ed39121c,FRA,-2.9353585,-13.280827
Arouna Sangante,Le Havre,DF,22.0,17bb562c,SEN,-2.3839145,-11.498549
Abdallah Sima,Brest,"FW,MF",23.0,fdbde523,SEN,-0.9032579,-17.738863
Tanner Tessmann,Lyon,MF,22.0,ac277993,USA,-3.2257695,-13.307864
Lilian Brassier,Rennes,DF,24.0,5b146df3,FRA,-1.8781445,-12.287008
Falaye Sacko,Montpellier,DF,29.0,6388e356,MLI,-5.7662287,-14.478993
Mika Biereth,Monaco,FW,21.0,a1d95db3,DEN,-0.64559335,-17.188765
Leo Skiri Østigård,Rennes,DF,24.0,b35a7399,NOR,-2.6108837,-11.342124
Ngal'Ayel Mukau,Lille,MF,19.0,bb461b8a,COD,-3.9648314,-13.400728
Shavy Babicka,Toulouse,"MF,FW",24.0,c6f0d5d4,GAB,-1.4209256,-17.189102
Jordan James,Rennes,MF,20.0,f719ad7f,WAL,-3.485522,-14.264969
Christopher Operi,Le Havre,"DF,FW",27.0,914bb955,CIV,-3.280755,-15.873199
Arnaud Nordin,Montpellier,FW,26.0,7b9a9e25,FRA,-2.0274036,-17.471962
Nhoa Sangui,Reims,"DF,MF",18.0,3f465a66,FRA,-5.359284,-14.441637
Valentín Barco,Strasbourg,"MF,DF",20.0,b9f282ec,ARG,-4.5188675,-14.713158
Issiaga Sylla,Montpellier,DF,30.0,b99bec05,GUI,-5.402695,-14.840501
Aleksandr Golovin,Monaco,"MF,FW",28.0,3708e9fa,RUS,-2.4548955,-15.021822
Ayyoub Bouaddi,Lille,MF,16.0,8006228f,FRA,-4.2824564,-13.26482
Mama Samba Baldé,Brest,FW,28.0,fb14aa28,GNB,-1.3794931,-17.774845
Mitchel Bakker,Lille,"FW,DF",24.0,a8567629,NED,-2.9873216,-15.774179
Tanguy Ndombele,Nice,MF,27.0,5cdddffa,FRA,-4.2360687,-13.772648
Mory Gbane,Reims,"DF,MF",23.0,ab8b392c,CIV,-2.0838342,-10.330635
Ruben Aguilar,Lens,"DF,MF",31.0,3dd738a1,FRA,-3.8960826,-14.967771
Djaoui Cissé,Rennes,MF,20.0,576ca93f,FRA,-3.350336,-13.3929205
Wahbi Khazri,Montpellier,"FW,MF",33.0,2677a1de,TUN,-2.1508107,-17.473524
Musa Al-Taamari,Montpellier,"FW,MF",27.0,f15f8b2b,JOR,-1.6633397,-17.143417
Timothee Pembele,Le Havre,DF,21.0,f8ce97ca,FRA,-5.8177786,-14.565369
Jaydee Canvot,Toulouse,"DF,MF",18.0,3684108d,FRA,-3.2743957,-11.6561575
Edimilson Fernandes,Brest,"MF,DF",28.0,3bb625ac,SUI,-1.8700843,-10.3480425
Badredine Bouanani,Nice,"MF,FW",19.0,0400dd2f,ALG,-1.5645851,-16.328922
Abner,Lyon,DF,24.0,7f9c5d2d,BRA,-3.8750596,-15.014222
Kevin Danso,Lens,DF,25.0,6e33125f,AUT,-2.3531282,-11.794719
Akor Adams,Montpellier,FW,24.0,2ccd39ed,NGA,-0.883882,-18.281178
Gonçalo Ramos,Paris S,FW,23.0,f63cda26,POR,-0.46007726,-17.084455
Matias Fernandez-Pardo,Lille,"FW,MF",19.0,0cdb6a2a,BEL,-1.559717,-16.529167
Sofiane Diop,Nice,"MF,FW",24.0,19053e31,FRA,-1.3722196,-15.99697
Irvin Cardona,Saint,FW,26.0,5e080f73,MLT,-1.1763955,-17.47278
Rassoul Ndiaye,Le Havre,MF,22.0,36f65bdf,SEN,-5.124514,-13.551303
Jeremie Boga,Nice,"MF,FW",27.0,fe012aca,CIV,-1.7807335,-16.41937
Ernest Nuamah,Lyon,"FW,MF",20.0,234a703c,GHA,-2.0916173,-16.79741
Amine Gouiri,Marseille,"FW,MF",24.0,aad56ca3,ALG,-1.6246362,-16.5947
Han-Noah Massengo,Auxerre,MF,23.0,eba1e557,FRA,-4.5847473,-13.115358
Angelo Fulgini,Lens,"MF,FW",27.0,4b96c347,FRA,-2.3523874,-15.649181
Louis Mouton,Saint,MF,22.0,c37823fe,FRA,-3.8809586,-13.697317
Neal Maupay,Marseille,FW,27.0,4bcf39f6,FRA,-0.89374876,-17.701574
Aimen Moueffek,Saint,MF,23.0,2591b066,FRA,-4.707078,-13.772042
Yunis Abdelhamid,Saint,DF,36.0,32c2d95f,MAR,-2.377688,-10.254404
Khalil Fayad,Montpellier,"MF,FW",20.0,faf00ab8,FRA,-5.1792154,-14.018739
Soungoutou Magassa,Monaco,MF,20.0,dfc5d4fa,FRA,-3.7316024,-13.498506
Mohammed Salisu,Monaco,DF,25.0,0b33f6ad,GHA,-2.50805,-11.969656
Warren Kamanzi,Toulouse,"DF,MF",23.0,a426a912,NOR,-4.4544353,-14.193404
Saidou Sow,Strasbourg,DF,22.0,f6b94e8d,GUI,-1.9540284,-10.957181
Théo Sainte-Luce,Montpellier,DF,25.0,93c942fb,FRA,-5.986059,-14.711879
Rémy Cabella,Lille,"FW,MF",34.0,148e136f,FRA,-1.9332675,-15.590476
Paul Joly,Auxerre,DF,24.0,5b4bc323,FRA,-4.7532225,-15.226032
Oussama Targhalline,Le Havre,MF,22.0,abd56820,MAR,-4.833213,-12.981776
Edon Zhegrova,Lille,"FW,MF",25.0,34a88e3e,KVX,-1.9501415,-16.248865
Yanis Zouaoui,Le Havre,"DF,FW",30.0,ec724366,ALG,-3.261763,-15.913539
Abdukodir Khusanov,Lens,DF,20.0,d17ce930,UZB,-1.9903553,-10.981059
Anthony Rouault,Rennes,DF,23.0,9b545925,FRA,-2.1570885,-11.593268
Ado Onaiwu,Auxerre,"MF,FW",28.0,ff4df82e,JPN,-1.3103259,-17.774738
Junior Mwanga,Le Havre,MF,21.0,ee158be5,FRA,-3.7385309,-14.087035
Thiago Almada,Lyon,"MF,FW",23.0,27f33438,ARG,-1.8083452,-15.233715
Sael Kumbedi,Lyon,DF,19.0,c385bf49,FRA,-4.85887,-14.245561
Marcus Coco,Nantes,DF,28.0,3010aefb,FRA,-5.285465,-14.996123
Abakar Sylla,Strasbourg,DF,21.0,29c91632,CIV,-2.7903855,-10.735416
Yael Mouanga,Montpellier,DF,19.0,153e48e0,FRA,-2.0976672,-10.268447
Antoine Joujou,Le Havre,"MF,FW",21.0,f9124307,FRA,-1.8633955,-16.853933
Ibrahima Niane,Angers,FW,25.0,46faabfa,SEN,-1.1389387,-18.004305
Theo Bair,Auxerre,FW,24.0,c724745e,CAN,-0.8454212,-18.233223
Ulisses Garcia,Marseille,DF,28.0,c952f633,SUI,-3.1047916,-14.625024
Jérémy Jacquet,Rennes,DF,19.0,cef70c94,FRA,-3.3268926,-12.340394
Baptiste Santamaria,Nice,MF,29.0,5e22e2a4,FRA,-3.9632025,-13.118382
Khvicha Kvaratskhelia,Paris S,FW,23.0,dea88efd,GEO,-1.7607102,-15.869289
Wesley Saïd,Lens,FW,29.0,90fcf472,FRA,-1.5756215,-17.582275
Ismaily,Lille,DF,34.0,cf182add,BRA,-4.082898,-14.989721
Romain Faivre,Brest,"MF,FW",26.0,745ca0a3,FRA,-1.90908,-16.533468
Hiroki Sekine,Reims,DF,21.0,7304dd80,JPN,-5.8971424,-14.945332
Goduine Koyalipou,Lens,FW,24.0,2659a508,CTA,-0.5456354,-17.701263
Lucas Hernández,Paris S,DF,28.0,c3ee18ef,FRA,-1.9685746,-12.53407
Mathis Amougou,Saint,MF,18.0,f93cca97,FRA,-4.953322,-13.14648
Mamadou Diakhon,Reims,"FW,MF",18.0,331c5a98,FRA,-1.7853527,-16.769005
Mohamed Abdelmoneim,Nice,DF,25.0,bff15d74,EGY,-2.8977122,-11.631715
Koka,Le Havre,FW,31.0,9fc2531b,EGY,-0.5820408,-17.700577
Zinedine Ferhat,Angers,"FW,MF",31.0,005c0807,ALG,-2.832546,-16.415823
Seko Fofana,Rennes,MF,29.0,5313ed43,CIV,-2.632905,-14.261238
Antoine Mendy,Nice,DF,20.0,3322e296,SEN,-4.763441,-14.565642
Ibrahim Sissoko,Saint,FW,28.0,a170541f,MLI,-1.003908,-18.169785
Louis Leroux,Nantes,"MF,DF",18.0,88972aa9,FRA,-4.4789257,-14.005599
Albert Grønbaek,Rennes,"MF,FW",23.0,0da5076f,DEN,-2.241021,-16.611229
Senny Mayulu,Paris S,MF,18.0,bac89b96,FRA,-2.3835633,-14.669994
Jonathan Rowe,Marseille,"FW,MF",21.0,8c12f884,ENG,-1.3176705,-16.306097
Alidu Seidu,Rennes,DF,24.0,cea59f02,GHA,-4.713512,-14.690523
Yoann Salmier,Le Havre,DF,31.0,c3725db2,GUF,-2.1882753,-10.307032
Yvann Macon,Saint,DF,25.0,0bb6e193,FRA,-5.6361756,-14.597936
Jordan Amavi,Brest,DF,30.0,22721b88,FRA,-5.6309366,-14.653092
Tom Louchet,Nice,"DF,MF",21.0,f999e9be,FRA,-4.1802225,-15.160822
Sekou Mara,Strasbourg,"FW,MF",22.0,3544641e,FRA,-1.3590446,-18.23492
Maxime Bernauer,Saint,DF,26.0,43750e5d,FRA,-1.9397318,-11.325159
Boubakar Kouyaté,Montpellier,DF,27.0,562a4799,MLI,-2.579279,-10.45378
Teddy Teuma,Reims,MF,30.0,5c26ca51,MLT,-3.2826958,-14.982902
Angel Gomes,Lille,MF,23.0,645a3363,ENG,-2.5004995,-15.244422
Saïd Benrahma,Lyon,"FW,MF",28.0,5a04fd92,ALG,-1.9229203,-16.173162
Augustine Boakye,Saint,"FW,MF",23.0,59e9edb5,GHA,-1.8321255,-17.157272
Mathieu Cafaro,Saint,"MF,FW",27.0,2a657da0,FRA,-2.378467,-17.250502
Rayan Raveloson,Auxerre,"MF,DF",27.0,fb3236a7,MAD,-4.400728,-12.61376
George Ilenikhena,Monaco,FW,17.0,78c3ad07,NGA,-0.31710225,-17.389238
Lucas Mincarelli,Montpellier,DF,20.0,02b3733e,FRA,-5.977257,-14.43888
Jacques Ekomie,Angers,"DF,FW",20.0,8d5016e6,GAB,-5.411662,-13.954976
Mikayil Ngor Faye,Rennes,DF,20.0,b37ae816,SEN,-2.4675195,-12.082526
Abdulai Juma Bah,Lens,DF,18.0,7b505397,SLE,-1.8696675,-10.825441
Pol Lirola,Marseille,DF,26.0,ff800ed8,ESP,-4.063109,-14.73121
