isomap_1,isomap_2,isomap_3,isomap_4,isomap_5,player_name,equipe,positions
21.34972628343015,-3.5169629662336663,-3.248006637042691,-4.3455095893124716,2.890559678105829,Jordan Lefort,Angers,DF
13.121149284872514,12.603721973821871,-9.554450690168899,9.577624956413294,-0.4785418436355135,Andrey Santos,Strasbourg,MF
4.603435666270754,6.032461650997048,-6.280410019213391,9.65664474980591,-0.07512653086659901,Valentin Atangana Edoa,Reims,MF
3.5561462564442294,17.812337447634636,-6.335513519541735,-1.3979218715462771,4.0401561497616925,Himad Abdelli,Angers,"MF,FW"
-15.24416566631964,27.481905590329536,-2.3318454893079195,-6.602610018382916,3.40104190689058,Mason Greenwood,Marseille,"FW,MF"
-16.465619190150026,21.11655253664347,-0.5741671627844005,-0.2945081032111762,0.014698801662663932,Zuriko Davitashvili,Saint,"FW,MF"
18.623917801475578,-3.9553404830743,-2.2477520500135997,-2.4578242625226965,1.7575261683913128,Gautier Lloris,Le Havre,DF
-18.179428489115814,7.337642202406463,-7.9630947004723245,-1.3528344566612818,-0.7388245956288366,Matthis Abline,Nantes,FW
22.89611585592778,-2.7443224293578887,-4.140161357847809,-4.618850551917222,0.751719098597129,Bafodé Diakité,Lille,DF
7.27325249151867,14.719308317299765,6.290079344813321,-1.179860329225206,-6.4385888407338685,Adrien Truffert,Rennes,"DF,MF"
19.00154295193839,0.8450156804543835,-2.234068125334107,-6.720448552141723,0.179773564697304,Moussa Niakhate,Lyon,DF
19.84322672721206,8.080970842437019,-0.16086409718490258,-4.046248873271107,-4.7724614129947645,Guela Doué,Strasbourg,DF
25.729601655929642,3.803279548554457,-4.061796473544533,-11.491422551922698,-1.4375051188352868,Alexsandro Ribeiro,Lille,DF
10.279629846135284,13.948224724080811,-2.1135274665594217,12.887298293160041,3.038532412696189,Cristian Cásseres Jr.,Toulouse,MF
14.858494107760453,13.531799512525609,-8.935252054344684,10.316623221434783,-2.1369746274265293,Benjamin André,Lille,MF
-6.878354025816837,23.28419088372326,15.224204092135237,-0.6667279977448874,5.163387543974369,Gaëtan Perrin,Auxerre,"MF,FW"
-1.8918377943792362,22.249973513943004,14.316573481433103,-3.1790521175341153,1.3807189264486337,Junya Ito,Reims,"FW,MF"
5.788322926945317,18.96052216214639,5.767231684212289,2.4136967566055807,-1.2542118232596842,Aron Dønnum,Toulouse,"DF,MF"
11.398833093088635,12.318119709411825,9.330591319926434,-2.9027888204488503,-2.0520373442205115,Kenny Lala,Brest,DF
12.935862159627904,10.061462693144406,6.05326004039511,-0.6220908500908067,-8.283925168783957,Florent Hanin,Angers,DF
21.042369588250704,13.90730423181328,-3.7704704396969486,-2.0907413344335004,4.09607496341179,Pierre Højbjerg,Marseille,MF
2.246203946417494,12.211323284859844,-8.974331245180975,5.912567357663513,-2.512684406388565,Mahdi Camara,Brest,"MF,FW"
-9.720081260962838,10.05799332967345,-6.206848507549975,-4.730339622834309,-2.8334195990831215,Keito Nakamura,Reims,"FW,MF"
16.124632753190685,-9.549174295494456,-6.478064478007632,-3.588034725372873,7.619972258862219,Jubal,Auxerre,DF
19.261740631114574,-0.13933488407583008,-2.875080963649357,-6.708222330761093,0.1124596959785831,Ismaël Doukouré,Strasbourg,"DF,MF"
12.90778335544989,2.838630387770615,-0.3952834742977255,0.8396108810238823,-5.551838310897728,Léo Pétrot,Saint,DF
15.731004177263575,-7.772904808081452,-2.1487174035938663,-1.9879097434207744,2.32281831773842,Jean-Charles Castelletto,Nantes,"DF,MF"
9.652224773302688,19.75547311495203,-6.2124721719204485,8.02432744296517,-3.726461723084539,Adrien Thomasson,Lens,MF
-3.519066540126013,15.643206627979422,1.6170936052816631,-9.009975011511047,-1.0934322259070766,Luis Henrique,Marseille,"DF,FW"
-16.303062755458228,22.835823067845993,4.160885083098922,-4.912571901447727,-3.851904508886408,Moses Simon,Nantes,"FW,MF"
19.250685423912095,-4.972797280082664,-2.558264909755237,-3.183069104348265,4.735797779902453,Charlie Cresswell,Toulouse,DF
-16.361376676558542,3.133115400921142,-12.40785877525281,-4.616211625846106,4.221153637247474,Arnaud Kalimuendo,Rennes,"FW,MF"
13.33859096778748,4.177352393810758,-2.7416671720187704,2.1870289458883354,3.310329978512706,Pierre Ekwah Elimby,Saint,MF
0.26153498919947377,21.320297292754198,-1.580970897042494,-1.8453447844800457,-7.978520178213321,Diego Moreira,Strasbourg,"DF,MF"
-11.670573379448491,17.507343269862773,-10.076293952333007,-1.5641802343876547,-3.1100153331288656,Evann Guessand,Nice,"FW,MF"
-14.63867154819766,7.40317458065328,-11.628947371622242,-5.872994742729051,1.9120926448450242,Jonathan David,Lille,FW
18.650527120990414,7.066461460279844,-1.5103157773011175,1.0987825975901344,-0.8553820140948141,Facundo Medina,Lens,DF
7.690120606759177,5.172370557580575,2.818317364902048,-1.628224498066339,-4.407123487597617,Sergio Akieme,Reims,DF
-7.156053729637047,22.312853066314744,4.911809001055434,-7.125333984723882,0.9497117947925497,Dilane Bakwa,Strasbourg,"MF,DF"
13.470191052627511,-5.148528099702332,-2.5304239740398407,-1.265873879021699,1.0047672829678163,Mark McKenzie,Toulouse,DF
-16.440802012011144,-0.7664255250137844,-10.312007051369468,3.557045906592409,-1.5992360319709975,Ludovic Ajorque,Brest,FW
14.460675536222295,-3.7373497616172022,-0.5710113266374958,4.012238247467045,1.3123559756912266,Clément Akpa,Auxerre,DF
1.9242573241766685,17.40088854583569,-11.408892297225595,-5.865645508668479,-1.243698320848837,Adrien Rabiot,Marseille,MF
