,PC1,PC2,PC3,player_name,equipe,positions
0,6.22865612409868,11.015764323600557,-1.5168275007091823,Jordan Lefort,Angers,DF
1,10.085191651129815,5.2053218265882055,-3.989273563436463,Andrey Santos,Strasbourg,MF
2,4.236191257650294,2.1207447565945765,-4.274949963915412,Valentin Atangana Edoa,Reims,MF
3,13.148234701814943,-2.073551518427705,-1.2093525615950502,Himad Abdelli,Angers,"MF,FW"
4,15.666730052235833,-12.865178755748826,-2.9373873985267767,Mason Greenwood,Marseille,"FW,MF"
5,10.094483436347259,-11.819571624771823,-0.8020899947159682,Zuriko Davitashvili,Saint,"FW,MF"
6,3.883204961247732,9.451265242204567,-3.2362381834349647,Gautier Lloris,Le Havre,DF
7,3.0705080869544186,-8.494778506319584,-6.204545870035445,Matthis Abline,Nantes,FW
8,6.677285208142112,10.555531666164775,-3.514878624851879,Bafodé Diakité,Lille,DF
9,9.979710639199258,-0.263340505715297,2.363431210023164,Adrien Truffert,Rennes,"DF,MF"
10,4.9912039369918695,9.774680290488666,-1.5449845514455929,Moussa Niakhate,Lyon,DF
11,9.752235141818147,8.055585829337543,-1.2677232968019454,Guela Doué,Strasbourg,DF
12,9.594915075618822,11.832468874032312,-2.9263524693853658,Alexsandro Ribeiro,Lille,DF
13,10.081199053927977,3.384267081777948,2.7847394938673116,Cristian Cásseres Jr.,Toulouse,MF
14,12.338915011063913,6.493711110145787,-4.311936980451067,Benjamin André,Lille,MF
15,13.695361144252649,-10.113705869097222,7.986965560251861,Gaëtan Perrin,Auxerre,"MF,FW"
16,13.082789325135094,-7.9418962972179115,6.2650968043060065,Junya Ito,Reims,"FW,MF"
17,11.445863929447842,-2.602993297188807,3.6472237704209847,Aron Dønnum,Toulouse,"DF,MF"
18,11.15732166282387,4.29609721783577,4.0966724503585885,Kenny Lala,Brest,DF
19,8.930875196526252,4.861912080649068,2.764632726859862,Florent Hanin,Angers,DF
20,16.529925953911224,7.126667764546664,0.9616124460302591,Pierre Højbjerg,Marseille,MF
21,7.217224422623343,-1.7968882113925244,-3.5560212076947573,Mahdi Camara,Brest,"MF,FW"
22,4.623783439453581,-6.951242457224679,-3.3140311300439875,Keito Nakamura,Reims,"FW,MF"
23,1.7009264762511807,7.559829209990147,-4.8048160953815255,Jubal,Auxerre,DF
24,3.7797224797179765,7.577842378822744,-1.886119050995129,Ismaël Doukouré,Strasbourg,"DF,MF"
25,4.691555501051995,5.86354791261459,-0.5936146920330235,Léo Pétrot,Saint,DF
26,1.4613719436696293,7.391139199600184,-2.888984310156467,Jean-Charles Castelletto,Nantes,"DF,MF"
27,13.185497701895338,-0.9584285909008063,-2.305868965493252,Adrien Thomasson,Lens,MF
28,8.22586936708795,-5.03080105483946,1.5009993592312034,Luis Henrique,Marseille,"DF,FW"
29,10.90575757474502,-13.561571330758662,2.1757776807178386,Moses Simon,Nantes,"FW,MF"
30,3.4452831786605422,8.012930781967128,-4.995360136873351,Charlie Cresswell,Toulouse,DF
31,2.252075584773276,-7.8584114937520715,-6.976317176524853,Arnaud Kalimuendo,Rennes,"FW,MF"
32,5.695386513976724,6.232717377687476,-0.7042485484601374,Pierre Ekwah Elimby,Saint,MF
33,9.942601992968916,-3.676361589817303,0.08072383590410027,Diego Moreira,Strasbourg,"DF,MF"
34,7.2786619515886155,-10.836208368709269,-6.218248447686186,Evann Guessand,Nice,"FW,MF"
35,3.10600219103516,-8.522352026588331,-6.8200340503091175,Jonathan David,Lille,FW
36,8.906832701494682,6.752503110147261,-0.41453057266116955,Facundo Medina,Lens,DF
37,3.3842422702094743,1.759312981927155,1.2644580268385068,Sergio Akieme,Reims,DF
38,11.626386336244437,-8.881553403922604,4.145918627300306,Dilane Bakwa,Strasbourg,"MF,DF"
39,1.6261565163969327,7.656824813865593,-2.0981653454165734,Mark McKenzie,Toulouse,DF
40,1.4335095236600897,-4.599921203457427,-8.8655760990366,Ludovic Ajorque,Brest,FW
41,3.88285425148346,6.909800292449379,-0.5037782729741426,Clément Akpa,Auxerre,DF
42,8.852857257930813,-2.408480041862855,-4.137018823813339,Adrien Rabiot,Marseille,MF
43,4.6603957677328065,3.0150471915713415,1.238625187526499,Loïc Nego,Le Havre,"DF,FW"
44,7.534634186788125,4.946483425096137,0.05823051215810546,Michael Amir Murillo,Marseille,DF
45,7.29348484355525,0.23718943719399002,-2.6899530363639825,Hicham Boudaoui,Nice,MF
46,1.7531323147237658,8.144273746150812,-2.647651570841597,Brendan Chardonnet,Brest,DF
47,13.302710543338122,-9.326704301014628,-1.6580425019834943,Maghnes Akliouche,Monaco,"FW,MF"
48,6.532104162458589,1.6044727545670376,1.1834232427053357,Vincent Sierro,Toulouse,MF
49,4.253187887776356,8.775650128812938,-2.066779017657539,Thilo Kehrer,Monaco,DF
50,4.990126230259009,6.684150440830643,-0.15381793579005346,Clinton Mata,Lyon,DF
51,2.4269561358032066,8.529861525696468,-2.5225295361834643,Mamadou Sarr,Strasbourg,DF
52,14.894614457704838,-3.301187684031138,11.018016272825644,Téji Savanier,Montpellier,MF
53,8.253860934925635,-1.4908497902557836,-0.7129071816099232,Lorenz Assignon,Rennes,"DF,MF"
54,3.7483361889751903,-2.484262173055478,-1.0293192350473932,Habib Diarra,Strasbourg,"MF,FW"
55,4.9795379727351365,5.515269813241482,1.7556288608187853,Pedro Chirivella,Nantes,MF
56,1.0999841145731275,3.810888429089264,-1.3012525762564937,Elisha Owusu,Auxerre,MF
57,5.62354672050394,-8.377067304128937,-3.0909647709271826,Yann Gboho,Toulouse,"MF,FW"
