tsne_1,tsne_2,tsne_3,player_name,equipe,positions
-33.98385,76.75324,0.13712686,Hamed Junior Traorè,Auxerre,MF
-10.490197,-33.538776,51.815178,Azor Matusiwa,Rennes,MF
-53.70697,-45.855373,-50.130928,Achraf Hakimi,Paris S,DF
49.90391,-11.844591,-23.12602,Vanderson,Monaco,DF
26.09652,12.31806,-68.45856,Lamine Camara,Monaco,MF
-45.61292,130.6215,-30.495983,Alexandre Lacazette,Lyon,FW
58.303467,34.154434,23.49834,Nicolas Cozza,Nantes,"DF,MF"
-38.15336,-53.48749,-24.606722,Warren Zaïre-Emery,Paris S,"MF,DF"
5.4827113,15.980608,46.53024,Johann Lepenant,Nantes,MF
70.19826,-2.2575788,8.155454,Carlens Arcus,Angers,DF
-68.061485,-59.11324,-37.86455,Vitinha,Paris S,MF
-80.72137,17.364368,-39.274185,Rayan Cherki,Lyon,"FW,MF"
-41.615322,-85.45332,-8.073517,Geoffrey Kondogbia,Marseille,"DF,MF"
25.851936,-86.0378,47.802853,Nicolas Pallois,Nantes,DF
57.25657,-84.68037,23.7786,Dylan Batubinsika,Saint,DF
-34.691963,-119.60316,-13.716293,Lucas Beraldo,Paris S,DF
-16.203075,-52.974358,-11.640077,Nemanja Matić,Lyon,MF
-26.873672,87.46991,-17.333685,Josué Casimir,Le Havre,"FW,MF"
41.562656,-2.1578658,-26.250471,Ainsley Maitland-Niles,Lyon,DF
66.12681,3.458258,16.913914,Aurélio Buta,Reims,DF
-17.419039,-88.90984,-6.443041,Dante,Nice,DF
14.515182,8.706776,51.969402,Jean-Eudes Aholou,Angers,MF
34.8141,-86.75362,13.622946,Sinaly Diomande,Auxerre,DF
58.657757,-4.3596287,-20.620712,Melvin Bard,Nice,"DF,MF"
-7.4598727,-130.423,14.494046,Youssouf Ndayishimiye,Nice,DF
14.04143,8.798805,-48.94976,Caio Henrique Oliveira Silva,Monaco,DF
21.69842,-21.77859,-17.0135,Thomas Meunier,Lille,DF
-55.336174,-46.032562,-35.060173,Fabián Ruiz Peña,Paris S,MF
-10.236297,85.314735,16.736761,Issa Soumaré,Le Havre,"FW,MF"
26.728397,-39.310833,-20.427292,Nicolás Tagliafico,Lyon,DF
-13.092439,113.249,-3.4405055,Zakaria Aboukhlal,Toulouse,"MF,FW"
68.1394,10.65637,1.0172517,Enzo Tchato,Montpellier,DF
-23.963446,65.75691,-31.928272,Farid El Melali,Angers,FW
21.088326,-21.843018,44.626205,Joris Chotard,Montpellier,MF
-27.367,90.831566,33.99223,Lucas Stassin,Saint,FW
-44.82672,-43.767227,-36.131382,João Neves,Paris S,"MF,DF"
-4.577537,105.703926,-22.887218,Breel Embolo,Monaco,"FW,MF"
-34.987503,121.65082,-29.734293,Gaëtan Laborde,Nice,FW
39.45086,27.197287,-1.9274193,Deiver Machado,Lens,"DF,MF"
64.56179,-82.4967,45.451134,Becir Omeragic,Montpellier,DF
11.637177,86.22193,-29.4547,Florian Sotoca,Lens,"FW,MF"
10.086483,-23.86485,62.47368,Haris Belkebla,Angers,MF
27.422276,15.21278,-14.191655,Gabriel Gudmundsson,Lille,DF
-6.803966,27.346977,22.933273,Félix Lemaréchal,Strasbourg,"MF,FW"
-6.2760115,-12.742585,41.010868,Pablo Rosario,Nice,"MF,DF"
-1.8240659,-41.663273,4.499768,Jordan Ferri,Montpellier,MF
9.946989,-14.69209,21.093796,Benjamin Bouchouari,Saint,MF
-16.669386,30.324013,-39.127247,Hákon Arnar Haraldsson,Lille,"MF,FW"
-32.04881,96.80308,-0.06467941,Jim Allevinah,Angers,FW
-55.54405,27.18992,-40.512653,Eliesse Ben Seghir,Monaco,"MF,FW"
-4.637282,-63.630116,-6.9261765,Aïssa Mandi,Lille,DF
-80.56397,33.81529,-30.809626,Ousmane Dembélé,Paris S,FW
-84.02236,15.213269,-9.133428,Désiré Doué,Paris S,"FW,MF"
-36.443977,-131.20602,-18.056719,Marquinhos,Paris S,DF
19.033888,-74.57107,28.54471,Abdoulaye Niakhate Ndiaye,Brest,DF
2.4534292,-125.34895,-31.650871,Joseph Okumu,Reims,DF
-2.4978878,108.383644,43.21669,Marshall Munetsi,Reims,MF
22.390251,19.383837,43.42124,Rabby Nzingoula,Montpellier,MF
-13.279872,-75.24023,1.841352,Hans Hateboer,Rennes,DF
96.89562,6.3983297,4.276596,Massadio Haïdara,Brest,DF
-63.132046,-39.399887,-44.38289,Nuno Mendes,Paris S,DF
-14.297263,104.777336,4.9276137,Joshua King,Toulouse,"FW,MF"
-76.45362,9.925949,-45.402122,Lee Kang-in,Paris S,"FW,MF"
98.664314,-77.23451,-2.3704548,Gabriel Osho,Auxerre,DF
-22.501116,101.17674,36.944607,Esteban Lepaul,Angers,FW
-30.547497,106.90547,11.181864,Oumar Diakité,Reims,FW
66.320984,-124.53291,-42.473156,Mohamed Ali Cho,Nice,"FW,MF"
7.006472,9.357118,-33.088715,Quentin Merlin,Marseille,DF
-61.757145,50.12278,-13.592053,Malick Fofana,Lyon,FW
31.8004,25.493437,-88.36148,Neil El Aynaoui,Lens,MF
14.104957,-100.47816,-1.2423334,Duje Ćaleta-Car,Lyon,DF
-14.571074,70.111046,-54.88902,Mathias Pereira Lage,Brest,"FW,MF"
-45.093678,-67.573265,-16.090252,Valentin Rongier,Marseille,"MF,DF"
-11.570744,-36.301247,-21.736307,Jordan Veretout,Lyon,MF
-20.055609,-38.68775,-45.73961,Pierre Lees-Melou,Brest,MF
3.1237166,18.749617,59.520645,Yassin Belkhdim,Angers,MF
-18.306728,114.97734,20.793829,Frank Magri,Toulouse,"FW,MF"
38.57182,-107.60904,25.744783,Nathan Zeze,Nantes,DF
55.594627,-99.746254,54.862717,Abdoulaye Bamba,Angers,DF
-9.86892,-91.87928,28.995878,Christian Mawissa,Monaco,DF
11.348486,79.88087,1.1630483,Tanguy Coulibaly,Montpellier,"FW,MF"
-38.842335,123.30042,6.284627,M'Bala Nzola,Lens,FW
36.870907,-27.21259,-69.29431,Kévin Danois,Auxerre,MF
43.22638,-106.21453,10.784558,Christopher Wooh,Rennes,DF
-13.709798,115.6621,36.919804,André Ayew,Le Havre,FW
-42.340405,107.12767,-34.933098,Georges Mikautadze,Lyon,FW
-25.240389,-94.124115,-27.404913,Derek Cornelius,Marseille,DF
-17.909054,22.57689,-59.001507,Anass Zaroury,Lens,"FW,MF"
42.44023,16.21375,-30.42472,Ali Abdi,Nice,"DF,MF"
15.9789,-4.6101236,-32.80627,Przemysław Frankowski,Lens,DF
-4.7662764,-110.23869,-31.47676,Malang Sarr,Lens,DF
57.8557,-105.53018,12.007686,Julien Le Cardinal,Brest,DF
33.04701,-101.926865,68.19886,Emmanuel Biumla,Angers,DF
52.790676,22.056633,-67.42569,Kamory Doumbia,Brest,"MF,FW"
-9.712841,27.599134,-70.68799,Sorba Thomas,Nantes,"FW,MF"
12.751451,40.892082,-32.70404,Lilian Raolisoa,Angers,"DF,FW"
1.6638862,-38.311687,62.814587,Amadou Koné,Reims,MF
-56.27793,32.39148,-11.967608,Osame Sahraoui,Lille,"FW,MF"
-24.957766,-47.606274,-19.785168,André Gomes,Lille,MF
-6.8209176,-133.66257,-30.473415,Emmanuel Agbadou,Reims,DF
-18.750536,48.988968,-70.48104,Romain Del Castillo,Brest,FW
-5.733382,107.782425,15.533267,Mostafa Mohamed,Nantes,FW
-16.315031,-41.173367,6.3129587,Florian Tardieu,Saint,MF
-5.536603,-144.81302,18.80324,Arouna Sangante,Le Havre,DF
-14.050932,87.65818,30.604933,Abdallah Sima,Brest,"FW,MF"
-4.629573,-44.385143,-31.479744,Tanner Tessmann,Lyon,MF
-10.909303,-120.073746,-21.73617,Lilian Brassier,Rennes,DF
86.11408,6.0546618,37.974247,Falaye Sacko,Montpellier,DF
-41.949154,125.63588,-44.873352,Mika Biereth,Monaco,FW
4.637187,-94.86186,9.236495,Leo Skiri Østigård,Rennes,DF
14.556382,-35.557713,-48.42141,Ngal'Ayel Mukau,Lille,MF
-15.610753,88.138336,-9.818118,Shavy Babicka,Toulouse,"MF,FW"
43.218933,-18.15176,-71.73028,Jordan James,Rennes,MF
-6.3605685,5.970523,-75.45756,Christopher Operi,Le Havre,"DF,FW"
0.047566183,73.503395,7.743213,Arnaud Nordin,Montpellier,FW
58.57145,2.9034643,28.326092,Nhoa Sangui,Reims,"DF,MF"
67.60785,-35.83975,-5.89754,Valentín Barco,Strasbourg,"MF,DF"
81.3518,19.668274,9.624279,Issiaga Sylla,Montpellier,DF
-16.666876,7.8511763,0.16936103,Aleksandr Golovin,Monaco,"MF,FW"
6.719232,-9.984642,89.39761,Ayyoub Bouaddi,Lille,MF
-43.432564,101.46431,15.626571,Mama Samba Baldé,Brest,FW
-17.248068,20.504753,-42.019016,Mitchel Bakker,Lille,"FW,DF"
-25.488071,19.377378,44.61827,Tanguy Ndombele,Nice,MF
37.066204,-63.12092,47.94272,Mory Gbane,Reims,"DF,MF"
27.803759,-12.870289,-30.529886,Ruben Aguilar,Lens,"DF,MF"
-8.113217,-39.861595,-43.25327,Djaoui Cissé,Rennes,MF
37.079998,73.46189,3.88448,Wahbi Khazri,Montpellier,"FW,MF"
-49.09335,69.101685,8.074456,Musa Al-Taamari,Montpellier,"FW,MF"
71.25871,22.35388,30.65284,Timothee Pembele,Le Havre,DF
26.89526,-59.901955,48.54437,Jaydee Canvot,Toulouse,"DF,MF"
38.733,-49.80866,43.884956,Edimilson Fernandes,Brest,"MF,DF"
-57.615765,37.7147,-55.3436,Badredine Bouanani,Nice,"MF,FW"
31.478449,2.612954,-18.681696,Abner,Lyon,DF
0.32542515,-89.71626,-9.548635,Kevin Danso,Lens,DF
0.493228,117.33879,-3.4726813,Akor Adams,Montpellier,FW
-31.023859,137.73923,-26.50409,Gonçalo Ramos,Paris S,FW
-57.799778,72.676895,-15.235816,Matias Fernandez-Pardo,Lille,"FW,MF"
-50.4757,31.897501,-68.07517,Sofiane Diop,Nice,"MF,FW"
-33.25092,80.86596,25.281279,Irvin Cardona,Saint,FW
15.486564,36.260258,52.10989,Rassoul Ndiaye,Le Havre,MF
-40.80903,51.29189,-6.089803,Jeremie Boga,Nice,"MF,FW"
-11.125856,36.424572,-3.025539,Ernest Nuamah,Lyon,"FW,MF"
-50.87838,62.983025,-73.71891,Amine Gouiri,Marseille,"FW,MF"
-2.9133832,-7.7250996,60.115467,Han-Noah Massengo,Auxerre,MF
-47.58963,18.504648,-43.532578,Angelo Fulgini,Lens,"MF,FW"
38.22893,-38.765694,-65.95921,Louis Mouton,Saint,MF
-31.300251,83.7585,47.002148,Neal Maupay,Marseille,FW
6.202303,9.0319195,33.87439,Aimen Moueffek,Saint,MF
54.260975,-69.27304,59.020878,Yunis Abdelhamid,Saint,DF
24.994436,-8.437703,23.357466,Khalil Fayad,Montpellier,"MF,FW"
34.60195,-49.6968,-47.011536,Soungoutou Magassa,Monaco,MF
-17.33457,-105.08775,13.65388,Mohammed Salisu,Monaco,DF
19.599607,14.785509,6.6763697,Warren Kamanzi,Toulouse,"DF,MF"
61.341354,-73.84751,18.352743,Saidou Sow,Strasbourg,DF
74.29051,35.56324,24.179598,Théo Sainte-Luce,Montpellier,DF
-33.260063,3.0321782,-37.728065,Rémy Cabella,Lille,"FW,MF"
55.717873,-26.783386,-27.409986,Paul Joly,Auxerre,DF
34.75131,-15.36394,46.694683,Oussama Targhalline,Le Havre,MF
-34.798138,37.616013,-50.07508,Edon Zhegrova,Lille,"FW,MF"
3.9299421,8.117219,-70.22271,Yanis Zouaoui,Le Havre,"DF,FW"
39.160896,-126.47329,21.445225,Abdukodir Khusanov,Lens,DF
0.7459784,-106.52729,2.049908,Anthony Rouault,Rennes,DF
-12.591796,76.43981,32.93846,Ado Onaiwu,Auxerre,"MF,FW"
54.691265,-14.873207,-76.592354,Junior Mwanga,Le Havre,MF
-71.05994,7.1225905,-58.056705,Thiago Almada,Lyon,"MF,FW"
31.189657,1.9920516,-4.658518,Sael Kumbedi,Lyon,DF
82.78009,12.295059,-15.02081,Marcus Coco,Nantes,DF
39.425507,-94.12775,0.9172031,Abakar Sylla,Strasbourg,DF
56.756886,-89.79136,47.515316,Yael Mouanga,Montpellier,DF
6.4734893,47.248863,5.1558495,Antoine Joujou,Le Havre,"MF,FW"
-6.932258,122.55416,-22.58752,Ibrahima Niane,Angers,FW
0.4180347,125.523125,21.16662,Theo Bair,Auxerre,FW
-40.366093,-25.435543,7.111447,Ulisses Garcia,Marseille,DF
-9.417375,-69.510574,16.339376,Jérémy Jacquet,Rennes,DF
5.8015866,-55.25632,51.732494,Baptiste Santamaria,Nice,MF
-81.71061,22.712223,-16.532187,Khvicha Kvaratskhelia,Paris S,FW
