method,tag,eps,min_samples,silhouette,calinski_harabasz,davies_bouldin,n_clusters,n_noise,silhouette_rank,calinski_harabasz_rank,davies_bouldin_rank
tsne,joueurs_ligue1_tSNE_custom,0.9521711055021824,20,0.37869527367174755,114.2201279633516,0.9073610823185558,4,151,1.0,2.0,1.0
