method,tag,eps,min_samples,silhouette,calinski_harabasz,davies_bouldin,n_clusters,n_noise,silhouette_rank,calinski_harabasz_rank,davies_bouldin_rank
tsne,joueurs_ligue1_tSNE_custom_GK,0.7280505676748186,20,0.6069949737288525,420.9011105374163,0.5722036296528038,4,215,1.0,1.0,1.0
