method,tag,n_clusters_param,linkage,silhouette,calinski_harabasz,davies_bouldin,n_clusters
isomap,joueurs_ligue1_ISOMap_per90,2,ward,0.14417067378496795,48.444409734573156,2.453174355998611,2
isomap,joueurs_ligue1_ISOMap_per90,2,complete,0.06524480785419608,27.335865568313853,2.9423494114857696,2
isomap,joueurs_ligue1_ISOMap_per90,2,average,0.3972290316462644,4.436469430115992,0.4534801889598148,2
isomap,joueurs_ligue1_ISOMap_per90,3,ward,0.18055384807246244,53.02524079461304,1.9767054085779734,3
isomap,joueurs_ligue1_ISOMap_per90,3,complete,0.08068189322821619,28.429399812218,2.7157167425437536,3
isomap,joueurs_ligue1_ISOMap_per90,3,average,0.23944619199927833,13.46907466944096,0.8863099547830852,3
isomap,joueurs_ligue1_ISOMap_per90,4,ward,0.2042043205923776,57.247997800194355,1.617632403413179,4
isomap,joueurs_ligue1_ISOMap_per90,4,complete,0.10466734650936386,33.43365008949464,2.2172660072256662,4
isomap,joueurs_ligue1_ISOMap_per90,4,average,0.11810870699668856,9.72173659884317,0.8298481420731089,4
isomap,joueurs_ligue1_ISOMap_per90,5,ward,0.23258369511083604,63.258031790800665,1.5076263080432235,5
isomap,joueurs_ligue1_ISOMap_per90,5,complete,0.12999049672933968,36.67917881489624,1.9557484018363094,5
isomap,joueurs_ligue1_ISOMap_per90,5,average,0.10534552919098739,16.258145548779748,1.1066543939525173,5
isomap,joueurs_ligue1_ISOMap_per90,6,ward,0.24446575859088118,62.23880992314112,1.3960774423682112,6
isomap,joueurs_ligue1_ISOMap_per90,6,complete,0.124490659017531,34.13120190288969,1.8144078947009976,6
isomap,joueurs_ligue1_ISOMap_per90,6,average,0.09001180649509262,13.75375625071061,1.0581387568017435,6
isomap,joueurs_ligue1_ISOMap_per90,7,ward,0.23877410329987303,60.635339334123515,1.3668146239431678,7
isomap,joueurs_ligue1_ISOMap_per90,7,complete,0.11361131798787097,33.37662364472878,1.7452124081606168,7
isomap,joueurs_ligue1_ISOMap_per90,7,average,0.07750672192650708,17.696238419430774,1.104101735615195,7
isomap,joueurs_ligue1_ISOMap_per90,8,ward,0.2288718080778774,58.122871367788015,1.38852699242938,8
isomap,joueurs_ligue1_ISOMap_per90,8,complete,0.1077236068186841,36.330848959583584,1.619854807993174,8
isomap,joueurs_ligue1_ISOMap_per90,8,average,0.09190320071301658,21.76851503025881,1.1697184755900063,8
isomap,joueurs_ligue1_ISOMap_per90,9,ward,0.22654521433122496,56.599442048183484,1.3308185646235389,9
isomap,joueurs_ligue1_ISOMap_per90,9,complete,0.13765362070408135,42.141414088492,1.4751200329832903,9
isomap,joueurs_ligue1_ISOMap_per90,9,average,0.08445896207350738,20.92846643676593,1.1409449481855214,9
isomap,joueurs_ligue1_ISOMap_per90,10,ward,0.2121441556680367,55.89801482240859,1.3015861046332569,10
isomap,joueurs_ligue1_ISOMap_per90,10,complete,0.13547638845859422,38.40898366075613,1.3660467704661723,10
isomap,joueurs_ligue1_ISOMap_per90,10,average,0.08073099936611268,19.18667172370604,1.1148526187802095,10
