method,tag,n_clusters_param,linkage,silhouette,calinski_harabasz,davies_bouldin,n_clusters
isomap,joueurs_ligue1_ISOMap_custom,3,ward,0.173756254992219,50.613607411068394,2.0645889055310587,3
isomap,joueurs_ligue1_ISOMap_custom,3,complete,0.16249939164237578,22.542565572677514,1.51230493082688,3
isomap,joueurs_ligue1_ISOMap_custom,3,average,0.2723364406697106,15.111959004628545,1.0514443974943137,3
isomap,joueurs_ligue1_ISOMap_custom,4,ward,0.1975188941293314,55.31184597622385,1.6914375737928382,4
isomap,joueurs_ligue1_ISOMap_custom,4,complete,0.15891008648522265,27.868095740003856,1.4874769743607263,4
isomap,joueurs_ligue1_ISOMap_custom,4,average,0.1910190472568458,19.94965554623851,1.3387114932957314,4
isomap,joueurs_ligue1_ISOMap_custom,5,ward,0.21092660795147225,58.86272199337915,1.5488079659558718,5
isomap,joueurs_ligue1_ISOMap_custom,5,complete,0.11689375182469132,33.32909836440907,1.7671619985487705,5
isomap,joueurs_ligue1_ISOMap_custom,5,average,0.14388440378687536,17.99278576420364,1.163758650752896,5
isomap,joueurs_ligue1_ISOMap_custom,6,ward,0.22701141848638398,61.75367941080749,1.342106517043354,6
isomap,joueurs_ligue1_ISOMap_custom,6,complete,0.11149095765088864,30.305972402901716,1.6181662424840637,6
isomap,joueurs_ligue1_ISOMap_custom,6,average,0.1267387261584837,20.651307118873397,1.2670736584659967,6
isomap,joueurs_ligue1_ISOMap_custom,7,ward,0.2387589451366389,64.38022894705031,1.2487994395009723,7
isomap,joueurs_ligue1_ISOMap_custom,7,complete,0.12344579494339021,34.718150676292964,1.6492293169402708,7
isomap,joueurs_ligue1_ISOMap_custom,7,average,0.11711944218282436,17.869813897510593,1.1795545171300275,7
isomap,joueurs_ligue1_ISOMap_custom,8,ward,0.23733679795349985,60.596497082913125,1.3649732889171127,8
isomap,joueurs_ligue1_ISOMap_custom,8,complete,0.13464799545785144,39.45143569650381,1.4504832680251003,8
isomap,joueurs_ligue1_ISOMap_custom,8,average,0.10743282081359029,15.608158612177283,1.0640953568324383,8
isomap,joueurs_ligue1_ISOMap_custom,9,ward,0.19773772133734627,57.58836634538389,1.3708884312763787,9
isomap,joueurs_ligue1_ISOMap_custom,9,complete,0.18424476136812026,47.9344535633005,1.3462668671700098,9
isomap,joueurs_ligue1_ISOMap_custom,9,average,0.13422522965587438,23.090616246625995,1.1819651697358353,9
isomap,joueurs_ligue1_ISOMap_custom,10,ward,0.20304550874186603,55.349434372535086,1.3663213622550887,10
isomap,joueurs_ligue1_ISOMap_custom,10,complete,0.17076986118267137,43.79269795826694,1.377695711935266,10
isomap,joueurs_ligue1_ISOMap_custom,10,average,0.1669387005455722,30.071389016202637,1.18796155690338,10
