method,tag,eps,min_samples,silhouette,calinski_harabasz,davies_bouldin,n_clusters,n_noise
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.0276372359517785,5,,,,1,0
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.052633860811361,5,,,,1,0
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.0776304856709435,5,,,,1,0
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.102627110530526,5,,,,1,0
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.1276237353901086,5,,,,1,0
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.1526203602496912,5,,,,1,0
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.1776169851092737,5,,,,1,0
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.2026136099688562,5,,,,1,0
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.2276102348284388,5,,,,1,0
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.2526068596880213,5,,,,1,0
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.2776034845476039,5,,,,1,0
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.3026001094071864,5,,,,1,0
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.327596734266769,5,,,,1,0
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.3525933591263515,5,,,,1,0
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.377589983985934,5,,,,1,0
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.0276372359517785,7,,,,1,2
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.052633860811361,7,,,,1,1
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.0776304856709435,7,,,,1,1
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.102627110530526,7,,,,1,0
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.1276237353901086,7,,,,1,0
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.1526203602496912,7,,,,1,0
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.1776169851092737,7,,,,1,0
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.2026136099688562,7,,,,1,0
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.2276102348284388,7,,,,1,0
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.2526068596880213,7,,,,1,0
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.2776034845476039,7,,,,1,0
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.3026001094071864,7,,,,1,0
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.327596734266769,7,,,,1,0
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.3525933591263515,7,,,,1,0
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.377589983985934,7,,,,1,0
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.0276372359517785,10,,,,1,11
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.052633860811361,10,,,,1,8
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.0776304856709435,10,,,,1,3
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.102627110530526,10,,,,1,0
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.1276237353901086,10,,,,1,0
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.1526203602496912,10,,,,1,0
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.1776169851092737,10,,,,1,0
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.2026136099688562,10,,,,1,0
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.2276102348284388,10,,,,1,0
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.2526068596880213,10,,,,1,0
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.2776034845476039,10,,,,1,0
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.3026001094071864,10,,,,1,0
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.327596734266769,10,,,,1,0
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.3525933591263515,10,,,,1,0
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.377589983985934,10,,,,1,0
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.0276372359517785,15,0.2472761888137836,131.55189450918152,1.2566708642072961,4,60
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.052633860811361,15,0.2825079691109878,161.41973518443777,1.0549705270505532,3,45
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.0776304856709435,15,0.3916271290413703,260.52653821040917,1.0296660035684826,2,30
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.102627110530526,15,,,,1,14
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.1276237353901086,15,,,,1,4
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.1526203602496912,15,,,,1,1
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.1776169851092737,15,,,,1,0
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.2026136099688562,15,,,,1,0
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.2276102348284388,15,,,,1,0
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.2526068596880213,15,,,,1,0
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.2776034845476039,15,,,,1,0
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.3026001094071864,15,,,,1,0
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.327596734266769,15,,,,1,0
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.3525933591263515,15,,,,1,0
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.377589983985934,15,,,,1,0
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.0276372359517785,20,0.5553673526562667,286.15340955434084,0.6924018839080607,3,179
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.052633860811361,20,0.5033667662797789,257.1942708026744,0.7604275314731271,3,147
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.0776304856709435,20,0.49340626436853763,267.2510168613256,0.772744961278816,3,135
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.102627110530526,20,0.22959877238872348,150.44172178025838,0.9534701116258752,4,98
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.1276237353901086,20,0.4361828915593142,293.87299425890984,0.9243027723434932,2,59
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.1526203602496912,20,0.3991131032112335,267.6491780340744,1.008681854961019,2,33
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.1776169851092737,20,0.37003718847585637,246.1398792555948,1.0542727432921848,2,14
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.2026136099688562,20,,,,1,6
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.2276102348284388,20,,,,1,2
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.2526068596880213,20,,,,1,0
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.2776034845476039,20,,,,1,0
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.3026001094071864,20,,,,1,0
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.327596734266769,20,,,,1,0
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.3525933591263515,20,,,,1,0
umap,joueurs_ligue1_2024_2025_clean_custom_umap5d_best_embedding,1.377589983985934,20,,,,1,0
