method,tag,eps,min_samples,silhouette,calinski_harabasz,davies_bouldin,n_clusters,n_noise,calinski_harabasz_rank
pca,joueurs_ligue1_PCA_raw,3.9523941909807165,5,0.1886900095123718,9.392490720095738,1.4375787899151855,2,116,1.0
