UMAP_1,UMAP_2,UMAP_3,UMAP_4,UMAP_5,player_name,equipe,positions,age,player_id,player_country_code
20.380249,3.717156,2.123769,6.226642,-8.842528,Gideon Mensah,Auxerre,DF,26.0,9bdd8118,GHA
19.232744,5.2084646,2.8986614,8.038363,-8.617667,Leonardo Balerdi,Marseille,DF,25.0,7c3ed041,ARG
22.557703,3.8939104,2.595332,6.6274357,-11.817283,Takumi Minamino,Monaco,"MF,FW",29.0,f833a830,JPN
21.80666,3.9380717,2.436899,6.5480013,-10.657442,Andy Diouf,Lens,MF,21.0,9b5237b1,FRA
19.289265,5.3050976,2.944041,8.2032995,-7.6770263,Moïse Bombito,Nice,DF,24.0,c2f23fc8,CAN
19.409685,5.207437,2.7580419,8.317165,-6.989543,Cédric Kipré,Reims,DF,27.0,9f30e7ed,CIV
21.700283,3.948579,2.8498096,6.4352508,-11.896451,Bradley Barcola,Paris S,FW,21.0,a0d55a09,FRA
21.255215,3.654733,1.8781072,5.948196,-8.037984,Kelvin Amian,Nantes,DF,26.0,bcc81786,FRA
20.375769,3.2700593,2.19539,6.4326673,-10.105157,Gabriel Suazo,Toulouse,DF,26.0,39b326ed,CHI
21.080564,4.0425806,2.1748724,7.820267,-9.421014,Denis Zakaria,Monaco,MF,27.0,384d58d9,SUI
20.110355,5.423711,2.0545933,8.146043,-6.677539,Modibo Sagnan,Montpellier,DF,25.0,76d679c7,MLI
19.12988,5.3745456,2.6409807,8.008425,-8.501887,Willian Pacho,Paris S,DF,22.0,ecbe2839,ECU
20.637068,3.7642741,2.1145265,5.971407,-8.094167,Dennis Appiah,Saint,DF,32.0,feb5d3ab,FRA
20.570446,3.787305,2.1051347,5.8375244,-9.1132765,Ki-Jana Hoever,Auxerre,DF,22.0,9a71e978,NED
19.72535,4.9982047,2.1805072,7.941704,-7.790729,Jonathan Gradit,Lens,DF,31.0,06c48679,FRA
21.376791,3.2631648,2.3843453,6.3234205,-11.231647,Sebastian Nanasi,Strasbourg,"MF,FW",22.0,ce747d2a,SWE
20.243732,3.8458447,1.965812,6.7798023,-8.92861,Djibril Sidibé,Toulouse,DF,32.0,4c5b714f,FRA
22.17486,3.4844677,1.8932637,7.201106,-8.973803,Yassine Kechta,Le Havre,"MF,FW",22.0,abefc3af,MAR
19.429007,5.243781,2.3021057,7.857003,-8.196095,Wilfried Singo,Monaco,DF,23.0,8b609c34,CIV
22.44524,3.3351398,2.4816551,6.1308923,-11.35498,Hamed Junior Traorè,Auxerre,MF,24.0,570bb4b9,CIV
18.45456,18.296122,12.9373665,6.5897284,2.7355666,Gianluigi Donnarumma,Paris S,GK,25.0,08f5afaa,ITA
21.193825,3.9344547,2.0639682,7.930894,-8.632632,Azor Matusiwa,Rennes,MF,26.0,a17a94d6,NED
19.83477,4.5140023,2.622761,7.328984,-10.046445,Achraf Hakimi,Paris S,DF,25.0,e42d61c7,MAR
19.9309,3.8119695,2.0369287,6.3419185,-9.4351635,Vanderson,Monaco,DF,23.0,ee45fd85,BRA
20.54254,3.3142166,2.4464056,6.8386016,-10.20597,Lamine Camara,Monaco,MF,20.0,19c2ffa4,SEN
23.27959,3.9109366,2.459015,6.6887283,-12.392403,Alexandre Lacazette,Lyon,FW,33.0,9dbb75ca,FRA
21.504015,3.5564857,1.8921041,6.243757,-8.089855,Nicolas Cozza,Nantes,"DF,MF",25.0,8f325097,FRA
19.761145,4.816853,2.7214499,7.714666,-9.719225,Warren Zaïre-Emery,Paris S,"MF,DF",18.0,6b9960cf,FRA
21.861244,3.7245405,1.6729364,7.415311,-9.009285,Johann Lepenant,Nantes,MF,21.0,1e52971c,FRA
20.7711,3.6297312,1.8498211,6.3968625,-8.202813,Carlens Arcus,Angers,DF,28.0,5e837126,HAI
19.549643,5.0058856,2.6961558,7.7898293,-9.551457,Vitinha,Paris S,MF,24.0,3b029691,POR
21.00363,3.5937264,2.8210616,6.2019734,-11.459739,Rayan Cherki,Lyon,"FW,MF",20.0,b34c63a5,FRA
19.43769,5.1396627,2.614476,7.8892045,-9.023599,Geoffrey Kondogbia,Marseille,"DF,MF",31.0,cce181df,CTA
19.816595,5.3576694,1.970921,7.9827113,-6.433246,Nicolas Pallois,Nantes,DF,36.0,779847d6,FRA
19.732046,5.333385,2.6083622,8.068624,-6.548846,Dylan Batubinsika,Saint,DF,28.0,37d39918,COD
19.124395,5.3298097,2.7827356,7.9443355,-8.825571,Lucas Beraldo,Paris S,DF,20.0,b8aedf06,BRA
20.141314,4.6021056,2.435393,7.8874555,-9.084685,Nemanja Matić,Lyon,MF,35.0,eb7822d7,SRB
22.861124,3.053817,2.3688762,6.0767965,-11.681145,Josué Casimir,Le Havre,"FW,MF",22.0,481f76cf,FRA
20.148283,3.9034617,1.896272,6.5729284,-9.623432,Ainsley Maitland-Niles,Lyon,DF,26.0,e3a5814e,ENG
21.00242,3.7343483,1.8099823,6.350266,-8.343672,Aurélio Buta,Reims,DF,27.0,b4705807,POR
19.181782,5.1779146,2.5442257,8.077637,-8.050319,Dante,Nice,DF,40.0,fd2bc67d,BRA
21.90076,3.6084793,1.8979737,7.5729074,-8.64877,Jean-Eudes Aholou,Angers,MF,30.0,48b28bfd,CIV
19.770628,5.703688,2.2345908,7.9570127,-6.597649,Sinaly Diomande,Auxerre,DF,23.0,6de23ab0,CIV
20.02868,4.0099115,2.1544302,6.104902,-9.19856,Melvin Bard,Nice,"DF,MF",23.0,1ddbc7ca,FRA
19.227522,5.829688,2.5403702,7.8928394,-7.9547124,Youssouf Ndayishimiye,Nice,DF,25.0,65c55288,BDI
20.270828,3.428527,2.4654784,6.513012,-10.401276,Caio Henrique Oliveira Silva,Monaco,DF,27.0,30af8b93,BRA
20.02374,4.194236,2.1195812,6.459495,-9.299794,Thomas Meunier,Lille,DF,32.0,e162b013,BEL
20.199076,4.5234833,2.7051353,7.5999994,-10.054051,Fabián Ruiz Peña,Paris S,MF,28.0,c0c7ff58,ESP
23.071827,3.0229774,2.4879177,6.3657436,-11.318598,Issa Soumaré,Le Havre,"FW,MF",23.0,1d8aa290,SEN
20.220993,4.2142587,1.9489249,6.9144516,-9.413085,Nicolás Tagliafico,Lyon,DF,31.0,f0661424,ARG
23.430809,3.4333498,2.5829077,6.408161,-12.347979,Zakaria Aboukhlal,Toulouse,"MF,FW",24.0,c2a6033c,MAR
20.752241,3.6828222,2.0305138,5.8494573,-7.9989376,Enzo Tchato,Montpellier,DF,21.0,7f783431,CMR
22.023409,2.937501,2.617183,5.866257,-11.033035,Farid El Melali,Angers,FW,27.0,d21e361a,ALG
21.243954,4.1409187,2.282444,7.4975157,-7.8249874,Joris Chotard,Montpellier,MF,22.0,7909ffa4,FRA
23.282871,3.1502671,2.1482155,6.715414,-12.0960655,Lucas Stassin,Saint,FW,19.0,a47d6f3a,BEL
20.084244,4.577294,2.5052674,7.705953,-9.912933,João Neves,Paris S,"MF,DF",19.0,c2a15a27,POR
23.15381,3.9251442,2.7157137,6.5606613,-12.457553,Breel Embolo,Monaco,"FW,MF",27.0,0b4f388a,SUI
23.201622,3.6630912,2.5992022,6.656907,-12.44353,Gaëtan Laborde,Nice,FW,30.0,7cdda3bf,FRA
20.935726,3.6838787,2.1341393,5.9703655,-9.482501,Deiver Machado,Lens,"DF,MF",30.0,b3f8bdef,COL
20.107244,5.1999993,2.474901,8.133428,-6.3756504,Becir Omeragic,Montpellier,DF,22.0,c284d6fb,SUI
21.556383,3.8551035,2.6910434,6.650419,-10.538689,Florian Sotoca,Lens,"FW,MF",33.0,7a42d0df,FRA
21.320621,3.8845685,1.6397017,7.6941013,-8.397542,Haris Belkebla,Angers,MF,30.0,2b1bed19,ALG
20.861769,3.8886027,2.1262763,6.0565424,-9.30632,Gabriel Gudmundsson,Lille,DF,25.0,d5d22a58,SWE
22.071556,3.674862,2.1908755,6.739009,-10.522842,Félix Lemaréchal,Strasbourg,"MF,FW",20.0,8ca9415f,FRA
21.634514,3.6649206,2.2248275,7.6589794,-8.770805,Pablo Rosario,Nice,"MF,DF",27.0,1a6b7ea4,DOM
20.655949,4.3501177,2.6232111,7.668456,-8.565247,Jordan Ferri,Montpellier,MF,32.0,375622c5,FRA
21.192907,4.265956,2.5650947,7.356571,-8.870473,Benjamin Bouchouari,Saint,MF,22.0,599f9013,MAR
21.094046,3.4457183,2.4424062,6.266529,-11.094856,Hákon Arnar Haraldsson,Lille,"MF,FW",21.0,e2ae54db,ISL
23.264435,3.4138403,2.3827193,6.0176263,-11.50796,Jim Allevinah,Angers,FW,29.0,1956b948,GAB
21.195023,3.5617402,2.6852615,6.030508,-11.743775,Eliesse Ben Seghir,Monaco,"MF,FW",19.0,3bd65247,MAR
19.872305,4.761917,2.3749285,8.007393,-8.402452,Aïssa Mandi,Lille,DF,32.0,fbd6378b,ALG
21.396198,3.510655,2.8496926,6.1234436,-11.980533,Ousmane Dembélé,Paris S,FW,27.0,b19db005,FRA
21.345604,3.8266973,2.731737,6.33711,-11.789413,Désiré Doué,Paris S,"FW,MF",19.0,9e7483ff,FRA
19.237463,5.307863,2.7076619,7.888575,-8.934453,Marquinhos,Paris S,DF,30.0,d5f2f82b,BRA
18.48247,18.121122,12.976005,6.4680367,2.912568,Philipp Köhn,Monaco,GK,26.0,ff74841d,SUI
19.810722,5.512269,1.8553078,8.055121,-6.7398577,Abdoulaye Niakhate Ndiaye,Brest,DF,22.0,b8cd2ae4,SEN
19.269558,5.0810814,2.85052,8.335843,-7.288413,Joseph Okumu,Reims,DF,27.0,039f1983,KEN
23.870798,3.0992613,2.468427,6.555518,-11.334909,Marshall Munetsi,Reims,MF,28.0,2acf0cd7,ZIM
22.032282,3.4729629,1.7309505,7.3100166,-8.748629,Rabby Nzingoula,Montpellier,MF,18.0,627c7a3d,FRA
19.927559,4.623758,2.117153,7.4921713,-8.297027,Hans Hateboer,Rennes,DF,30.0,3b333ac3,NED
20.868446,3.6372313,1.9280579,5.987013,-8.536165,Massadio Haïdara,Brest,DF,31.0,5167c97e,MLI
19.879204,4.6566463,2.7508886,7.5906086,-10.14142,Nuno Mendes,Paris S,DF,22.0,f20e4cc9,POR
23.497065,3.3876245,2.7644734,6.448381,-11.903638,Joshua King,Toulouse,"FW,MF",32.0,43458538,NOR
20.48062,3.6866574,2.6971645,6.6351933,-10.8677225,Lee Kang-in,Paris S,"FW,MF",23.0,8455ad90,KOR
20.025614,5.4712367,2.4825213,8.351036,-6.5052013,Gabriel Osho,Auxerre,DF,25.0,cd889153,NGA
23.607553,3.1724508,2.409259,6.8036313,-11.9051895,Esteban Lepaul,Angers,FW,24.0,85ce1949,FRA
23.541231,3.690856,2.535167,6.3075275,-11.715833,Oumar Diakité,Reims,FW,20.0,44435c8f,CIV
22.270805,3.6063302,2.5575242,5.991781,-11.794831,Mohamed Ali Cho,Nice,"FW,MF",20.0,f8405304,FRA
18.441246,18.030142,13.048891,6.0576158,2.8923485,Arthur Desmas,Le Havre,GK,30.0,e8c5dd4d,FRA
20.33418,3.9039059,2.4920216,6.777691,-10.439972,Quentin Merlin,Marseille,DF,22.0,0bfca6a1,FRA
21.954412,3.781347,2.8639393,6.009833,-11.637768,Malick Fofana,Lyon,FW,19.0,8236f673,BEL
20.833557,3.3555274,2.3073604,6.9729156,-9.724637,Neil El Aynaoui,Lens,MF,23.0,17e1261b,MAR
19.291235,5.4841523,2.501573,8.244088,-7.3395495,Duje Ćaleta-Car,Lyon,DF,27.0,94f8d10c,CRO
21.241774,2.8598397,2.4811084,6.027608,-10.883834,Mathias Pereira Lage,Brest,"FW,MF",27.0,8846a40f,POR
18.22466,18.01964,12.696742,6.1927643,2.9635022,Anthony Lopes,Nantes,GK,33.0,f00de885,POR
19.641203,4.8481765,2.5732708,7.607002,-9.73313,Valentin Rongier,Marseille,"MF,DF",29.0,ed45c4a5,FRA
20.672276,4.1265545,2.4419541,7.7100787,-9.301394,Jordan Veretout,Lyon,MF,31.0,4a56052c,FRA
18.408327,17.849047,12.709684,6.2325163,2.9626527,Brice Samba,Rennes,GK,30.0,60d90c55,FRA
20.558949,4.2466526,2.3356757,7.992889,-9.345356,Pierre Lees-Melou,Brest,MF,31.0,f5044e54,FRA
21.843836,3.7046459,1.6646798,7.376632,-8.478513,Yassin Belkhdim,Angers,MF,22.0,e21d1928,FRA
23.84954,3.3410747,2.6210918,6.3763537,-12.082425,Frank Magri,Toulouse,"FW,MF",24.0,42fdb11d,CMR
19.965538,5.1758895,2.3320973,8.3202305,-6.930751,Nathan Zeze,Nantes,DF,19.0,fb4c5b6e,FRA
20.344955,5.068805,2.515155,8.279062,-6.510883,Abdoulaye Bamba,Angers,DF,34.0,7fecbcdb,CIV
19.754032,5.181911,1.9594215,7.954969,-7.7029,Christian Mawissa,Monaco,DF,19.0,2c70d915,FRA
18.31418,17.823246,12.867979,6.2143216,3.0516286,Steve Mandanda,Rennes,GK,39.0,1d2d5cc8,FRA
23.023838,3.292112,2.3777711,6.1196933,-10.89581,Tanguy Coulibaly,Montpellier,"FW,MF",23.0,05ba9d7c,FRA
23.774954,3.7622204,2.9490156,6.514209,-12.187573,M'Bala Nzola,Lens,FW,27.0,a4948e67,ANG
20.882462,3.8803935,1.839495,7.880555,-9.311424,Kévin Danois,Auxerre,MF,20.0,e76f6fbe,FRA
19.234476,5.296227,2.1941755,7.9860754,-6.7627244,Christopher Wooh,Rennes,DF,22.0,b003239d,CMR
24.037851,3.1359859,2.418627,6.514951,-11.7668085,André Ayew,Le Havre,FW,34.0,5dbefa9d,GHA
22.911842,3.4595346,2.3689263,6.5834475,-12.334277,Georges Mikautadze,Lyon,FW,23.0,4788cb6b,GEO
18.1968,17.918842,13.105579,6.333638,2.9791334,Mathieu Gorgelin,Le Havre,GK,33.0,4d3e9033,FRA
19.034576,5.1402397,2.917642,8.134513,-7.947791,Derek Cornelius,Marseille,DF,26.0,577744b8,CAN
20.75133,3.2010171,2.519825,6.049213,-10.730984,Anass Zaroury,Lens,"FW,MF",23.0,07d65234,MAR
20.453918,3.8147259,1.9421824,6.1616015,-9.929173,Ali Abdi,Nice,"DF,MF",30.0,ad7cdb35,TUN
20.088333,3.881594,2.4449582,6.7356644,-9.988215,Przemysław Frankowski,Lens,DF,29.0,00a8d210,POL
19.778208,4.829156,2.7920744,8.0404,-7.453641,Malang Sarr,Lens,DF,25.0,4315f30d,FRA
19.193665,5.1480436,2.1448982,7.9347153,-6.6079426,Julien Le Cardinal,Brest,DF,26.0,547a72ad,FRA
18.75642,17.979073,12.986807,6.376635,2.8389573,Radosław Majecki,Monaco,GK,24.0,20de219a,POL
20.341234,5.488731,2.383786,8.091681,-6.6025033,Emmanuel Biumla,Angers,DF,19.0,e5a94f46,FRA
21.395906,3.5268688,1.9467437,7.4429216,-9.7737665,Kamory Doumbia,Brest,"MF,FW",21.0,9226aa22,MLI
20.96515,3.1332846,2.4547055,5.926184,-10.541856,Sorba Thomas,Nantes,"FW,MF",24.0,8725a42e,WAL
20.806702,3.3905818,2.2309666,5.7229514,-8.732458,Lilian Raolisoa,Angers,"DF,FW",24.0,79a793b7,FRA
21.225147,3.8309207,1.5755334,7.943713,-8.268634,Amadou Koné,Reims,MF,19.0,2eb1ec07,MLI
21.47849,3.9933891,2.8407657,6.120511,-11.715268,Osame Sahraoui,Lille,"FW,MF",23.0,6f9fa232,MAR
20.284702,4.5341797,2.7461376,7.843015,-9.30323,André Gomes,Lille,MF,31.0,1961b2aa,POR
18.316093,18.23399,12.750302,6.2685614,2.8019478,Mathew Ryan,Lens,GK,32.0,4535e4bb,AUS
19.399746,4.8162284,2.5801668,8.196495,-7.973133,Emmanuel Agbadou,Reims,DF,27.0,75f1ed80,CIV
21.156769,2.930697,2.662777,5.9691033,-11.034752,Romain Del Castillo,Brest,FW,28.0,0be95d34,FRA
23.880758,3.1629517,2.4751709,6.5238285,-12.146842,Mostafa Mohamed,Nantes,FW,26.0,595e6f3e,EGY
20.367792,4.5864763,2.773643,7.7373333,-8.989971,Florian Tardieu,Saint,MF,32.0,ed39121c,FRA
19.444092,5.9729505,2.4067082,8.001029,-7.3221183,Arouna Sangante,Le Havre,DF,22.0,17bb562c,SEN
23.379862,3.1381278,2.5469506,6.577658,-12.022334,Abdallah Sima,Brest,"FW,MF",23.0,fdbde523,SEN
20.496601,4.434643,2.3548987,8.227561,-8.9267435,Tanner Tessmann,Lyon,MF,22.0,ac277993,USA
19.435524,5.04176,2.7811704,7.9705863,-8.121283,Lilian Brassier,Rennes,DF,24.0,5b146df3,FRA
20.923403,4.047795,2.2542348,6.192448,-7.68034,Falaye Sacko,Montpellier,DF,29.0,6388e356,MLI
23.142456,3.6088285,2.3979816,6.9369473,-12.442319,Mika Biereth,Monaco,FW,21.0,a1d95db3,DEN
19.642817,5.535205,2.158528,8.180504,-7.363713,Leo Skiri Østigård,Rennes,DF,24.0,b35a7399,NOR
21.022303,4.0229964,1.6765765,7.8154607,-8.875924,Ngal'Ayel Mukau,Lille,MF,19.0,bb461b8a,COD
22.923489,3.294851,2.9638445,6.285647,-11.638796,Shavy Babicka,Toulouse,"MF,FW",24.0,c6f0d5d4,GAB
20.833673,3.3667285,2.2779095,7.4725585,-9.583721,Jordan James,Rennes,MF,20.0,f719ad7f,WAL
20.669535,3.0303004,2.5517678,6.108586,-10.297526,Christopher Operi,Le Havre,"DF,FW",27.0,914bb955,CIV
22.89935,3.1485455,2.4628909,5.9513273,-11.053402,Arnaud Nordin,Montpellier,FW,26.0,7b9a9e25,FRA
21.009401,4.136351,1.741461,6.5178123,-8.219473,Nhoa Sangui,Reims,"DF,MF",18.0,3f465a66,FRA
19.952892,4.091315,1.9935578,7.036295,-8.77404,Valentín Barco,Strasbourg,"MF,DF",20.0,b9f282ec,ARG
21.021395,3.520247,1.9740663,5.7593474,-8.174007,Issiaga Sylla,Montpellier,DF,30.0,b99bec05,GUI
21.195614,4.042448,2.4664788,7.0329566,-10.297644,Aleksandr Golovin,Monaco,"MF,FW",28.0,3708e9fa,RUS
