method,tag,n_clusters_param,linkage,silhouette,calinski_harabasz,davies_bouldin,n_clusters,silhouette_rank,calinski_harabasz_rank,davies_bouldin_rank
pca,joueurs_ligue1_PCA_custom,3,complete,0.38089497796906935,5.805380853095172,0.4372824978457715,3,1.0,12.0,1.0
