player_name,equipe,positions,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,cluster
Jordan Lefort,Angers,DF,6.22865612409868,11.015764323600555,-1.5168275007091825,-2.6842472251992997,2.513286386234897,2.372244591451045,-1.074780793372151,1.1121595449439288,-1.2566051262670337,-2.410822440381492,-1.772016637394195,1.1889227961810844,-0.8327938791332559,-1.9322926275671053,-2.2567529354897014,-1.0207322117197777,0.9879757036331556,-1.5301766283956542,0.969023784935072,-0.6195178015029481,-0.6751736625177628,-1.438999069033047,1.2105686411523358,-1
Andrey Santos,Strasbourg,MF,10.085191651129817,5.2053218265882055,-3.989273563436463,5.2857812231092325,1.083427407584313,-4.438133694169801,-0.9247429919643386,-1.4000857122995536,-1.6328306811440148,0.088458829040123,2.850853087902723,0.6080626907462037,1.033187951533567,-1.86762390207452,-1.6684486311418127,-0.9511200848857132,1.0853090278698596,-1.0334354285162068,-1.185512096055235,-0.3332280595359938,-1.5146626256159612,-0.7923405061738743,-0.0240869599883113,-1
Valentin Atangana Edoa,Reims,MF,4.236191257650294,2.1207447565945765,-4.274949963915412,4.564309588876766,0.7290356172017012,-1.4262423798706263,-1.4031604098471353,-0.702889990015996,1.5001566131729016,-1.6554861147201536,-1.153717207145916,-1.6710026289144992,1.619932596832703,-0.2271674544980059,-0.6950143413817818,0.0285660700407604,-0.2345484505753327,-0.7858844063033953,-1.3024425258323664,0.390400621341181,-1.3725691144907752,-0.8209324719119689,0.4541287555201503,-1
Himad Abdelli,Angers,"MF,FW",13.148234701814944,-2.073551518427705,-1.2093525615950502,-0.3816426983923974,-3.7665664606071614,-3.8579450875855392,0.1781934120935239,3.807836482858826,2.280714583278736,-1.7500003978802714,-1.599581867411218,-0.8093787327544193,1.9993992941375167,-0.9635788364286104,-2.3373111452963187,0.7505061130354727,1.266459556567821,0.2041441903524271,2.978194189211534,1.2016189408298126,-1.1733560647355246,1.241220224097594,-1.4002572912743594,-1
Mason Greenwood,Marseille,"FW,MF",15.666730052235833,-12.865178755748826,-2.9373873985267767,-5.692969677794081,0.5544917870829356,-1.4197291997985533,3.2416614252187888,8.112746670793388,-0.4761180143642088,-0.7792672014576838,3.0300883497183704,0.1034744224266604,0.5108997901862679,0.1475053079173783,1.0701011274410588,-2.0443233341097926,-0.4023974685461291,0.2030347504247404,-0.4467852259564411,-0.9208011062878636,0.1391047848906794,-0.4765685459825341,-0.5789842555613907,-1
Zuriko Davitashvili,Saint,"FW,MF",10.09448343634726,-11.819571624771823,-0.8020899947159682,-1.686333535197238,3.4636471120972527,0.9887361647422792,-3.854557033723809,2.384872209541561,-0.876419946178147,1.2431569345114664,-1.0610297780151716,-2.3263890687082127,-0.7111860736928256,1.7749811584290474,0.9079348536242176,1.347451388864956,2.4309897144326134,-1.056301581969166,1.7333037360848145,-0.2907773211648143,-0.1185627357288073,-2.3548281054416758,-1.9738262495917671,-1
Gautier Lloris,Le Havre,DF,3.883204961247732,9.451265242204569,-3.2362381834349647,-0.584593948273191,2.2631057701603337,1.8255201610817304,0.1180048808854005,-0.8298569857843008,-1.014263803433526,-1.7864853627743909,-0.4649362483716338,1.6400558090759807,-0.0656258426623682,0.4795478141867074,0.797538005276791,-1.1990955267383614,1.8328923287573748,-1.890963580235586,-0.0631799811592873,-0.7844202423536791,-0.3386725402026514,-0.29258423231457,-0.008007689005405,-1
Matthis Abline,Nantes,FW,3.0705080869544186,-8.494778506319584,-6.204545870035445,-0.5373398282268445,0.1954551228126449,1.7250039775076034,-1.3837703563806107,0.1817132227074932,1.9231473435088724,-1.8381355625150229,-3.0709277418281293,-0.7746274693976286,0.9473483415534972,0.5266852638396785,0.4626989463017411,0.249813655483763,0.4734781849969444,1.246188795714839,-0.1891566463107701,1.473244685343903,1.9851122848631175,-0.7759566837602067,0.3149194453830446,-1
Bafodé Diakité,Lille,DF,6.677285208142112,10.555531666164775,-3.514878624851879,-5.174345975341632,0.2979606830439351,0.9512599321349032,-2.2089128123196904,-0.5352685373089913,2.858428168626427,3.114775881528197,0.8081464640638998,-2.2161288919927378,0.8998452384021431,0.0678939874449471,-0.4922619385545432,-0.4286211710414236,-0.0494964367297282,-0.7206819566211973,0.1815870776925328,-0.3881052947025741,0.817858350354503,1.3579163217391992,0.9855381667943792,-1
Adrien Truffert,Rennes,"DF,MF",9.979710639199258,-0.263340505715297,2.363431210023164,2.657845184229217,-0.5639903713505234,4.586250683037241,1.8079080843145483,-0.5075180454051043,-0.8815845235497524,0.3692753101033963,-0.5964141260512682,-1.5151452522850786,0.8627036394409664,0.3966212337177311,0.319444320708407,-0.5599748591394147,-0.9428063631898704,0.5207737041896214,-1.0566673374387987,-0.1056830740157099,0.197419540230526,-0.762593844159036,-0.333342553153006,0
