n_neighbors,min_dist,n_components,trustworthiness,continuity,distance_corr,mrre,composite_score,mse
15,0.5,5,0.9376415785864605,0.9900271925468775,0.5725989615711665,0.5343772576183942,0.9549431488133189,0.11805468267987163
