method,tag,eps,min_samples,silhouette,calinski_harabasz,davies_bouldin,n_clusters,n_noise,calinski_harabasz_rank
umap,joueurs_ligue1_2024_2025_clean_per90_umap5d_best_embedding,0.9752957750173568,15,0.34080774955938403,207.47010940407708,1.01096307274775,3,27,1.0
