method,tag,eps,min_samples,silhouette,calinski_harabasz,davies_bouldin,n_clusters,n_noise,calinski_harabasz_rank
umap,joueurs_ligue1_2024_2025_clean_raw_umap3d_best_embedding,0.6425727774154911,20,0.4342980056536553,292.0164263693013,0.6828309945321674,6,77,1.0
