noise_pct,ARI,NMI,method
1,0.041945949706531496,0.1184266757344596,agglomerative
3,0.137377165426805,0.21064601363384275,agglomerative
5,0.11410403021569922,0.20864442405606365,agglomerative
1,0.04952025624227472,0.10182941186736408,kmeans
3,0.04261450657642295,0.09853766183344324,kmeans
5,0.042878477753043605,0.09009120964074364,kmeans
