tsne_1,tsne_2,tsne_3,tsne_4,player_name,equipe,positions
3.1861982,-2.2230375,-0.7205323,0.8277091,Rémy Labeau Lascary,Lens,"FW,MF"
2.7457027,-1.8002138,-0.6036851,0.31321296,Yaya Kader Fofana,Reims,"MF,FW"
2.2870266,-1.6493695,2.7698631,-0.5913622,Rasmus Nicolaisen,Toulouse,DF
3.3298786,-0.6307327,-0.22492005,1.6394366,Marco Asensio,Paris S,"FW,MF"
3.0760725,-1.6821467,0.28803468,2.188233,Folarin Balogun,Monaco,FW
2.7958062,-2.4173582,1.1819803,1.6425112,Andy Delort,Montpellier,FW
2.9415588,-1.4283978,1.0662026,-0.40632993,Jhoanner Chávez,Lens,"DF,MF"
1.5886147,-2.3431773,2.3716319,-1.4878238,Fodé Ballo-Touré,Le Havre,"DF,MF"
2.3529613,-2.7157261,0.3747093,-1.1015557,Nampalys Mendy,Lens,MF
2.108487,-1.1006728,0.86091346,-0.55594456,Mahamadou Diawara,Le Havre,MF
2.1576943,-1.9166493,1.8544014,-1.2450966,Nikola Maksimović,Montpellier,DF
1.4672465,-2.2589314,2.3845117,-1.6304953,Pierre Cornud,Saint,DF
2.6905222,-2.1276195,0.98552746,1.9283942,Florian Ayé,Auxerre,FW
3.6877048,-1.6175689,0.81337553,2.10477,Elye Wahi,Marseille,FW
2.1342793,-1.3682109,0.52551216,-0.3396909,Maxence Caqueret,Lyon,MF
1.4542844,-1.8373684,1.612929,0.60523504,Jordan Teze,Monaco,DF
2.4947596,-1.8728889,1.0345031,-0.83381414,Daler Kuzyaev,Le Havre,MF
2.3017807,-0.9299136,0.9210835,-0.5372116,John Joe,Reims,MF
3.3270087,-1.7136635,0.86706465,1.707379,Mohamed Meité,Rennes,FW
2.5893054,-1.4232911,2.159239,-2.6269,Andrew Omobamidele,Strasbourg,DF
1.9059682,-1.6564574,1.2560133,-0.7200708,Jean-Kevin Duverne,Nantes,DF
3.16377,-1.5245252,1.3205049,2.1143277,Bamba Dieng,Angers,FW
2.6478636,-1.4276112,0.62074924,0.40103394,Ben Old,Saint,"FW,MF"
3.1991346,-0.28493226,-0.06950675,0.41260248,Amine Harit,Marseille,MF
2.367417,-1.7234285,1.1130781,1.1505777,Tino Kadewere,Nantes,"MF,FW"
1.4324963,-1.5988917,1.2340075,-0.3650763,Krépin Diatta,Monaco,"DF,FW"
