method,tag,n_clusters_param,silhouette,calinski_harabasz,davies_bouldin,n_clusters,silhouette_rank,calinski_harabasz_rank,davies_bouldin_rank
tsne,joueurs_ligue1_tSNE_custom_GK,7,0.37171394908198646,258.8088950252677,0.9596840375723857,7,1.0,3.0,2.0
