method,tag,eps,min_samples,silhouette,calinski_harabasz,davies_bouldin,n_clusters,n_noise
tsne,joueurs_ligue1_tSNE_custom_GK,0.7280505676748186,5,0.3482947032709165,81.62326362192762,0.5902027409737346,2,9
tsne,joueurs_ligue1_tSNE_custom_GK,0.757060353943012,5,0.34881160733294136,81.81788955061766,0.589731419938926,2,6
tsne,joueurs_ligue1_tSNE_custom_GK,0.7860701402112055,5,0.349380295111849,81.93139887418567,0.5895116756740796,2,3
tsne,joueurs_ligue1_tSNE_custom_GK,0.8150799264793989,5,0.3496823757268354,82.05808351971025,0.5891774820513317,2,2
tsne,joueurs_ligue1_tSNE_custom_GK,0.8440897127475923,5,0.3501352568112686,82.31663780146893,0.5883993908280345,2,1
tsne,joueurs_ligue1_tSNE_custom_GK,0.8730994990157857,5,0.35051717044077474,82.55994965110528,0.5876785021012505,2,0
tsne,joueurs_ligue1_tSNE_custom_GK,0.9021092852839792,5,0.35051717044077474,82.55994965110528,0.5876785021012505,2,0
tsne,joueurs_ligue1_tSNE_custom_GK,0.9311190715521726,5,0.35051717044077474,82.55994965110528,0.5876785021012505,2,0
tsne,joueurs_ligue1_tSNE_custom_GK,0.9601288578203659,5,0.35051717044077474,82.55994965110528,0.5876785021012505,2,0
tsne,joueurs_ligue1_tSNE_custom_GK,0.9891386440885594,5,0.35051717044077474,82.55994965110528,0.5876785021012505,2,0
tsne,joueurs_ligue1_tSNE_custom_GK,1.018148430356753,5,0.35051717044077474,82.55994965110528,0.5876785021012505,2,0
tsne,joueurs_ligue1_tSNE_custom_GK,1.0471582166249462,5,0.35051717044077474,82.55994965110528,0.5876785021012505,2,0
tsne,joueurs_ligue1_tSNE_custom_GK,1.0761680028931397,5,0.35051717044077474,82.55994965110528,0.5876785021012505,2,0
tsne,joueurs_ligue1_tSNE_custom_GK,1.105177789161333,5,0.35051717044077474,82.55994965110528,0.5876785021012505,2,0
